From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
33763	P20459	reviewed	IF2A_YEAST	Eukaryotic translation initiation factor 2 subunit alpha (eIF-2-alpha) (eIF-2A) (eIF-2alpha) (eIF2-alpha)	SUI2 TIF211 YJR007W J1429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304
32914	P38316	reviewed	ATG12_YEAST	Ubiquitin-like protein ATG12 (Autophagy-related protein 12)	ATG12 APG12 YBR217W YBR1506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	186
32131	P38953	reviewed	RAD55_YEAST	DNA repair protein RAD55	RAD55 YDR076W D4426	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406
32661	P38197	reviewed	PLPHP_YEAST	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	YBL036C YBL0413	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	257
33977	P36005	reviewed	KDX1_YEAST	Serine/threonine-protein kinase KDX1 (EC 2.7.11.1) (Kinase dead X-talker protein 1) (MPK1-like protein kinase 1)	KDX1 MLP1 YKL161C YKL615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433
34897	P40494	reviewed	PRK1_YEAST	Actin-regulating kinase PRK1 (EC 2.7.11.1) (p53-regulating kinase 1)	PRK1 PAK1 YIL095W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810
35279	P18961	reviewed	YPK2_YEAST	Serine/threonine-protein kinase YPK2/YKR2 (EC 2.7.11.1)	YPK2 YKR2 YMR104C YM9718.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	677
35725	P01120	reviewed	RAS2_YEAST	Ras-like protein 2 (EC 3.6.5.2)	RAS2 ASC1 CTN5 GLC5 YNL098C N2198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	322
32974	P38352	reviewed	SAF1_YEAST	SCF-associated factor 1	SAF1 YBR280C YBR2017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	637
31930	Q12018	reviewed	CDC53_YEAST	Cell division control protein 53 (Cullin-A) (E3 ubiquitin ligase complex SCF subunit CDC53)	CDC53 YDL132W D2190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	815
31057	P16649	reviewed	TUP1_YEAST	General transcriptional corepressor TUP1 (Flocculation suppressor protein) (Glucose repression regulatory protein TUP1) (Repressor AER2)	TUP1 AAR1 AER2 AMM1 CYC9 FLK1 SFL2 UMR7 YCR084C YCR84C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713
35989	Q08949	reviewed	DDC1_YEAST	DNA damage checkpoint protein 1	DDC1 YPL194W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	612
36278	P32328	reviewed	DBF20_YEAST	Serine/threonine-protein kinase DBF20 (EC 2.7.11.1)	DBF20 YPR111W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	564
34308	P40339	reviewed	RFC4_YEAST	Replication factor C subunit 4 (Replication factor C4) (Activator 1 37 kDa subunit)	RFC4 YOL094C O0923	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	323
36192	Q12531	reviewed	YP015_YEAST	Zinc finger protein YPR015C	YPR015C LPZ14c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247
31241	Q07800	reviewed	PSR1_YEAST	Phosphatase PSR1 (EC 3.1.3.-) (Plasma membrane sodium response protein 1)	PSR1 YLL010C L1341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	427
32385	P52286	reviewed	SKP1_YEAST	Suppressor of kinetochore protein 1 (Centromere DNA-binding protein complex CBF3 subunit D) (E3 ubiquitin ligase complex SCF subunit SKP1)	SKP1 CBF3D YDR328C D9798.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	194
35668	P53894	reviewed	CBK1_YEAST	Serine/threonine-protein kinase CBK1 (EC 2.7.11.1) (Cell wall biosynthesis kinase)	CBK1 YNL161W N1727	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	756
35953	Q00776	reviewed	AP1M1_YEAST	AP-1 complex subunit mu-1-I (Clathrin assembly protein complex 1 mu-1-I medium chain) (Clathrin coat assembly protein AP54) (Clathrin coat-associated protein AP54) (Golgi adaptor AP-1 54 kDa protein) (HA1 54 kDa subunit) (Mu(1)-adaptin) (Mu1-I-adaptin)	APM1 YAP54 YPL259C P0394	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	475
32540	P40960	reviewed	PAC11_YEAST	WD repeat-containing protein PAC11	PAC11 YDR488C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	533
36932	P25453	reviewed	DMC1_YEAST	Meiotic recombination protein DMC1	DMC1 ISC2 YER179W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	334
35281	Q04437	reviewed	KU80_YEAST	ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku80) (High affinity DNA-binding factor subunit 2) (Yeast Ku80)	YKU80 HDF2 YMR106C YM9718.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	629
31132	P22943	reviewed	HSP12_YEAST	12 kDa heat shock protein (Glucose and lipid-regulated protein)	HSP12 GLP1 HOR5 YFL014W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109
36338	P06780	reviewed	RHO1_YEAST	GTP-binding protein RHO1 (EC 3.6.5.2) (Rho-type GTPase 1)	RHO1 YPR165W P9325.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	209
34944	P39014	reviewed	MET30_YEAST	F-box protein MET30 (E3 ubiquitin ligase complex SCF(Met30) subunit MET30) (Methionine-requiring protein 30)	MET30 YIL046W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640
35608	P53861	reviewed	ELOA1_YEAST	Elongin-A	ELA1 YNL230C N1161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	379
33476	P50079	reviewed	HSV2_YEAST	SVP1-like protein 2	HSV2 YGR223C G8530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	448
36019	Q12083	reviewed	MLH3_YEAST	DNA mismatch repair protein MLH3 (MutL protein homolog 3)	MLH3 YPL164C P2550	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	715
33135	P26309	reviewed	CDC20_YEAST	APC/C activator protein CDC20 (Cell division control protein 20)	CDC20 YGL116W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610
35193	Q02159	reviewed	UBC7_YEAST	Ubiquitin-conjugating enzyme E2 7 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 7) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-18 kDa) (Ubiquitin-protein ligase)	UBC7 QRI8 YMR022W YM9711.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165
34568	Q12343	reviewed	MED4_YEAST	Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)	MED4 YOR174W O3630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	284
36857	P40070	reviewed	LSM4_YEAST	U6 snRNA-associated Sm-like protein LSm4 (Like-SM protein 4)	LSM4 SDB23 USS1 YER112W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	187
35268	Q04305	reviewed	UTP15_YEAST	U3 small nucleolar RNA-associated protein 15 (U3 snoRNA-associated protein 15) (U three protein 15) (U3 protein 15 required for transcription) (t-UTP15)	UTP15 YMR093W YM9582.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	513
36794	P40036	reviewed	GIP2_YEAST	GLC7-interacting protein 2	GIP2 YER054C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	548
36174	Q12059	reviewed	ULA1_YEAST	NEDD8-activating enzyme E1 regulatory subunit (E1 N-terminus-related protein 2) (Ubiquitin-activating enzyme E1-like 1) (Ubiquitin-like activation protein 1)	ULA1 ENR2 YPL003W LPA14W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	462
32900	P38308	reviewed	CS111_YEAST	F-box protein COS111 (Ciclopirox olamine sensitivity protein 111)	COS111 YBR203W YBR1443	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	924
34349	Q12161	reviewed	PSH1_YEAST	RING finger protein PSH1 (POB3/SPT16 histone-associated protein 1)	PSH1 YOL054W O1263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	406
35322	P40217	reviewed	EIF3I_YEAST	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 39 kDa subunit) (eIF-3 39 kDa subunit) (eIF3 p39)	TIF34 YMR146C YM9375.16C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	347
32170	P40316	reviewed	SECU_YEAST	Securin	PDS1 YDR113C YD9727.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
36548	P38823	reviewed	DMA1_YEAST	E3 ubiquitin-protein ligase DMA1 (EC 2.3.2.27) (Checkpoint forkhead associated with RING domains-containing protein 1) (Defective in mitotic arrest protein 1) (RING-type E3 ubiquitin transferase DMA1)	DMA1 CHF1 YHR115C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	416
34085	P32801	reviewed	ELM1_YEAST	Serine/threonine-protein kinase ELM1 (EC 2.7.11.1)	ELM1 YKL048C YKL261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640
32892	P13712	reviewed	MSI1_YEAST	Chromatin assembly factor 1 subunit p50 (CAF-1 p50 subunit) (IRA1 multicopy suppressor) (Protein MSI1)	MSI1 CAC3 YBR195C YBR1405	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	422
31370	Q12347	reviewed	HRT3_YEAST	F-box protein HRT3 (High level expression reduces Ty3 transposition protein 3)	HRT3 YLR097C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
33609	P47005	reviewed	DAS1_YEAST	F-box protein DAS1 (DST1-delta 6-azauracil sensitivity protein 1)	DAS1 YJL149W J0634	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	663
32649	P38191	reviewed	MOH1_YEAST	Protein yippee-like MOH1	MOH1 YBL049W YBL0518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138
36754	P10823	reviewed	GPA2_YEAST	Guanine nucleotide-binding protein alpha-2 subunit (GP2-alpha)	GPA2 SSP101 YER020W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	449
35109	Q04964	reviewed	SML1_YEAST	Ribonucleotide reductase inhibitor protein SML1	SML1 YML058W YM9958.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104
33241	P53196	reviewed	RPN14_YEAST	26S proteasome regulatory subunit RPN14 (Proteasome non-ATPase subunit 14)	RPN14 YGL004C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417
32456	P33298	reviewed	PRS6B_YEAST	26S proteasome regulatory subunit 6B homolog (Protein YNT1) (Tat-binding homolog 2)	RPT3 YNT1 YTA2 YDR394W D9509.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428
34520	P41735	reviewed	COQ7_YEAST	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Catabolite repression protein 5) (Ubiquinone biosynthesis monooxygenase COQ7)	CAT5 COQ7 YOR125C O3284 YOR3284C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	233
31060	P15891	reviewed	ABP1_YEAST	Actin-binding protein	ABP1 YCR088W YCR88W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	592
31642	Q12749	reviewed	SMC6_YEAST	Structural maintenance of chromosomes protein 6 (DNA repair protein RHC18) (Rad18 homolog)	SMC6 RHC18 YLR383W L3502.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1114
34479	Q08496	reviewed	DIA2_YEAST	Protein DIA2 (Digs into agar protein 2)	DIA2 YOR080W YOR29-31	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	732
35844	P53629	reviewed	ARE2_YEAST	Sterol O-acyltransferase 2 (EC 2.3.1.-) (Sterol-ester synthase 2)	ARE2 SAT1 YNR019W N3206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
34985	P40555	reviewed	PSMD9_YEAST	Probable 26S proteasome regulatory subunit p27 (Proteasome non-ATPase subunit 2)	NAS2 YIL007C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220
36270	P39521	reviewed	FKHL1_YEAST	Pre-rRNA-processing protein FHL1	FHL1 YPR104C P8283.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	936
32459	Q04177	reviewed	UTP5_YEAST	U3 small nucleolar RNA-associated protein 5 (U3 snoRNA-associated protein 5) (U three protein 5) (U3 protein 5 required for transcription) (t-UTP5)	UTP5 YDR398W D9509.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	643
34031	P14904	reviewed	AMPL_YEAST	Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)	APE1 API LAP4 YSC1 YKL103C YKL455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	514
36616	P38720	reviewed	6PGD1_YEAST	6-phosphogluconate dehydrogenase, decarboxylating 1 (EC 1.1.1.44)	GND1 YHR183W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	489
31855	P54860	reviewed	UFD2_YEAST	E4 ubiquitin-protein ligase UFD2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase UFD2) (Ubiquitin conjugation factor E4) (Ubiquitin fusion degradation protein 2) (UB fusion protein 2)	UFD2 YDL190C D1255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	961
34586	Q08562	reviewed	ULS1_YEAST	ATP-dependent helicase ULS1 (EC 3.6.4.-) (Role in silencing protein 1) (Ubiquitin ligase for SUMO conjugates protein 1)	ULS1 DIS1 RIS1 TID4 YOR191W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1619
33513	P53323	reviewed	BUD32_YEAST	EKC/KEOPS complex subunit BUD32 (EC 3.6.-.-) (Atypical serine/threonine protein kinase BUD32) (EC 2.7.11.1) (Bud site selection protein 32) (Low-dye-binding protein 14) (piD261)	BUD32 LDB14 YGR262C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261
36413	P38748	reviewed	ETP1_YEAST	RING finger protein ETP1 (BRAP2 homolog) (Ethanol tolerance protein 1)	ETP1 YHL010C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	585
31505	Q06001	reviewed	FAR10_YEAST	Factor arrest protein 10	FAR10 YLR238W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	478
36586	P17123	reviewed	SPO12_YEAST	Sporulation-specific protein 12	SPO12 YHR152W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	173
36869	P39940	reviewed	RSP5_YEAST	E3 ubiquitin-protein ligase RSP5 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase RSP5) (Reverses SPT-phenotype protein 5)	RSP5 MDP1 NPI1 YER125W SYGP-ORF41	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	809
35595	P32911	reviewed	SUI1_YEAST	Eukaryotic translation initiation factor eIF-1 (Protein translation factor SUI1)	SUI1 RFR1 YNL244C N0905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108
36777	P40028	reviewed	YEN1_YEAST	Holliday junction resolvase YEN1 (EC 3.1.-.-)	YEN1 YER041W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	759
36287	P24869	reviewed	CG22_YEAST	G2/mitotic-specific cyclin-2	CLB2 YPR119W P9642.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491
36819	P40048	reviewed	PTP3_YEAST	Tyrosine-protein phosphatase 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase 3) (PTPase 3)	PTP3 YER075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	928
33716	P43638	reviewed	MHP1_YEAST	MAP-homologous protein 1	MHP1 YJL042W J1206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1398
33587	P26755	reviewed	RFA3_YEAST	Replication factor A protein 3 (RF-A) (Replication protein A 13 kDa subunit)	RFA3 YJL173C J0506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122
31113	P43564	reviewed	MIL1_YEAST	Probable lipase MIL1 (EC 3.1.1.-) (Medium adaptin-interacting ligand 1)	MIL1 YFL034W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1073
35724	P50946	reviewed	OCA1_YEAST	Putative tyrosine-protein phosphatase OCA1 (EC 3.1.3.48) (Oxidant-induced cell-cycle arrest protein 1)	OCA1 YNL099C N2194	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238
35765	P53949	reviewed	OCA2_YEAST	Tyrosine-protein phosphatase-like protein OCA2 (Oxidant-induced cell-cycle arrest protein 2)	OCA2 YNL056W N2439 YNL2439W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	197
35413	P11745	reviewed	RNA1_YEAST	Ran GTPase-activating protein 1 (Protein involved in RNA production/processing)	RNA1 YMR235C YM9959.17C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	407
36246	P40347	reviewed	PPAL_YEAST	Low molecular weight phosphotyrosine protein phosphatase (PTPase) (EC 3.1.3.48) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2)	LTP1 YPR073C YP9499.28C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161
31502	P17214	reviewed	EST1_YEAST	Telomere elongation protein EST1 (Ever shorter telomeres protein 1)	EST1 YLR233C L8083.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	699
35672	P53897	reviewed	IGO1_YEAST	mRNA stability protein IGO1 (Initiation of G zero protein 1)	IGO1 YNL157W N1743	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	168
33189	P06104	reviewed	UBC2_YEAST	Ubiquitin-conjugating enzyme E2 2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 2) (Radiation sensitivity protein 6) (Ubiquitin carrier protein UBC2) (Ubiquitin-protein ligase UBC2)	RAD6 UBC2 YGL058W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172
32920	P38319	reviewed	TYDP1_YEAST	Tyrosyl-DNA phosphodiesterase 1 (Tyr-DNA phosphodiesterase 1) (EC 3.1.4.-)	TDP1 YBR223C YBR1520	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	544
34110	P20484	reviewed	MAK11_YEAST	Protein MAK11 (Maintenance of killer protein 11)	MAK11 YKL021C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	414
35718	P50942	reviewed	INP52_YEAST	Polyphosphatidylinositol phosphatase INP52 (Synaptojanin-like protein 2) [Includes: SAC1-like phosphoinositide phosphatase (EC 3.1.3.-); Phosphatidylinositol 4,5-bisphosphate 5-phosphatase (EC 3.1.3.36)]	INP52 SJL2 YNL106C N2160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1183
36194	P32601	reviewed	DSS4_YEAST	Protein DSS4	DSS4 YPR017C LPZ16C YP9531.11C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143
31138	P07834	reviewed	CDC4_YEAST	Cell division control protein 4 (E3 ubiquitin ligase complex SCF subunit CDC4) (F-box protein CDC4)	CDC4 YFL009W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	779
32800	P38254	reviewed	TTL_YEAST	Probable tubulin--tyrosine ligase PBY1 (EC 6.3.2.25) (P-body-associated protein 1)	PBY1 YBR094W YBR0821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	753
36055	Q02931	reviewed	UTP17_YEAST	NET1-associated nuclear protein 1 (U three protein 17) (t-17) (U3 protein 17 required for transcription) (U3 small nucleolar RNA-associated protein 17) (U3 snoRNA-associated protein 17)	NAN1 UTP17 YPL126W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	896
35048	P06838	reviewed	RAD10_YEAST	DNA repair protein RAD10	RAD10 YML095C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210
32971	P38148	reviewed	PPS1_YEAST	Dual specificity protein phosphatase PPS1 (EC 3.1.3.16) (EC 3.1.3.48)	PPS1 YBR276C YBR2013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	807
35234	Q04675	reviewed	SEN15_YEAST	tRNA-splicing endonuclease subunit SEN15 (Splicing endonuclease of 15 kDa) (tRNA-intron endonuclease SEN15)	SEN15 YMR059W YM9796.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	128
31602	P05317	reviewed	RLA0_YEAST	Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (A0) (L10e)	RPP0 L10E RPA0 RPL10E RPLA0 YLR340W L8300.8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
35269	P35203	reviewed	CBF3C_YEAST	Centromere DNA-binding protein complex CBF3 subunit C (Chromosome transmission fidelity protein 13) (Kinetochore protein CTF13)	CTF13 CBF3C YMR094W YM6543.01 YM9582.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	478
34247	Q12222	reviewed	YGK3_YEAST	Glycogen synthase kinase-3 homolog YGK3 (EC 2.7.11.1)	YGK3 YOL128C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
35140	Q03714	reviewed	USA1_YEAST	U1 SNP1-associating protein 1	USA1 YML029W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	838
34408	Q08387	reviewed	DNLI4_YEAST	DNA ligase 4 (EC 6.5.1.1) (DNA ligase II) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)	DNL4 LIG4 YOR005C UND407 UNE452	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	944
31064	P25336	reviewed	MSH3_YEAST	DNA mismatch repair protein MSH3 (Mismatch-binding protein) (MBP) (MutS protein homolog 3)	MSH3 YCR092C YCR1152 YCR92C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1018
34021	P26793	reviewed	FEN1_YEAST	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1) (RAD2 homolog nuclease 1) (RTH1 nuclease) (Structure-specific endonuclease RAD27)	RAD27 FEN1 RTH1 YKL113C YKL510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	382
36744	P22141	reviewed	PSB4_YEAST	Proteasome subunit beta type-4 (Macropain subunit C11) (Multicatalytic endopeptidase complex subunit C11) (Proteasome component C11) (Proteinase YSCE subunit 11)	PRE1 YER012W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
36066	P32873	reviewed	BEM3_YEAST	GTPase-activating protein BEM3 (Bud emergence protein 3)	BEM3 YPL115C LPH12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1128
32230	P21734	reviewed	UBC1_YEAST	Ubiquitin-conjugating enzyme E2 1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 1) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-protein ligase)	UBC1 YDR177W YD9395.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
31114	P43565	reviewed	RIM15_YEAST	Serine/threonine-protein kinase RIM15 (EC 2.7.11.1)	RIM15 TAK1 YFL033C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1770
33793	P46673	reviewed	NUP85_YEAST	Nucleoporin NUP85 (Nuclear pore protein NUP85)	NUP85 RAT9 YJR042W J1624	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	744
33149	P53011	reviewed	SEH1_YEAST	Nucleoporin SEH1 (Nuclear pore protein SEH1) (SEC13 homolog 1)	SEH1 YGL100W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	349
31946	P52891	reviewed	NUP84_YEAST	Nucleoporin NUP84 (Nuclear pore protein NUP84)	NUP84 YDL116W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	726
34025	P34252	reviewed	SLD2_YEAST	DNA replication regulator SLD2 (DNA replication and checkpoint protein 1)	SLD2 DRC1 YKL108W YKL463	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
33933	P32464	reviewed	HYM1_YEAST	Protein HYM1	HYM1 YKL189W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399
36633	P38885	reviewed	AIM46_YEAST	Altered inheritance of mitochondria protein 46, mitochondrial (Found in mitochondrial proteome protein 34)	AIM46 FMP34 YHR199C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310
35102	P38987	reviewed	TEM1_YEAST	Protein TEM1	TEM1 YML064C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245
31111	P43563	reviewed	MOB2_YEAST	CBK1 kinase activator protein MOB2 (MPS1 binder 2) (Maintenance of ploidy protein MOB2)	MOB2 YFL034C-B YFL035C YFL035C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	287
32048	P35182	reviewed	PP2C1_YEAST	Protein phosphatase 2C homolog 1 (PP2C-1) (EC 3.1.3.16)	PTC1 TPD1 YDL006W D2925	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	281
36129	Q02804	reviewed	ARL3_YEAST	ADP-ribosylation factor-like protein 3 (Arf-like GTPase 3)	ARL3 ARP1 YPL051W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
36926	P32641	reviewed	RAD24_YEAST	Checkpoint protein RAD24	RAD24 YER173W SYGP-ORF60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	659
31687	Q06436	reviewed	MAG2_YEAST	E3 ubiquitin-protein ligase MAG2 (EC 2.3.2.27)	MAG2 YLR427W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	670
