geneId	geneName	leftEndPos	rightEndPos	strand	geneSynonyms	otherDbsGeneIds	productId	productName	productSynonyms	otherDbsProductsIds 
RDBECOLIGNC00951	speE	135598	136464	reverse	EG10963	[ASKA:ECK0120+b0121+JW0117+speE][KEIO:ECK0120+b0121+JW0117+speE][STRING:511145.b0121][NCBI-GENE:947726][ASAP:ABE-0000418][ECHOBASE:EB0956][OU-MICROARRAY:b0121][CGSC:17590][ECOCYC:EG10963][REFSEQ:b0121]	RDBECOLIPDC04272	spermidine synthase	SpeE	[ALPHAFOLD:P09158][PFAM:PF01564][INTERPRO:IPR001045][SMR:P09158][PROSITE:PS01330][PRIDE:P09158][PDB:3O4F][ECOLIWIKI:b0121][MODBASE:P09158][REFSEQ:NP_414663][UNIPROT:P09158][ECOCYC:SPERMIDINESYN-MONOMER] 
RDBECOLIGNC00952	speF	718262	720460	reverse	EG10964	[ASKA:ECK0681+b0693+JW0680+speF][KEIO:ECK0681+b0693+JW0680+speF][STRING:511145.b0693][ASAP:ABE-0002362][ECHOBASE:EB0957][OU-MICROARRAY:b0693][CGSC:31559][ECOCYC:EG10964][REFSEQ:b0693]	RDBECOLIPDC03906	inducible ornithine decarboxylase	SpeF,ornithine decarboxylase, degradative	[ALPHAFOLD:P24169][INTERPRO:IPR011006][PFAM:PF03711][SMR:P24169][DIP:DIP-154N][PROSITE:PS00703][PRIDE:P24169][PRODB:PRO_000023975][ECOLIWIKI:b0693][MODBASE:P24169][REFSEQ:NP_415220][UNIPROT:P24169][ECOCYC:ORNDECARBOXDEG-MONOMER] 
RDBECOLIGNC00953	gmk	3821428	3822051	forward	spoR,EG10965	[ASKA:ECK3638+b3648+JW3623+gmk][STRING:511145.b3648][ASAP:ABE-0011930][ECHOBASE:EB0958][OU-MICROARRAY:b3648][CGSC:33871][ECOCYC:EG10965][REFSEQ:b3648]	RDBECOLIPDC03357	guanylate kinase	SpoR,Gmk	[ALPHAFOLD:P60546][PFAM:PF00625][INTERPRO:IPR008144][SMR:P60546][SMART:SM00072][PROSITE:PS00856][PRIDE:P60546][PDB:2ANC][ECOLIWIKI:b3648][MODBASE:P60546][UNIPROT:P60546][REFSEQ:NP_418105][ECOCYC:GUANYL-KIN-MONOMER] 
RDBECOLIGNC00954	spoT	3822400	3824508	forward	EG10966	[ASKA:ECK3640+b3650+JW3625+spoT][STRING:511145.b3650][ASAP:ABE-0011935][ECHOBASE:EB0959][OU-MICROARRAY:b3650][CGSC:156][ECOCYC:EG10966][REFSEQ:b3650]	RDBECOLIPDC04274	bifunctional (p)ppGpp synthase/hydrolase SpoT	SpoT	[INTERPRO:IPR012675][ALPHAFOLD:P0AG24][SMR:P0AG24][PFAM:PF13291][PROSITE:PS51671][DIP:DIP-29378N][SMART:SM00471][PRIDE:P0AG24][PANTHER:PTHR21262][PRODB:PRO_000023977][ECOLIWIKI:b3650][MODBASE:P0AG24][UNIPROT:P0AG24][REFSEQ:NP_418107][ECOCYC:SPOT-MONOMER] 
RDBECOLIGNC00955	trmH	3824515	3825204	forward	spoU,EG10967	[ASKA:ECK3641+b3651+JW3626+trmH][KEIO:ECK3641+b3651+JW3626+trmH][STRING:511145.b3651][ASAP:ABE-0011937][ECHOBASE:EB0960][OU-MICROARRAY:b3651][CGSC:33877][ECOCYC:EG10967][REFSEQ:b3651]	RDBECOLIPDC00742	tRNA (Gm18) 2'-<i>O</i>-methyltransferase	TrmH,SpoU	[PDB:7EDC][ALPHAFOLD:P0AGJ2][PANTHER:PTHR43453][PFAM:PF12105][INTERPRO:IPR022724][SMR:P0AGJ2][DIP:DIP-35977N][PRIDE:P0AGJ2][PRODB:PRO_000024115][ECOLIWIKI:b3651][MODBASE:P0AGJ2][SWISSMODEL:P0AGJ2][UNIPROT:P0AGJ2][REFSEQ:NP_418108][ECOCYC:EG10967-MONOMER] 
RDBECOLIGNC00956	sppA	1848837	1850693	forward	EG10968	[ASKA:ECK1764+b1766+JW1755+sppA][STRING:511145.b1766][ASAP:ABE-0005880][ECHOBASE:EB0961][OU-MICROARRAY:b1766][CGSC:13763][ECOCYC:EG10968][REFSEQ:b1766]	RDBECOLIPDC00743	protease IV, a signal peptide peptidase	SppA	[INTERPRO:IPR004634][ALPHAFOLD:P08395][PFAM:PF01343][PRIDE:P08395][SMR:P08395][PDB:3BEZ][PRODB:PRO_000023978][ECOLIWIKI:b1766][MODBASE:P08395][ECOO157CYC:SPPA-MONOMER][REFSEQ:NP_416280][UNIPROT:P08395][ECOCYC:EG10968-MONOMER] 
RDBECOLIGNC00957	srlE	2826392	2827351	forward	sbl,gutA,gutE,srlA,srlA-2,EG10969	[ASKA:ECK2698+b2703+JW5430+srlE][KEIO:ECK2698+b2703+JW5430+srlE][STRING:511145.b2703][ASAP:ABE-0008892][ECHOBASE:EB4116][ECOO157CYC:SRLE_2][OU-MICROARRAY:b2703][CGSC:155][ECOCYC:EG10969][REFSEQ:b2703]	RDBECOLIPDC03358	sorbitol-specific PTS enzyme IIBC<sub>1</sub> component	SrlA,GutA,Sbl,GutE,SrlE,enzyme IIB component of sorbitol PTS,Enzyme IIB <sup>sorbitol</sup>	[ALPHAFOLD:P56580][PANTHER:PTHR39427][PFAM:PF07663][PRIDE:P56580][INTERPRO:IPR011638][PROSITE:PS51102][PRODB:PRO_000023986][ECOLIWIKI:b2703][REFSEQ:YP_026181][UNIPROT:P56580][ECOCYC:GUTA-MONOMER] 
RDBECOLIGNC00958	srlB	2827362	2827733	forward	gutB,EG10970	[ASKA:ECK2699+b2704+JW2673+srlB][KEIO:ECK2699+b2704+JW2673+srlB][STRING:511145.b2704][ASAP:ABE-0008894][ECHOBASE:EB0963][OU-MICROARRAY:b2704][CGSC:11886][ECOCYC:EG10970][REFSEQ:b2704]	RDBECOLIPDC03359	sorbitol-specific PTS enzyme IIA component	GutB,SrlB,enzyme IIA component of sorbitol PTS,Enzyme III<sup>sorbitol</sup>	[ALPHAFOLD:P05706][INTERPRO:IPR004716][PANTHER:PTHR40398][PFAM:PF03829][PRIDE:P05706][SMR:P05706][PROSITE:PS51097][PRODB:PRO_000023984][ECOLIWIKI:b2704][SWISSMODEL:P05706][REFSEQ:NP_417184][UNIPROT:P05706][ECOCYC:GUTB-MONOMER] 
RDBECOLIGNC00959	srlD	2827737	2828516	forward	gutD,EG10971	[ASKA:ECK2700+b2705+JW2674+srlD][KEIO:ECK2700+b2705+JW2674+srlD][STRING:511145.b2705][ASAP:ABE-0008896][ECHOBASE:EB0964][OU-MICROARRAY:b2705][CGSC:153][ECOCYC:EG10971][REFSEQ:b2705]	RDBECOLIPDC04269	sorbitol-6-phosphate 2-dehydrogenase	GutD,SrlD	[ALPHAFOLD:P05707][INTERPRO:IPR002347][PFAM:PF00106][PRIDE:P05707][SMR:P05707][DIP:DIP-10917N][PROSITE:PS00061][PRINTS:PR00081][PRODB:PRO_000023985][ECOLIWIKI:b2705][MODBASE:P05707][REFSEQ:NP_417185][UNIPROT:P05707][ECOCYC:SORB6PDEHYDROG-MONOMER] 
RDBECOLIGNC00960	gutM	2828621	2828980	forward	gut,srlM,EG10972	[ASKA:ECK2701+b2706+JW2675+gutM][KEIO:ECK2701+b2706+JW2675+gutM][STRING:511145.b2706][ASAP:ABE-0008898][ECHOBASE:EB0965][OU-MICROARRAY:b2706][CGSC:33198][ECOCYC:EG10972][REFSEQ:b2706]	RDBECOLIPDC03945	DNA-binding transcriptional activator GutM	GutM,SrlM,Gut	[ALPHAFOLD:P15081][PFAM:PF06923][PRIDE:P15081][INTERPRO:IPR009693][ECOLIWIKI:b2706][ECOO157CYC:GUTM-MONOMER][REFSEQ:NP_417186][UNIPROT:P15081][ECOCYC:PD00345] 
RDBECOLIGNC00961	gutQ	2829813	2830778	forward	srlQ,EG10973	[ASKA:ECK2703+b2708+JW5431+gutQ][KEIO:ECK2703+b2708+JW5431+gutQ][STRING:511145.b2708][ASAP:ABE-0008902][ECHOBASE:EB0966][OU-MICROARRAY:b2708][CGSC:33206][ECOCYC:EG10973][REFSEQ:b2708]	RDBECOLIPDC00744	D-arabinose 5-phosphate isomerase GutQ	SrlQ,GutQ	[INTERPRO:IPR000644][ALPHAFOLD:P17115][PFAM:PF00571][SMR:P17115][PROSITE:PS51371][PRIDE:P17115][ECOLIWIKI:b2708][MODBASE:P17115][REFSEQ:NP_417188][UNIPROT:P17115][ECOCYC:EG10973-MONOMER] 
RDBECOLIGNC00962	srlR	2829047	2829820	forward	gutR,EG10974	[ASKA:ECK2702+b2707+JW2676+srlR][KEIO:ECK2702+b2707+JW2676+srlR][STRING:511145.b2707][ASAP:ABE-0008900][ECHOBASE:EB0967][OU-MICROARRAY:b2707][CGSC:152][ECOCYC:EG10974][REFSEQ:b2707]	RDBECOLIPDC03939	DNA-binding transcriptional repressor SrlR	GutR,SrlR	[ALPHAFOLD:P15082][SMR:P15082][INTERPRO:IPR014036][PFAM:PF00455][DIP:DIP-10919N][SMART:SM00420][PROSITE:PS00894][PRIDE:P15082][PRODB:PRO_000023987][ECOLIWIKI:b2707][REFSEQ:NP_417187][MODBASE:P15082][UNIPROT:P15082][ECOCYC:PD00283] 
RDBECOLIGNC00963	srmB	2712896	2714230	forward	rbaB,rhlA,EG10975	[ASKA:ECK2574+b2576+JW2560+srmB][KEIO:ECK2574+b2576+JW2560+srmB][STRING:511145.b2576][ASAP:ABE-0008478][ECHOBASE:EB0968][OU-MICROARRAY:b2576][CGSC:32859][ECOCYC:EG10975][REFSEQ:b2576]	RDBECOLIPDC00745	ATP-dependent RNA helicase SrmB	RhlA,RbaB,SrmB,DEAD-box RNA helicase	[ALPHAFOLD:P21507][PFAM:PF00271][INTERPRO:IPR011545][SMR:P21507][DIP:DIP-10920N][SMART:SM00487][PROSITE:PS00039][PDB:2YJT][PRIDE:P21507][PRODB:PRO_000023988][ECOLIWIKI:b2576][MODBASE:P21507][SWISSMODEL:P21507][REFSEQ:NP_417071][UNIPROT:P21507][ECOCYC:EG10975-MONOMER] 
RDBECOLIGNC00964	ssb	4274125	4274661	forward	exrB,lexC,EG10976	[ASKA:ECK4051+b4059+exrB+ssb][STRING:511145.b4059][ASAP:ABE-0013298][ECHOBASE:EB0969][OU-MICROARRAY:b4059][CGSC:150][ECOCYC:EG10976][REFSEQ:b4059]	RDBECOLIPDC00746	ssDNA-binding protein	LexC,ExrB,Ssb	[ALPHAFOLD:P0AGE0][DISPROT:DP02137][MINT:P0AGE0][PANTHER:PTHR10302][PFAM:PF00436][PDB:1KAW][PRIDE:P0AGE0][SMR:P0AGE0][DIP:DIP-35980N][INTERPRO:IPR012340][PROSITE:PS50935][PRODB:PRO_000023989][ECOLIWIKI:b4059][SWISSMODEL:P0AGE0][UNIPROT:P0AGE0][REFSEQ:NP_418483][ECOCYC:EG10976-MONOMER] 
RDBECOLIGNC00965	sspA	3376782	3377420	reverse	ssp,pog,EG10977	[ASKA:ECK3218+b3229+JW3198+sspA][KEIO:ECK3218+b3229+JW3198+sspA][STRING:511145.b3229][ASAP:ABE-0010594][ECHOBASE:EB0970][OU-MICROARRAY:b3229][CGSC:17860][ECOCYC:EG10977][REFSEQ:b3229]	RDBECOLIPDC00747	stringent starvation protein A	Pog,Ssp,SspA	[INTERPRO:IPR010987][PDB:7C97][ALPHAFOLD:P0ACA3][PFAM:PF00043][SMR:P0ACA3][DIP:DIP-48104N][PROSITE:PS50405][PRIDE:P0ACA3][PRODB:PRO_000023992][ECOLIWIKI:b3229][SWISSMODEL:P0ACA3][UNIPROT:P0ACA3][REFSEQ:NP_417696][ECOCYC:EG10977-MONOMER] 
RDBECOLIGNC00966	sspB	3376279	3376776	reverse	EG10978	[ASKA:ECK3217+b3228+JW3197+sspB][KEIO:ECK3217+b3228+JW3197+sspB][STRING:511145.b3228][ASAP:ABE-0010591][ECHOBASE:EB0971][OU-MICROARRAY:b3228][CGSC:33594][ECOCYC:EG10978][REFSEQ:b3228]	RDBECOLIPDC00748	ClpXP protease specificity-enhancing factor	SspB	[ALPHAFOLD:P0AFZ3][INTERPRO:IPR007481][PANTHER:PTHR37486][PFAM:PF04386][PDB:1YFN][DISPROT:DP00194][SMR:P0AFZ3][DIP:DIP-29563N][PRIDE:P0AFZ3][PRODB:PRO_000023993][ECOLIWIKI:b3228][REFSEQ:NP_417695][MODBASE:P0AFZ3][SWISSMODEL:P0AFZ3][UNIPROT:P0AFZ3][ECOCYC:EG10978-MONOMER] 
RDBECOLIGNC00967	sucA	758706	761507	forward	lys+met,EG10979	[ASKA:ECK0714+b0726+JW0715+sucA][STRING:511145.b0726][ASAP:ABE-0002478][ECHOBASE:EB0972][OU-MICROARRAY:b0726][CGSC:146][ECOCYC:EG10979][REFSEQ:b0726]	RDBECOLIPDC00369	subunit of E1(0) component of 2-oxoglutarate dehydrogenase	SucA,E1(o) subunit	[PDB:2JGD][ALPHAFOLD:P0AFG3][INTERPRO:IPR011603][MINT:P0AFG3][PFAM:PF16870][SMR:P0AFG3][DIP:DIP-36225N][SMART:SM00861][PRIDE:P0AFG3][PANTHER:PTHR23152][PRODB:PRO_000024002][ECOLIWIKI:b0726][MODBASE:P0AFG3][UNIPROT:P0AFG3][REFSEQ:NP_415254][ECOCYC:E1O-MONOMER] 
RDBECOLIGNC00968	sucB	761522	762739	forward	EG10980	[ASKA:ECK0715+b0727+JW0716+sucB][STRING:511145.b0727][ASAP:ABE-0002480][ECHOBASE:EB0973][OU-MICROARRAY:b0727][CGSC:145][ECOCYC:EG10980][REFSEQ:b0727]	RDBECOLIPDC00371	2-oxoglutarate dehydrogenase E2 subunit	E2(o) subunit,SucB,dihydrolipoyltranssuccinylase	[ALPHAFOLD:P0AFG6][PDB:1BAL][REFSEQ:NP_415255][INTERPRO:IPR003016][PROSITE:PS50968][PFAM:PF00198][SMR:P0AFG6][DIP:DIP-35787N][PRIDE:P0AFG6][PRODB:PRO_000024003][ECOLIWIKI:b0727][SWISSMODEL:P0AFG6][UNIPROT:P0AFG6][ECOCYC:E2O-MONOMER] 
RDBECOLIGNC00969	sucC	763014	764180	forward	EG10981	[ASKA:ECK0716+b0728+JW0717+sucC][KEIO:ECK0716+b0728+JW0717+sucC][MIM:612073][STRING:511145.b0728][ASAP:ABE-0002483][ECHOBASE:EB0974][OU-MICROARRAY:b0728][CGSC:17845][ECOCYC:EG10981][REFSEQ:b0728]	RDBECOLIPDC04287	succinyl-CoA synthetase subunit &beta;	SucC	[ALPHAFOLD:P0A836][PFAM:PF00549][PDB:1JKJ][SMR:P0A836][DIP:DIP-31852N][INTERPRO:IPR011761][PROSITE:PS50975][PRIDE:P0A836][PANTHER:PTHR11815][PRODB:PRO_000024004][ECOLIWIKI:b0728][MODBASE:P0A836][UNIPROT:P0A836][REFSEQ:NP_415256][ECOCYC:SUCCCOASYN-BETA] 
RDBECOLIGNC00970	sucD	764180	765049	forward	EG10982	[ASKA:ECK0717+b0729+JW0718+sucD][KEIO:ECK0717+b0729+JW0718+sucD][MIM:245400][STRING:511145.b0729][ASAP:ABE-0002485][ECHOBASE:EB0975][OU-MICROARRAY:b0729][CGSC:17842][ECOCYC:EG10982][REFSEQ:b0729]	RDBECOLIPDC04286	succinyl-CoA synthetase subunit &alpha;	SucD	[ALPHAFOLD:P0AGE9][INTERPRO:IPR017440][PFAM:PF00549][PDB:1JKJ][SMR:P0AGE9][DIP:DIP-31851N][SMART:SM00881][PROSITE:PS01216][PRIDE:P0AGE9][PRODB:PRO_000024005][ECOLIWIKI:b0729][SWISSMODEL:P0AGE9][UNIPROT:P0AGE9][REFSEQ:NP_415257][ECOCYC:SUCCCOASYN-ALPHA] 
RDBECOLIGNC00971	suhB	2663442	2664245	forward	ssyA,EG10983	[ASKA:ECK2530+b2533+JW2517+suhB][ECOCYC:EG10983][REFSEQ:b2533]	RDBECOLIPDC00749	Nus factor SuhB	SsyA,SuhB,inositol-phosphate phosphatase	[ALPHAFOLD:P0ADG4][PDB:2QFL][PFAM:PF00459][INTERPRO:IPR020583][SMR:P0ADG4][PROSITE:PS00629][PRIDE:P0ADG4][PRINTS:PR00377][PRODB:PRO_000024012][ECOLIWIKI:b2533][MODBASE:P0ADG4][UNIPROT:P0ADG4][REFSEQ:NP_417028][ECOCYC:EG10983-MONOMER] 
RDBECOLIGNC00972	sulA	1020410	1020919	reverse	sfiA,suf,EG10984	[ASKA:ECK0949+b0958+JW0941+sulA][KEIO:ECK0949+b0958+JW0941+sulA][STRING:511145.b0958][ASAP:ABE-0003244][ECHOBASE:EB0977][OU-MICROARRAY:b0958][CGSC:144][ECOCYC:EG10984][REFSEQ:b0958]	RDBECOLIPDC00750	cell division inhibitor SulA	Suf,SfiA,SulA,SOS cell division inhibitor	[ALPHAFOLD:P0AFZ5][PFAM:PF03846][PRIDE:P0AFZ5][DIP:DIP-10945N][INTERPRO:IPR004596][SMR:P0AFZ5][PRODB:PRO_000024013][ECOLIWIKI:b0958][MODBASE:P0AFZ5][UNIPROT:P0AFZ5][REFSEQ:NP_415478][ECOCYC:EG10984-MONOMER] 
RDBECOLIGNC00973	surA	53416	54702	reverse	EG10985	[ASKA:ECK0054+b0053+JW0052+surA][KEIO:ECK0054+b0053+JW0052+surA][STRING:511145.b0053][ASAP:ABE-0000180][ECHOBASE:EB0978][CGSC:30326][OU-MICROARRAY:b0053][ECOCYC:EG10985][REFSEQ:b0053]	RDBECOLIPDC00751	chaperone SurA	SurA	[INTERPRO:IPR000297][ALPHAFOLD:P0ABZ6][PFAM:PF13616][SMR:P0ABZ6][DIP:DIP-35827N][PROSITE:PS01096][PRIDE:P0ABZ6][PDB:2PV3][PRODB:PRO_000024015][ECOLIWIKI:b0053][MODBASE:P0ABZ6][UNIPROT:P0ABZ6][REFSEQ:NP_414595][ECOCYC:EG10985-MONOMER] 
RDBECOLIGNC00974	tag	3713092	3713655	forward	tagA,EG10986	[ASKA:ECK3536+b3549+JW3518+tag][KEIO:ECK3536+b3549+JW3518+tag][STRING:511145.b3549][ASAP:ABE-0011593][ECHOBASE:EB0979][OU-MICROARRAY:b3549][CGSC:124][ECOCYC:EG10986][REFSEQ:b3549]	RDBECOLIPDC00752	3-methyl-adenine DNA glycosylase I, constitutive	TagA,Tag	[ALPHAFOLD:P05100][PFAM:PF03352][PRIDE:P05100][PDB:1P7M][SMR:P05100][DIP:DIP-10950N][INTERPRO:IPR005019][PRODB:PRO_000024021][ECOLIWIKI:b3549][MODBASE:P05100][REFSEQ:NP_418005][UNIPROT:P05100][ECOCYC:EG10986-MONOMER] 
RDBECOLIGNC00975	tap	1969383	1970984	reverse	EG10987	[ASKA:ECK1886+b1885+JW1874+tap][KEIO:ECK1886+b1885+JW1874+tap][STRING:511145.b1885][ASAP:ABE-0006288][ECHOBASE:EB0980][OU-MICROARRAY:b1885][CGSC:123][ECOCYC:EG10987][REFSEQ:b1885]	RDBECOLIPDC04298	methyl-accepting chemotaxis protein Tap	Tap,Tap dimer,MCP-IV,dipeptide chemoreceptor protein,chemotaxis signaling protein IV	[ALPHAFOLD:P07018][INTERPRO:IPR004090][PFAM:PF00015][PRIDE:P07018][SMR:P07018][DIP:DIP-10955N][SMART:SM00304][PROSITE:PS00538][PRINTS:PR00260][PRODB:PRO_000024025][ECOLIWIKI:b1885][MODBASE:P07018][SWISSMODEL:P07018][REFSEQ:NP_416399][UNIPROT:P07018][ECOCYC:TAP-MONOMER] 
RDBECOLIGNC00976	tar	1971030	1972691	reverse	cheM,EG10988	[ASKA:ECK1887+b1886+JW1875+tar][KEIO:ECK1887+b1886+JW1875+tar][STRING:511145.b1886][ASAP:ABE-0006290][ECHOBASE:EB0981][OU-MICROARRAY:b1886][CGSC:122][ECOCYC:EG10988][REFSEQ:b1886]	RDBECOLIPDC04299	methyl-accepting chemotaxis protein Tar	CheM,MCP-II,aspartate chemoreceptor protein,Tar dimer,chemotaxis signaling protein II	[ALPHAFOLD:P07017][INTERPRO:IPR004090][PFAM:PF00015][PDB:2ASR][SMR:P07017][DIP:DIP-10956N][SMART:SM00304][PROSITE:PS00538][PRIDE:P07017][PRINTS:PR00260][PRODB:PRO_000024026][ECOLIWIKI:b1886][MODBASE:P07017][SWISSMODEL:P07017][REFSEQ:NP_416400][UNIPROT:P07017][ECOCYC:TAR-MONOMER] 
RDBECOLIGNC00977	tdcA	3266127	3267065	reverse	EG10989	[ASKA:ECK3107+b3118+JW3089+tdcA][KEIO:ECK3107+b3118+JW3089+tdcA][STRING:511145.b3118][ASAP:ABE-0010252][ECHOBASE:EB0982][OU-MICROARRAY:b3118][CGSC:29702][ECOCYC:EG10989][REFSEQ:b3118]	RDBECOLIPDC03938	DNA-binding transcriptional activator TdcA	TdcA,transcriptional activator of tdc operon	[ALPHAFOLD:P0ACQ7][INTERPRO:IPR005119][PFAM:PF03466][PRIDE:P0ACQ7][DIP:DIP-10968N][SMR:P0ACQ7][PROSITE:PS50931][PRINTS:PR00039][PRODB:PRO_000024037][ECOLIWIKI:b3118][MODBASE:P0ACQ7][UNIPROT:P0ACQ7][REFSEQ:NP_417588][ECOCYC:PD00268] 
RDBECOLIGNC00978	tdcB	3265039	3266028	reverse	tdc,EG10990	[ASKA:ECK3106+b3117+JW3088+tdcB][KEIO:ECK3106+b3117+JW3088+tdcB][STRING:511145.b3117][ASAP:ABE-0010249][ECHOBASE:EB0983][OU-MICROARRAY:b3117][CGSC:17587][ECOCYC:EG10990][REFSEQ:b3117]	RDBECOLIPDC04321	catabolic threonine dehydratase	Tdc,TdcB	[ALPHAFOLD:P0AGF6][INTERPRO:IPR000634][PFAM:PF00291][SMR:P0AGF6][DIP:DIP-48063N][PROSITE:PS00165][PRIDE:P0AGF6][PRODB:PRO_000024038][ECOLIWIKI:b3117][MODBASE:P0AGF6][UNIPROT:P0AGF6][REFSEQ:NP_417587][ECOCYC:THREDEHYDCAT-MONOMER] 
RDBECOLIGNC00979	tdcC	3263686	3265017	reverse	EG10991	[ASKA:ECK3105+b3116+JW3087+tdcC][KEIO:ECK3105+b3116+JW3087+tdcC][STRING:511145.b3116][ASAP:ABE-0010247][ECHOBASE:EB0984][OU-MICROARRAY:b3116][CGSC:29709][ECOCYC:EG10991][REFSEQ:b3116]	RDBECOLIPDC04304	threonine/serine:H<sup>+</sup> symporter TdcC	TdcC,threonine/serine STP transporter	[ALPHAFOLD:P0AAD8][PANTHER:PTHR35334:SF1][PFAM:PF03222][PRIDE:P0AAD8][DIP:DIP-48056N][INTERPRO:IPR004694][PRODB:PRO_000024039][ECOLIWIKI:b3116][UNIPROT:P0AAD8][REFSEQ:NP_417586][ECOCYC:TDCC-MONOMER] 
RDBECOLIGNC00980	tdcR	3267380	3267598	forward	EG10992	[ASKA:ECK3108+b3119+JW5525+tdcR][KEIO:ECK3108+b3119+JW5525+tdcR][STRING:511145.b3119][ASAP:ABE-0010255][ECHOBASE:EB0985][OU-MICROARRAY:b3119][CGSC:29692][ECOCYC:EG10992][REFSEQ:b3119]	RDBECOLIPDC03980	DNA-binding transcriptional activator TdcR	TdcR,threonine dehydratase operon activator protein	[ALPHAFOLD:P11866][PRIDE:P11866][ECOLIWIKI:b3119][REFSEQ:NP_417589][UNIPROT:P11866][ECOCYC:PD03292] 
RDBECOLIGNC00981	tdh	3790320	3791345	reverse	EG10993	[ASKA:ECK3606+b3616+JW3591+tdh][KEIO:ECK3606+b3616+JW3591+tdh][STRING:511145.b3616][ASAP:ABE-0011830][ECHOBASE:EB0986][OU-MICROARRAY:b3616][CGSC:17584][ECOCYC:EG10993][REFSEQ:b3616]	RDBECOLIPDC04323	threonine dehydrogenase	Tdh	[ALPHAFOLD:P07913][INTERPRO:IPR013149][PFAM:PF00107][SMART:SM00829][SMR:P07913][DIP:DIP-6855N][PROSITE:PS00059][PRIDE:P07913][PRODB:PRO_000024044][ECOLIWIKI:b3616][MODBASE:P07913][REFSEQ:NP_418073][UNIPROT:P07913][ECOCYC:THREODEHYD-MONOMER] 
RDBECOLIGNC00982	tdk	1293527	1294144	forward	EG10994	[ASKA:ECK1233+b1238+JW1226+tdk][KEIO:ECK1233+b1238+JW1226+tdk][STRING:511145.b1238][ASAP:ABE-0004157][ECHOBASE:EB0987][OU-MICROARRAY:b1238][CGSC:120][ECOCYC:EG10994][REFSEQ:b1238]	RDBECOLIPDC04305	thymidine/deoxyuridine kinase	Tdk	[ALPHAFOLD:P23331][SMR:P23331][PFAM:PF00265][PRIDE:P23331][INTERPRO:IPR001267][PROSITE:PS00603][PANTHER:PTHR11441][PRODB:PRO_000024045][ECOLIWIKI:b1238][REFSEQ:NP_415754][UNIPROT:P23331][ECOCYC:TDK-MONOMER] 
RDBECOLIGNC00983	tesB	474301	475161	reverse	EG10995	[ASKA:ECK0446+b0452+JW0442+tesB][KEIO:ECK0446+b0452+JW0442+tesB][STRING:511145.b0452][ASAP:ABE-0001566][ECHOBASE:EB0988][OU-MICROARRAY:b0452][CGSC:17581][ECOCYC:EG10995][REFSEQ:b0452]	RDBECOLIPDC04318	acyl-CoA thioesterase II	TesB	[INTERPRO:IPR003703][ALPHAFOLD:P0AGG2][PFAM:PF13622][DIP:DIP-10980N][SMR:P0AGG2][PRIDE:P0AGG2][PANTHER:PTHR11066][PDB:1C8U][PRODB:PRO_000024049][ECOLIWIKI:b0452][SWISSMODEL:P0AGG2][UNIPROT:P0AGG2][REFSEQ:NP_414986][ECOCYC:THIOESTERII-MONOMER] 
RDBECOLIGNC00984	tgt	426137	427264	forward	vacC(S.f.),EG10996	[ASKA:ECK0400+b0406+JW0396+tgt][KEIO:ECK0400+b0406+JW0396+tgt][STRING:511145.b0406][ASAP:ABE-0001413][ECHOBASE:EB0989][OU-MICROARRAY:b0406][CGSC:118][ECOCYC:EG10996][REFSEQ:b0406]	RDBECOLIPDC00753	tRNA-guanine transglycosylase	Tgt	[ALPHAFOLD:P0A847][REFSEQ:NP_414940][INTERPRO:IPR002616][PFAM:PF01702][SMR:P0A847][PRIDE:P0A847][DIP:DIP-36020N][UNIPROT:P0A847][ECOCYC:EG10996-MONOMER] 
RDBECOLIGNC00985	mnmE	3886828	3888192	forward	trmE,thdF,EG10997	[ASKA:ECK3699+b3706+JW3684+mnmE][KEIO:ECK3699+b3706+JW3684+trmE][STRING:511145.b3706][ASAP:ABE-0012123][ECHOBASE:EB0990][OU-MICROARRAY:b3706][CGSC:17806][ECOCYC:EG10997][REFSEQ:b3706]	RDBECOLIPDC00754	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit	MnmE,TrmE,ThdF,GTPase, involved in modification of U34 in tRNA,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmE	[ALPHAFOLD:P25522][INTERPRO:IPR018948][PFAM:PF01926][PROSITE:PS51709][SMR:P25522][DIP:DIP-11033N][PRIDE:P25522][PDB:2GJ8][PRODB:PRO_000023256][ECOLIWIKI:b3706][MODBASE:P25522][REFSEQ:NP_418162][UNIPROT:P25522][ECOCYC:EG10997-MONOMER] 
RDBECOLIGNC00986	thrA	337	2799	forward	thrA2,Hs,thrA1,thrD,EG10998	[ASKA:ECK0002+b0002+JW0001+thrA][KEIO:ECK0002+b0002+JW0001+thrA][STRING:511145.b0002][ASAP:ABE-0000008][ECHOBASE:EB0991][OU-MICROARRAY:b0002][CGSC:111][ECOCYC:EG10998][REFSEQ:b0002]	RDBECOLIPDC00137	fused aspartate kinase/homoserine dehydrogenase 1	ThrD,ThrA	[INTERPRO:IPR002912][ALPHAFOLD:P00561][PANTHER:PTHR43070][PDB:6MX1][PFAM:PF00742][PROSITE:PS01042][SMR:P00561][DIP:DIP-2907N][PRIDE:P00561][PRODB:PRO_000024066][ECOLIWIKI:b0002][MODBASE:P00561][REFSEQ:NP_414543][UNIPROT:P00561][ECOCYC:ASPKINIHOMOSERDEHYDROGI-MONOMER] 
