string_protein_id	preferred_name	protein_size	annotation
511145.b0660	ybeZ	346	Heat shock protein, putative NTPase; Putative ATP-binding protein in pho regulon; Belongs to the PhoH family.
511145.b0661	miaB	474	tRNA-i(6)A37 methylthiotransferase; Catalyzes the methylthiolation of N6-(dimethylallyl)adenosine (i(6)A), leading to the formation of 2-methylthio-N6- (dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine.
511145.b0662	ubiF	391	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase; Catalyzes the hydroxylation of 2-octaprenyl-3-methyl-6- methoxy-1,4-benzoquinol during ubiquinone biosynthesis.
511145.b0674	asnB	554	Asparagine synthetase B; Catalyzes the ATP-dependent conversion of aspartate into asparagine, using glutamine as a source of nitrogen. Can also use ammonia as the nitrogen source in vitro, albeit with lower efficiency. As nucleotide substrates, ATP and dATP are utilized at a similar rate in both the glutamine- and ammonia-dependent reactions, whereas GTP utilization is only 15% that of ATP, and CTP, UTP, ITP and XTP are very poor or not substrates. Also exhibits glutaminase activity.
511145.b0675	umpH	250	UMP phosphatase; Catalyzes the dephosphorylation of an unusually broad range of substrate including deoxyribo- and ribonucleoside tri-, di-, and monophosphates, as well as polyphosphate and glucose-1-P (Glu1P). Belongs to the HAD-like hydrolase superfamily. NagD family.
511145.b0676	nagC	406	N-acetylglucosamine-inducible nag divergent operon transcriptional repressor; Acts as a repressor of the nagEBACD operon and acts both as an activator and a repressor for the transcription of the glmSU operon. Belongs to the ROK (NagC/XylR) family.
511145.b0677	nagA	382	N-acetylglucosamine-6-phosphate deacetylase; Involved in the first step in the biosynthesis of amino- sugar-nucleotides. Catalyzes the hydrolysis of the N-acetyl group of N- acetylglucosamine-6-phosphate (GlcNAc-6-P) to yield glucosamine 6- phosphate and acetate. In vitro, can also hydrolyze substrate analogs such as N-thioacetyl-D-glucosamine-6-phosphate, N-trifluoroacetyl-D- glucosamine-6-phosphate, N-acetyl-D-glucosamine-6-sulfate, N-acetyl-D- galactosamine-6-phosphate, and N-formyl-D-glucosamine-6-phosphate.
511145.b0678	nagB	266	Glucosamine-6-phosphate deaminase; Catalyzes the reversible isomerization-deamination of glucosamine 6-phosphate (GlcN6P) to form fructose 6-phosphate (Fru6P) and ammonium ion; Belongs to the glucosamine/galactosamine-6-phosphate isomerase family. NagB subfamily.
511145.b0679	nagE	648	N-acetyl glucosamine specific PTS enzyme IIC, IIB, and IIA components; The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in N-acetylglucosamine transport. It can also transport and phosphorylate the antibiotic streptozotocin. Could play a significant role in the recycling of peptidoglycan.
511145.b0680	glnS	554	Glutamine tRNA synthetase; Protein involved in tRNA aminoacylation for protein translation.
511145.b0681	chiP	468	Chitoporin, uptake of chitosugars; Involved in the uptake of chitosugars.
511145.b0682	chiQ	108	Chitosugar-induced verified lipoprotein.
511145.b0683	fur	148	Ferric iron uptake regulon transcriptional repressor; Acts as a global negative controlling element, employing Fe(2+) as a cofactor to bind the operator of the repressed genes. Regulates the expression of several outer-membrane proteins including the iron transport operon; Belongs to the Fur family.
511145.b0684	fldA	176	Flavodoxin 1; Low-potential electron donor to a number of redox enzymes (Potential). Involved in the reactivation of inactive cob(II)alamin in methionine synthase.
511145.b0685	ybfE	97	LexA-regulated protein, CopB family; Protein involved in SOS response.
511145.b0686	ybfF	254	acyl-CoA esterase; Displays esterase activity toward palmitoyl-CoA, malonyl-CoA and pNP-butyrate.
511145.b0687	seqA	181	Negative modulator of initiation of replication; Negative regulator of replication initiation, which contributes to regulation of DNA replication and ensures that replication initiation occurs exactly once per chromosome per cell cycle. Binds to pairs of hemimethylated GATC sequences in the oriC region, thus preventing assembly of replication proteins and re- initiation at newly replicated origins. Repression is relieved when the region becomes fully methylated. Can also bind to hemimethylated GATC sequences outside of oriC region. Binds, with less affinity, to fully methylated GATC si [...] 
511145.b0688	pgm	546	Phosphoglucomutase; This enzyme participates in both the breakdown and synthesis of glucose; Belongs to the phosphohexose mutase family.
511145.b0689	ybfP	164	Lipoprotein; Putative pectinase.
511145.b0692	potE	439	Putrescine transporter PotE; Catalyzes both the uptake and excretion of putrescine. The uptake of putrescine is dependent on the membrane potential and the excretion involves putrescine-ornithine antiporter activity.
511145.b0693	speF	732	Ornithine decarboxylase isozyme, inducible; Protein involved in polyamine biosynthetic process; Belongs to the Orn/Lys/Arg decarboxylase class-I family.
511145.b0694	kdpE	225	Response regulator in two-component regulatory system with KdpD; Member of the two-component regulatory system KdpD/KdpE involved in the regulation of the kdp operon.
511145.b0695	kdpD	894	Fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein; Member of the two-component regulatory system KdpD/KdpE involved in the regulation of the kdp operon. KdpD may function as a membrane-associated protein kinase that phosphorylates KdpE in response to environmental signals.
511145.b0696	kdpC	190	Potassium translocating ATPase, subunit C; Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit acts as a catalytic chaperone that increases the ATP-binding affinity of the ATP- hydrolyzing subunit KdpB by the formation of a transient KdpB/KdpC/ATP ternary complex.
511145.b0697	kdpB	682	Potassium translocating ATPase, subunit B; Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system.
511145.b0698	kdpA	557	Potassium translocating ATPase, subunit A; Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit binds and transports the potassium across the cytoplasmic membrane.
511145.b0699	ybfA	68	DUF2517 family protein.
511145.b0700	rhsC	1397	Rhs protein with putative toxin domain; Rhs elements have a nonessential function. They may play an important role in the natural ecology of the cell.
511145.b0702	ybfB	108	Putative membrane protein.
511145.b0704	ybfC	189	Uncharacterized protein YbfC; Pseudogene, Rhs family.
511145.b0706	ybfD	253	H repeat-associated putative transposase YbfD; Pseudogene, DDE domain transposase family;putative factor; Not classified; putative receptor protein; Belongs to the transposase 11 family.
511145.b0707	ybgA	169	DUF1722 family protein.
511145.b0708	phr	472	Deoxyribodipyrimidine photolyase, FAD-binding; Involved in repair of UV radiation-induced DNA damage. Catalyzes the light-dependent monomerization (300-600 nm) of cyclobutyl pyrimidine dimers (in cis-syn configuration), which are formed between adjacent bases on the same DNA strand upon exposure to ultraviolet radiation.
511145.b0709	dtpD	493	Dipeptide and tripeptide permease D; Probable proton-dependent permease that transports dipeptides; Belongs to the PTR2/POT transporter (TC 2.A.17) family. DtpD subfamily.
511145.b0710	ybgI	247	NIF3 family metal-binding protein; Provides significant protection from radiation damage and may be involved in the degradation of radiation-damaged nucleotides.
511145.b0711	ybgJ	218	Putative allophanate hydrolase, subunit 1; Catalyzes the cleavage of 5-oxoproline to form L-glutamate coupled to the hydrolysis of ATP to ADP and inorganic phosphate. Belongs to the PxpB family.
511145.b0712	ybgK	310	Putative allophanate hydrolase, subunit 2; Catalyzes the cleavage of 5-oxoproline to form L-glutamate coupled to the hydrolysis of ATP to ADP and inorganic phosphate. Belongs to the PxpC family.
511145.b0713	ybgL	244	UPF0271 family protein; Catalyzes the cleavage of 5-oxoproline to form L-glutamate coupled to the hydrolysis of ATP to ADP and inorganic phosphate. Belongs to the LamB/PxpA family.
511145.b0714	nei	263	Endonuclease VIII and 5-formyluracil/5-hydroxymethyluracil DNA glycosylase; Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized pyrimidines, such as thymine glycol, 5,6-dihydrouracil and 5,6-dihydrothymine. Acts on DNA bubble and 3'-fork structures, suggesting a role in replication- associated DNA repair. Has AP (apurinic/apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a sing [...] 
511145.b0715	abrB	348	Regulator of aidB expression; Seems to be involved in the regulation of AidB; Belongs to the AbrB family.
511145.b0716	ybgO	353	Putative fimbrial protein; May be involved in a fimbrial system chaperoned by YbgP and exported by YbgQ.
511145.b0717	ybgP	242	Putative periplasmic pilin chaperone; Could be required for the biogenesis of the putative YbgD fimbria; Belongs to the periplasmic pilus chaperone family.
511145.b0718	ybgQ	815	Putative outer membrane protein; Could be involved in the export and assembly of the putative YbgD fimbrial subunit across the outer membrane; Belongs to the fimbrial export usher family.
511145.b0719	ybgD	188	Putative fimbrial-like protein; Belongs to the fimbrial protein family.
511145.b0720	gltA	427	Citrate synthase; Protein involved in tricarboxylic acid cycle and anaerobic respiration; Belongs to the citrate synthase family.
511145.b0721	sdhC	129	Succinate dehydrogenase, membrane subunit, binds cytochrome b556; Membrane-anchoring subunit of succinate dehydrogenase (SDH); Belongs to the cytochrome b560 family.
511145.b0722	sdhD	115	Succinate dehydrogenase, membrane subunit, binds cytochrome b556; Membrane-anchoring subunit of succinate dehydrogenase (SDH).
511145.b0723	sdhA	588	Succinate dehydrogenase, flavoprotein subunit; Two distinct, membrane-bound, FAD-containing enzymes are responsible for the catalysis of fumarate and succinate interconversion; the fumarate reductase is used in anaerobic growth, and the succinate dehydrogenase is used in aerobic growth.
511145.b0724	sdhB	238	Succinate dehydrogenase, FeS subunit; Two distinct, membrane-bound, FAD-containing enzymes are responsible for the catalysis of fumarate and succinate interconversion; the fumarate reductase is used in anaerobic growth, and the succinate dehydrogenase is used in aerobic growth.
511145.b0726	sucA	933	2-oxoglutarate decarboxylase, thiamine triphosphate-binding; E1 component of the 2-oxoglutarate dehydrogenase (OGDH) complex which catalyzes the decarboxylation of 2-oxoglutarate, the first step in the conversion of 2-oxoglutarate to succinyl-CoA and CO(2).
511145.b0727	sucB	405	Dihydrolipoyltranssuccinase; E2 component of the 2-oxoglutarate dehydrogenase (OGDH) complex which catalyzes the second step in the conversion of 2- oxoglutarate to succinyl-CoA and CO(2).
511145.b0728	sucC	388	succinyl-CoA synthetase, beta subunit; Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit. Can use either ATP or GTP, but prefers ATP. It can also function in the other direction for anabolic purposes, and this may be particularly impor [...] 
511145.b0729	sucD	289	succinyl-CoA synthetase, NAD(P)-binding, alpha subunit; Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit. Can use either ATP or GTP, but prefers ATP. It can also function in the other direction for anabolic purposes, and this may be particularly importan [...] 
511145.b0730	mngR	240	Transcriptional repressor for the mannosyl-D-glycerate catabolic operon; Represses mngA and mngB. Regulates its own expression.
511145.b0731	mngA	658	Fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component; The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in mannosyl- D-glycerate transport. Also involved in thermoinduction of ompC.
511145.b0732	mngB	877	Alpha-mannosidase; May hydrolyze 6-phospho-mannosyl-D-glycerate to mannose-6- phosphate and glycerate; Belongs to the glycosyl hydrolase 38 family.
511145.b0733	cydA	522	Cytochrome d terminal oxidase, subunit I; A terminal oxidase that produces a proton motive force by the vectorial transfer of protons across the inner membrane. It is the component of the aerobic respiratory chain of E.coli that predominates when cells are grown at low aeration. Generates a proton motive force using protons and electrons from opposite sides of the membrane to generate H(2)O, transferring 1 proton/electron. Belongs to the cytochrome ubiquinol oxidase subunit 1 family.
511145.b0734	cydB	379	Cytochrome d terminal oxidase, subunit II; A terminal oxidase that produces a proton motive force by the vectorial transfer of protons across the inner membrane. It is the component of the aerobic respiratory chain of E.coli that predominates when cells are grown at low aeration. Generates a proton motive force using protons and electrons from opposite sides of the membrane to generate H(2)O, transferring 1 proton/electron.
511145.b0735	ybgE	97	Putative inner membrane protein in cydABX-ybgE operon.
511145.b0736	ybgC	134	acyl-CoA thioester hydrolase; Thioesterase that appears to be involved in phospholipid metabolism. Some specific acyl-ACPs could be physiological substrates. Displays acyl-CoA thioesterase activity on malonyl-CoA in vitro, catalyzing the hydrolysis of the thioester bond.
511145.b0737	tolQ	230	Membrane spanning protein in TolA-TolQ-TolR complex; Part of the Tol-Pal system, which plays a role in outer membrane invagination during cell division and is important for maintaining outer membrane integrity. Required, with TolR, for the proton motive force-dependent activation of TolA and for TolA-Pal interaction. Is also involved in the uptake of group A colicins (colicins A, E1, E2, E3, and K) and in the uptake of filamentous phage DNA. The Tol-Pal system is also required for polar localization of chemoreceptors clusters. Belongs to the ExbB/TolQ family.
511145.b0738	tolR	142	Membrane spanning protein in TolA-TolQ-TolR complex; Part of the Tol-Pal system, which plays a role in outer membrane invagination during cell division and is important for maintaining outer membrane integrity. Required, with TolQ, for the proton motive force-dependent activation of TolA and for TolA-Pal interaction .The Tol-Pal system is also required for polar localization of chemoreceptors clusters  (Probable). There are about 900 TolR molecules per cell. Modeling suggests that non-covalent binding of OmpA (from the outer membrane) and TolR (from the inner membrane) to peptidoglycan [...] 
511145.b0739	tolA	421	Membrane anchored protein in TolA-TolQ-TolR complex; Part of the Tol-Pal system, which plays a role in outer membrane invagination during cell division and is important for maintaining outer membrane integrity. Is also involved in the uptake of group A colicins (colicins A, E1, E2, E3, and K) and in the uptake of filamentous phage DNA. The Tol-Pal system is also required for polar localization of chemoreceptors clusters. Belongs to the TolA family.
511145.b0740	tolB	430	Periplasmic protein; Part of the Tol-Pal system, which plays a role in outer membrane invagination during cell division and is important for maintaining outer membrane integrity. TolB occupies a key intermediary position in the Tol-Pal system because it communicates directly with both membrane-embedded components, Pal in the outer membrane and TolA in the inner membrane. Is also involved in the uptake of some colicins A. The Tol-Pal system is also required for polar localization of chemoreceptors clusters.
511145.b0741	pal	173	Peptidoglycan-associated outer membrane lipoprotein; Part of the Tol-Pal system, which plays a role in outer membrane invagination during cell division and is important for maintaining outer membrane integrity. The Tol-Pal system is also required for polar localization of chemoreceptors clusters.
511145.b0742	ybgF	263	Periplasmic TolA-binding protein; Mediates coordination of peptidoglycan synthesis and outer membrane constriction during cell division. Promotes physical and functional coordination of the PBP1B-LpoB and Tol machines, and regulates PBP1B activity in response to Tol energy state.
511145.b0750	nadA	347	Quinolinate synthase, subunit A; Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate. Belongs to the quinolinate synthase A family. Type 1 subfamily.
511145.b0751	pnuC	239	Nicotinamide riboside transporter; Required for nicotinamide riboside transport across the inner membrane.
511145.b0752	zitB	313	Zinc efflux system; Involved in zinc efflux across the cytoplasmic membrane, thus reducing zinc accumulation in the cytoplasm and rendering bacteria more resistant to zinc. It may contribute to zinc homeostasis at low concentrations of zinc, whereas ZntA is required for growth at more toxic concentrations; Belongs to the cation diffusion facilitator (CDF) transporter (TC 2.A.4) family. SLC30A subfamily.
511145.b0753	ybgS	126	Putative homeobox protein.
511145.b0754	aroG	350	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible; Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D-arabino- heptulosonate-7-phosphate (DAHP); Belongs to the class-I DAHP synthase family.
511145.b0755	gpmA	250	Phosphoglyceromutase 1; Catalyzes the interconversion of 2-phosphoglycerate and 3- phosphoglycerate; Belongs to the phosphoglycerate mutase family. BPG- dependent PGAM subfamily.
511145.b0756	galM	346	Aldose 1-epimerase; Mutarotase converts alpha-aldose to the beta-anomer. It is active on D-glucose, L-arabinose, D-xylose, D-galactose, maltose and lactose.
511145.b0757	galK	382	Galactokinase; Catalyzes the transfer of the gamma-phosphate of ATP to D- galactose to form alpha-D-galactose-1-phosphate (Gal-1-P). To a lesser extent, is also able to phosphorylate 2-deoxy-D-galactose and D- galactosamine. Is not able to use D-galacturonic acid, D-talose, L- altrose, and L-glucose as substrates.
511145.b0758	galT	348	Galactose-1-phosphate uridylyltransferase; Protein involved in cell surface antigen activity, host-interacting, galactose metabolic process, colanic acid biosynthetic process, carbohydrate catabolic process and response to desiccation; Belongs to the galactose-1-phosphate uridylyltransferase type 1 family.
511145.b0759	galE	338	UDP-galactose-4-epimerase; Involved in the metabolism of galactose. Catalyzes the conversion of UDP-galactose (UDP-Gal) to UDP-glucose (UDP-Glc) through a mechanism involving the transient reduction of NAD. It is only active on UDP-galactose and UDP-glucose.
511145.b0760	modF	490	Molybdate ABC transporter ATPase; Probably not involved in the transport of molybdenum into the cell; Belongs to the ABC transporter superfamily.
511145.b0761	modE	262	Transcriptional repressor for the molybdenum transport operon modABC; Functions as an intracellular molybdate sensor. The ModE-Mo complex acts as a repressor of the modABC operon, which is involved in the transport of molybdate. Binds modA promoter DNA in the absence of molybdate, however molybdate binding confers increased DNA affinity. Binds the promoter of moaA activating its transcription; binding is not enhanced by molybdate. The protein dimer binds the consensus palindrome sequence 5'-TATAT-N7-TAYAT-3' and a variant 5'-TGTGT-N7-TGYGT-3'. Acts as a regulator of the expression of 6 [...] 
511145.b0762	acrZ	49	AcrAB-TolC efflux pump accessory protein, membrane-associated; AcrA-AcrB-AcrZ-TolC is a drug efflux protein complex with a broad substrate specificity. This protein binds to AcrB and is required for efflux of some but not all substrates, suggesting it may influence the specificity of drug export.
511145.b0763	modA	257	Molybdate ABC transporter periplasmic binding protein; Part of the ABC transporter complex ModABC involved in the transport of molybdenum into the cell. Binds molybdate with high affinity in vitro and with a similar affinity in vivo. Binds tungstate with high affinity in vitro. Binds unnatural anion perrhenate with high affinity in vitro. Does not bind sulfate, phosphate, arsenate, selenate, chlorate, metavanadate, nitrate, perchlorate, permanganate or carbonate. Belongs to the bacterial solute-binding protein ModA family.
511145.b0764	modB	229	Molybdate ABC transporter permease; Part of the binding-protein-dependent transport system for molybdenum; probably responsible for the translocation of the substrate across the membrane; Belongs to the binding-protein-dependent transport system permease family. CysTW subfamily.
511145.b0765	modC	352	Molybdate ABC transporter ATPase; Part of the ABC transporter complex ModABC involved in molybdenum import. Responsible for energy coupling to the transport system; Belongs to the ABC transporter superfamily. Molybdate importer (TC 3.A.1.8) family.
511145.b0766	ybhA	272	Pyridoxal phosphate (PLP) phosphatase; Catalyzes the dephosphorylation of pyridoxal-phosphate (PLP). Can also hydrolyze erythrose-4-phosphate (Ery4P) and fructose-1,6-bis- phosphate (Fru1,6bisP); Belongs to the HAD-like hydrolase superfamily. CbbY/CbbZ/Gph/YieH family.
511145.b0767	pgl	331	6-phosphogluconolactonase; Catalyzes the hydrolysis of 6-phosphogluconolactone to 6- phosphogluconate.
511145.b0768	ybhD	317	Putative transcriptional regulator LYSR-type; Protein involved in transcription activator activity, transcription repressor activity and transcription; Belongs to the LysR transcriptional regulatory family.
511145.b0769	ybhH	350	Putative PrpF family isomerase; Belongs to the PrpF family.
511145.b0770	ybhI	477	Putative DASS family tricarboxylate or dicarboxylate transporter; Putative membrane pump protein.
511145.b0771	ybhJ	753	Aconitase family protein; Putative enzyme.
511145.b0772	ybhC	427	acyl-CoA thioesterase, lipoprotein; Putative thioesterase. Does not bind pectin, and has no pectinesterase activity; Belongs to the pectinesterase family.
511145.b0773	ybhB	158	Kinase inhibitor homolog, UPF0098 family; Belongs to the UPF0098 family.
511145.b0774	bioA	429	7,8-diaminopelargonic acid synthase, PLP-dependent; Catalyzes the transfer of the alpha-amino group from S- adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only animotransferase known to utilize SAM as an amino donor; Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family. BioA subfamily.
511145.b0775	bioB	346	Biotin synthase; Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical-based mechanism.
511145.b0776	bioF	384	8-amino-7-oxononanoate synthase; Catalyzes the decarboxylative condensation of pimeloyl-[acyl- carrier protein] and L-alanine to produce 8-amino-7-oxononanoate (AON), [acyl-carrier protein], and carbon dioxide. Can also use pimeloyl-CoA instead of pimeloyl-ACP as substrate, but it is believed that pimeloyl- ACP rather than pimeloyl-CoA is the physiological substrate of BioF. Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. BioF subfamily.
511145.b0777	bioC	251	malonyl-ACP O-methyltransferase, SAM-dependent; Converts the free carboxyl group of a malonyl-thioester to its methyl ester by transfer of a methyl group from S-adenosyl-L- methionine (SAM). It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway. E.coli employs a methylation and demethylation strategy to allow elongation of a temporarily disguised malonate moiety to a pimelate moiety by the fatty acid synthetic enzymes.
511145.b0778	bioD	225	Dethiobiotin synthetase; Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8- diaminopelargonic acid (DAPA) to form an ureido ring. Only CTP can partially replace ATP while diaminobiotin is only 37% as effective as 7,8-diaminopelargonic acid; Belongs to the dethiobiotin synthetase family.
511145.b0779	uvrB	673	Exision nuclease of nucleotide excision repair, DNA damage recognition component; The UvrABC repair system catalyzes the recognition and processing of DNA lesions. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. Upon binding of the UvrA(2)B(2) complex to a putative damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesi [...] 
511145.b0780	ybhK	302	Putative CofD superfamily transferase; Required for morphogenesis under gluconeogenic growth conditions; Belongs to the gluconeogenesis factor family.
511145.b0781	moaA	329	Molybdopterin biosynthesis protein A; Catalyzes, together with MoaC, the conversion of 5'-GTP to cyclic pyranopterin monophosphate (cPMP or molybdopterin precursor Z).
511145.b0782	moaB	170	Inactive molybdopterin adenylyltransferase; May be involved in the biosynthesis of molybdopterin. Can bind GTP and has low GTPase activity. Can bind MPT, but has no MPT adenylyl transferase activity; Belongs to the MoaB/Mog family.
511145.b0783	moaC	161	Molybdopterin biosynthesis, protein C; Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP).
511145.b0784	moaD	81	Molybdopterin synthase, small subunit; Involved in sulfur transfer in the conversion of molybdopterin precursor Z to molybdopterin. Belongs to the MoaD family.
511145.b0785	moaE	150	Molybdopterin synthase, large subunit; Converts molybdopterin precursor Z to molybdopterin. This requires the incorporation of two sulfur atoms into precursor Z to generate a dithiolene group. The sulfur is provided by MoaD.
511145.b0786	ybhL	234	Putative acetate transporter; BAX Inhibitor-1 family inner membrane protein.
511145.b0787	ybhM	237	BAX Inhibitor-1 family inner membrane protein.
511145.b0788	ybhN	318	UPF0104 family inner membrane protein.
511145.b0789	clsB	413	Cardiolipin synthase 2; Catalyzes the phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol. Can also catalyze phosphatidyl group transfer to water to form phosphatidate. Belongs to the phospholipase D family. Cardiolipin synthase subfamily. ClsB sub-subfamily.
511145.b0790	ybhP	253	Endo/exonuclease/phosphatase family protein; Protein involved in DNA catabolic process.
511145.b0791	ybhQ	136	Inner membrane protein.
511145.b0792	ybhR	368	Putative ABC transporter permease; Part of the ABC transporter complex YbhFSR that could be involved in efflux of cefoperazone. Probably involved in the translocation of the substrate across the membrane. Belongs to the ABC-2 integral membrane protein family.
511145.b0793	ybhS	377	Putative ABC transporter permease; Part of the ABC transporter complex YbhFSR that could be involved in efflux of cefoperazone. Probably involved in the translocation of the substrate across the membrane. Belongs to the ABC-2 integral membrane protein family.
511145.b0794	ybhF	578	Putative ABC transporter ATPase; Part of the ABC transporter complex YbhFSR that could be involved in efflux of cefoperazone. Probably responsible for energy coupling to the transport system.
511145.b0795	ybhG	332	Putative membrane fusion protein (MFP) component of efflux pump, membrane anchor; Could be involved in the sensitivity control to chloramphenicol; Belongs to the UPF0194 family.
511145.b0796	ybiH	223	DUF1956 domain-containing tetR family putative transcriptional regulator; Regulates transcription of the cecR-ybhGFSR operon and the rhlE gene, which altogether are involved in the control of sensitivity to cefoperazone and chloramphenicol. Represses the cecR-ybhGFSR operon and activates the rhlE operon. Acts by binding to a palindromic sequence within the intergenic spacer located between these two divergently transcribed operons.
511145.b0797	rhlE	454	ATP-dependent RNA helicase; DEAD-box RNA helicase involved in ribosome assembly. Has RNA- dependent ATPase activity and unwinds double-stranded RNA. May play a role in the interconversion of ribosomal RNA-folding intermediates that are further processed by DeaD or SrmB during ribosome maturation.
511145.b0798	ybiA	160	DUF1768 family protein; Catalyzes the hydrolysis of the N-glycosidic bond in the first two intermediates of riboflavin biosynthesis, which are highly reactive metabolites, yielding relatively innocuous products. Thus, can divert a surplus of harmful intermediates into relatively harmless products and pre-empt the damage these intermediates would otherwise do. Helps maintain flavin levels. May act on other substrates in vivo. Has no activity against GTP, nucleoside monophosphates or ADP-ribose. Is Required for swarming motility.
511145.b0799	dinG	716	ATP-dependent DNA helicase; DNA-dependent ATPase and 5'-3' DNA helicase. Can also unwind DNA-RNA hybrid duplexes. Is active on D-loops and R-loops, and on forked structures. May be involved in recombinational DNA repair and the resumption of replication after DNA damage. The redox cluster is involved in DNA-mediated charge-transport signaling between DNA repair proteins from distinct pathways. DinG cooperates at long-range with endonuclease III, a base excision repair enzyme, using DNA charge transport to redistribute to regions of DNA damage. Belongs to the helicase family. DinG subfa [...] 
511145.b0800	ybiB	320	Putative family 3 glycosyltransferase; Putative enzyme; Belongs to the anthranilate phosphoribosyltransferase family.
511145.b0801	ybiC	361	Putative dehydrogenase; Catalyzes the NAD(P)H-dependent reduction of 2-oxoglutarate, phenylpyruvate and (4-hydroxyphenyl)pyruvate, leading to the respective 2-hydroxycarboxylate in vitro. Shows a preference for NADPH over NADH as a redox partner. Do not catalyze the reverse reactions.
511145.b0802	ybiJ	86	DUF1471 family putative periplasmic protein.
511145.b0803	ybiI	88	DksA-type zinc finger protein.
511145.b0804	ybiX	225	Fe(II)-dependent oxygenase superfamily protein; Putative enzyme.
511145.b0805	fiu	760	Catecholate siderophore receptor; Involved in the active transport across the outer membrane of iron complexed with catecholate siderophores such as dihydroxybenzoylserine and dihydroxybenzoate. It derives its energy for transport by interacting with the trans-periplasmic membrane protein TonB. Can also transport catechol-substituted cephalosporins. Receptor for microcins M, H47 and E492.
511145.b0806	mcbA	86	Colanic acid mucoidy stimulation protein; Affects biofilm formation and mucoidy.
511145.b0807	rlmF	308	23S rRNA m(6)A1618 methyltransferase, SAM-dependent; Specifically methylates the adenine in position 1618 of 23S rRNA; Belongs to the methyltransferase superfamily. METTL16/RlmF family.
511145.b0808	ybiO	741	Mechanosensitive channel protein, intermediate conductance; Mechanosensitive channel that protects cells against hypoosmotic stress when highly overexpressed. Belongs to the MscS (TC 1.A.23) family.
511145.b0809	glnQ	240	Glutamine transporter subunit; Part of the binding-protein-dependent transport system for glutamine. Probably responsible for energy coupling to the transport system; Belongs to the ABC transporter superfamily.
511145.b0810	glnP	219	Glutamine transporter subunit; Part of the binding-protein-dependent transport system for glutamine; probably responsible for the translocation of the substrate across the membrane.
511145.b0811	glnH	248	Glutamine transporter subunit; Involved in a glutamine-transport system GlnHPQ.
