"uniprot","qualifier","go_term","name","locus"
"P45946",NA,"GO:0015104","Arsenite resistance protein ArsB","BSU_25790"
"P45945",NA,"GO:0046686","Uncharacterized protein YqcK","BSU_25800"
"P45910",NA,"GO:0006260","Uncharacterized protein YqaM","BSU_26260"
"P45868",NA,"GO:0004470","Probable NAD-dependent malic enzyme 2","BSU_37050"
"P45868",NA,"GO:0006108","Probable NAD-dependent malic enzyme 2","BSU_37050"
"P45868",NA,"GO:0006090","Probable NAD-dependent malic enzyme 2","BSU_37050"
"P45867",NA,"GO:0003995","Acyl-CoA dehydrogenase","BSU_37170"
"P45861",NA,"GO:0055085","Uncharacterized ABC transporter ATP-binding protein YwjA","BSU_37230"
"P45861",NA,"GO:0034040","Uncharacterized ABC transporter ATP-binding protein YwjA","BSU_37230"
"P45858",NA,"GO:0005975","Citrate/2-methylcitrate synthase","BSU_24140"
"P45858",NA,"GO:0006099","Citrate/2-methylcitrate synthase","BSU_24140"
"P45858",NA,"GO:0004108","Citrate/2-methylcitrate synthase","BSU_24140"
"P45857",NA,"GO:0005737","Acyl-CoA dehydrogenase","BSU_24150"
"P45857",NA,"GO:0003995","Acyl-CoA dehydrogenase","BSU_24150"
"P45857",NA,"GO:0033539","Acyl-CoA dehydrogenase","BSU_24150"
"P45856",NA,"GO:0016491","Probable 3-hydroxybutyryl-CoA dehydrogenase","BSU_24160"
"P45744",NA,"GO:0008909","Isochorismate synthase DhbC","BSU_31990"
"P45744",NA,"GO:0009697","Isochorismate synthase DhbC","BSU_31990"
"P45740",NA,"GO:0009228","Phosphomethylpyrimidine synthase","BSU_08790"
"P45740",NA,"GO:0005829","Phosphomethylpyrimidine synthase","BSU_08790"
"P45694",NA,"GO:0005829","Transketolase","BSU_17890"
"P45694",NA,"GO:0004802","Transketolase","BSU_17890"
"P45694",NA,"GO:0006098","Transketolase","BSU_17890"
"O34899",NA,"GO:0008817","Corrinoid adenosyltransferase","BSU_33150"
"O34896",NA,"GO:0016616","Uncharacterized oxidoreductase UxuB","BSU_12350"
"O34878",NA,"GO:0031460","Glycine betaine/carnitine/choline transport system permease protein OpuCB","BSU_33820"
"O34873",NA,"GO:0046951","Hydroxymethylglutaryl-CoA lyase YngG","BSU_18230"
"O34873",NA,"GO:0006552","Hydroxymethylglutaryl-CoA lyase YngG","BSU_18230"
"O34873",NA,"GO:0004419","Hydroxymethylglutaryl-CoA lyase YngG","BSU_18230"
"O34870",NA,"GO:0009245","Uncharacterized metallophosphoesterase YkuE","BSU_14050"
"O34870",NA,"GO:0008758","Uncharacterized metallophosphoesterase YkuE","BSU_14050"
"O34859",NA,"GO:0003690","Non-homologous end joining protein Ku","BSU_13410"
"O34858",NA,"GO:0005829","Argininosuccinate lyase","BSU_29440"
"O34858",NA,"GO:0004056","Argininosuccinate lyase","BSU_29440"
"O34858",NA,"GO:0042450","Argininosuccinate lyase","BSU_29440"
"O34846",NA,"GO:0005829","Uncharacterized protein YtmO","BSU_29330"
"O34832",NA,"GO:0033214","Fe(3+)-citrate import system permease protein YfmE","BSU_07500"
"O34832",NA,"GO:0022857","Fe(3+)-citrate import system permease protein YfmE","BSU_07500"
"O34829",NA,"GO:0003700","HTH-type transcriptional repressor MelR","BSU_30260"
"O34829",NA,"GO:0000976","HTH-type transcriptional repressor MelR","BSU_30260"
"O34829",NA,"GO:0006355","HTH-type transcriptional repressor MelR","BSU_30260"
"O34827",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YkuM","BSU_14140"
"O34827",NA,"GO:0000976","Uncharacterized HTH-type transcriptional regulator YkuM","BSU_14140"
"O34825",NA,"GO:0006633","Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC","BSU_17100"
"O34825",NA,"GO:0004314","Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC","BSU_17100"
"O34825",NA,"GO:0005829","Polyketide biosynthesis malonyl CoA-acyl carrier protein transacylase PksC","BSU_17100"
"O34824",NA,"GO:0004615","Phosphoglucosamine mutase","BSU_01770"
"O34824",NA,"GO:0009252","Phosphoglucosamine mutase","BSU_01770"
"O34824",NA,"GO:0008966","Phosphoglucosamine mutase","BSU_01770"
"O34824",NA,"GO:0006048","Phosphoglucosamine mutase","BSU_01770"
"O34824",NA,"GO:0005829","Phosphoglucosamine mutase","BSU_01770"
"O34817",NA,"GO:0045892","HTH-type transcriptional repressor NagR","BSU_35030"
"O34816",NA,"GO:0071972","Putative L,D-transpeptidase YkuD","BSU_14040"
"O34816",NA,"GO:0018104","Putative L,D-transpeptidase YkuD","BSU_14040"
"O34814",NA,"GO:0005886","Cell division ATP-binding protein FtsE","BSU_35260"
"O34814",NA,"GO:0055085","Cell division ATP-binding protein FtsE","BSU_35260"
"O34814",NA,"GO:0022857","Cell division ATP-binding protein FtsE","BSU_35260"
"O34813",NA,"GO:0019354","Precorrin-2 dehydrogenase","BSU_15630"
"O34813",NA,"GO:0043115","Precorrin-2 dehydrogenase","BSU_15630"
"O34808",NA,"GO:0042840","Uronate isomerase","BSU_12300"
"O34808",NA,"GO:0019698","Uronate isomerase","BSU_12300"
"O34805",NA,"GO:0071281","Uncharacterized ABC transporter substrate-binding lipoprotein YvrC","BSU_33180"
"O34799",NA,"GO:0004143","Putative lipid kinase YtlR","BSU_29940"
"O34790",NA,"GO:0046474","Heptaprenylglyceryl phosphate synthase","BSU_06600"
"O34790",NA,"GO:0002094","Heptaprenylglyceryl phosphate synthase","BSU_06600"
"O34788",NA,"GO:0000721","(R,R)-butanediol dehydrogenase","BSU_06240"
"O34787",NA,"GO:0006633","Polyketide biosynthesis protein PksE","BSU_17120"
"O34787",NA,"GO:0004314","Polyketide biosynthesis protein PksE","BSU_17120"
"O34787",NA,"GO:0005829","Polyketide biosynthesis protein PksE","BSU_17120"
"O34779",NA,"GO:0006470","Protein phosphatase PrpC","BSU_15760"
"O34777",NA,"GO:0006355","Organic hydroperoxide resistance transcriptional regulator","BSU_13150"
"O34777",NA,"GO:0006950","Organic hydroperoxide resistance transcriptional regulator","BSU_13150"
"O34755",NA,"GO:0005886","Uncharacterized glycosyltransferase YkoT","BSU_13390"
"O34750","colocalizes_with","GO:0005840","Probable ATP-dependent RNA helicase YfmL","BSU_07430"
"O34750",NA,"GO:0009409","Probable ATP-dependent RNA helicase YfmL","BSU_07430"
"O34750",NA,"GO:0033592","Probable ATP-dependent RNA helicase YfmL","BSU_07430"
"O34750",NA,"GO:0005829","Probable ATP-dependent RNA helicase YfmL","BSU_07430"
"O34750",NA,"GO:0003724","Probable ATP-dependent RNA helicase YfmL","BSU_07430"
"O34748",NA,"GO:0006310","Probable ATP-dependent DNA helicase RecQ","BSU_19220"
"O34748",NA,"GO:0043138","Probable ATP-dependent DNA helicase RecQ","BSU_19220"
"O34748",NA,"GO:0032508","Probable ATP-dependent DNA helicase RecQ","BSU_19220"
"O34748",NA,"GO:0005737","Probable ATP-dependent DNA helicase RecQ","BSU_19220"
"O34748",NA,"GO:0005694","Probable ATP-dependent DNA helicase RecQ","BSU_19220"
"O34748",NA,"GO:0043590","Probable ATP-dependent DNA helicase RecQ","BSU_19220"
"O34748",NA,"GO:0030894","Probable ATP-dependent DNA helicase RecQ","BSU_19220"
"O34748",NA,"GO:0006281","Probable ATP-dependent DNA helicase RecQ","BSU_19220"
"O34748",NA,"GO:0009378","Probable ATP-dependent DNA helicase RecQ","BSU_19220"
"O34745",NA,"GO:0022857","Uncharacterized symporter YodF","BSU_19580"
"O34745",NA,"GO:0055085","Uncharacterized symporter YodF","BSU_19580"
"O34727",NA,"GO:0000107","Imidazole glycerol phosphate synthase subunit HisF","BSU_34870"
"O34726",NA,"GO:0005886","Putative malate transporter YflS","BSU_07570"
"O34726",NA,"GO:0005215","Putative malate transporter YflS","BSU_07570"
"O34724",NA,"GO:0016020","Uncharacterized MFS-type transporter YceJ","BSU_02960"
"O34720",NA,"GO:0045272","Probable oxidoreductase YjgC","BSU_12160"
"O34720",NA,"GO:0045333","Probable oxidoreductase YjgC","BSU_12160"
"O34720","contributes_to","GO:0003954","Probable oxidoreductase YjgC","BSU_12160"
"O34719",NA,"GO:0005886","Uncharacterized membrane protein YvlC","BSU_35110"
"O34718",NA,"GO:0015293","Major myo-inositol transporter IolT","BSU_06230"
"O34718",NA,"GO:0016020","Major myo-inositol transporter IolT","BSU_06230"
"O34718",NA,"GO:0055085","Major myo-inositol transporter IolT","BSU_06230"
"O34717",NA,"GO:0005777","Probable 2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]","BSU_14060"
"O34717",NA,"GO:0006631","Probable 2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]","BSU_14060"
"O34717",NA,"GO:0016628","Probable 2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]","BSU_14060"
"O34708",NA,"GO:0005886","Uncharacterized transporter YflA","BSU_07750"
"O34705",NA,"GO:0016020","Phospholipase YtpA","BSU_30510"
"O34705",NA,"GO:0016298","Phospholipase YtpA","BSU_30510"
"O34703",NA,"GO:0005829","Uncharacterized ATPase YjoB","BSU_12420"
"O34703",NA,"GO:0016887","Uncharacterized ATPase YjoB","BSU_12420"
"O34703",NA,"GO:0016558","Uncharacterized ATPase YjoB","BSU_12420"
"O34703",NA,"GO:0005778","Uncharacterized ATPase YjoB","BSU_12420"
"O34701",NA,"GO:0043565","Uncharacterized HTH-type transcriptional regulator YoaU","BSU_18760"
"O34701",NA,"GO:0010628","Uncharacterized HTH-type transcriptional regulator YoaU","BSU_18760"
"O34697",NA,"GO:0022857","Bacitracin export ATP-binding protein BceA","BSU_30380"
"O34697",NA,"GO:0055085","Bacitracin export ATP-binding protein BceA","BSU_30380"
"O34697",NA,"GO:0005886","Bacitracin export ATP-binding protein BceA","BSU_30380"
"O34687",NA,"GO:0003735","50S ribosomal protein L32","BSU_15080"
"O34685",NA,"GO:0000976","HTH-type transcriptional regulator YofA","BSU_18420"
"O34685",NA,"GO:0006355","HTH-type transcriptional regulator YofA","BSU_18420"
"O34674",NA,"GO:0005886","Lipid II flippase MurJ","BSU_30050"
"O34666",NA,"GO:0007165","Carboxy-terminal processing protease CtpA","BSU_19590"
"O34666",NA,"GO:0030288","Carboxy-terminal processing protease CtpA","BSU_19590"
"O34666",NA,"GO:0004175","Carboxy-terminal processing protease CtpA","BSU_19590"
"O34663",NA,"GO:0005886","Uncharacterized MFS-type transporter YbcL","BSU_01890"
"O34663",NA,"GO:0055085","Uncharacterized MFS-type transporter YbcL","BSU_01890"
"O34663",NA,"GO:0022857","Uncharacterized MFS-type transporter YbcL","BSU_01890"
"O34661",NA,"GO:0008677","2-dehydropantoate 2-reductase","BSU_15110"
"O34661",NA,"GO:0050661","2-dehydropantoate 2-reductase","BSU_15110"
"O34661",NA,"GO:0005737","2-dehydropantoate 2-reductase","BSU_15110"
"O34659",NA,"GO:0045762","CdaA regulatory protein CdaR","BSU_01760"
"O34656",NA,"GO:0042601","Spore coat protein I","BSU_30920"
"O34651",NA,"GO:0005737","Histidinol dehydrogenase","BSU_34910"
"O34651",NA,"GO:0000105","Histidinol dehydrogenase","BSU_34910"
"O34651",NA,"GO:0005829","Histidinol dehydrogenase","BSU_34910"
"O34651",NA,"GO:0004399","Histidinol dehydrogenase","BSU_34910"
"O34649",NA,"GO:0005886","Uncharacterized ABC transporter permease protein YtlD","BSU_30620"
"O34647",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YobD","BSU_18850"
"O34647",NA,"GO:0003700","Uncharacterized HTH-type transcriptional regulator YobD","BSU_18850"
"O34639",NA,"GO:0045454","Putative glutaredoxin YtnI","BSU_29320"
"O34639",NA,"GO:0009055","Putative glutaredoxin YtnI","BSU_29320"
"O34638",NA,"GO:0000160","Sensor histidine kinase YkoH","BSU_13260"
"O34638",NA,"GO:0005886","Sensor histidine kinase YkoH","BSU_13260"
"O34635",NA,"GO:0003941","Probable L-serine dehydratase, beta chain","BSU_15850"
"O34628",NA,"GO:0005886","Uncharacterized protein YvlB","BSU_35120"
"O34618",NA,"GO:0003333","Uncharacterized amino acid permease YtnA","BSU_30530"
"O34618",NA,"GO:0015171","Uncharacterized amino acid permease YtnA","BSU_30530"
"O34617",NA,"GO:0030488","Probable dual-specificity RNA methyltransferase RlmN","BSU_15750"
"O34617",NA,"GO:0070475","Probable dual-specificity RNA methyltransferase RlmN","BSU_15750"
"O34607",NA,"GO:0003941","Probable L-serine dehydratase, alpha chain","BSU_15860"
"O34606",NA,"GO:0006865","Probable glutamine ABC transporter permease protein GlnP","BSU_27460"
"O34606",NA,"GO:0005886","Probable glutamine ABC transporter permease protein GlnP","BSU_27460"
"O34598",NA,"GO:0006152","Guanine deaminase","BSU_13170"
"O34598",NA,"GO:0047974","Guanine deaminase","BSU_13170"
"O34597",NA,"GO:0016020","Uncharacterized MFS-type transporter YfkL","BSU_07860"
"O34595",NA,"GO:0052837","Probable tRNA sulfurtransferase","BSU_29580"
"O34595",NA,"GO:0002937","Probable tRNA sulfurtransferase","BSU_29580"
"O34595",NA,"GO:0005829","Probable tRNA sulfurtransferase","BSU_29580"
"O34577",NA,"GO:0004020","Probable adenylyl-sulfate kinase","BSU_15600"
"O34575",NA,"GO:0009103","Putative mannosyltransferase YkcB","BSU_12880"
"O34575",NA,"GO:0010041","Putative mannosyltransferase YkcB","BSU_12880"
"O34575",NA,"GO:0016763","Putative mannosyltransferase YkcB","BSU_12880"
"O34575",NA,"GO:0005886","Putative mannosyltransferase YkcB","BSU_12880"
"O34572",NA,"GO:0005886","Putative HMP/thiamine permease protein YkoC","BSU_13210"
"O34570",NA,"GO:0005829","RNA 2',3'-cyclic phosphodiesterase","BSU_29960"
"O34570",NA,"GO:0034237","RNA 2',3'-cyclic phosphodiesterase","BSU_29960"
"O34570",NA,"GO:0010738","RNA 2',3'-cyclic phosphodiesterase","BSU_29960"
"O34564",NA,"GO:0008379","Putative peroxiredoxin YkuU","BSU_14220"
"O34564",NA,"GO:0005829","Putative peroxiredoxin YkuU","BSU_14220"
"O34564",NA,"GO:0033554","Putative peroxiredoxin YkuU","BSU_14220"
"O34564",NA,"GO:0045454","Putative peroxiredoxin YkuU","BSU_14220"
"O34564",NA,"GO:0006979","Putative peroxiredoxin YkuU","BSU_14220"
"O34564",NA,"GO:0042744","Putative peroxiredoxin YkuU","BSU_14220"
"O34563",NA,"GO:0030288","ABC transporter glutamine-binding protein GlnH","BSU_27440"
"O34557",NA,"GO:0005829","Ribulose-phosphate 3-epimerase","BSU_15790"
"O34557",NA,"GO:0009052","Ribulose-phosphate 3-epimerase","BSU_15790"
"O34557",NA,"GO:0046872","Ribulose-phosphate 3-epimerase","BSU_15790"
"O34557",NA,"GO:0004750","Ribulose-phosphate 3-epimerase","BSU_15790"
"O34545",NA,"GO:0015818","Branched-chain amino acid transport system carrier protein BraB","BSU_29600"
"O34545",NA,"GO:0015829","Branched-chain amino acid transport system carrier protein BraB","BSU_29600"
"O34545",NA,"GO:0015820","Branched-chain amino acid transport system carrier protein BraB","BSU_29600"
"O34545",NA,"GO:0005304","Branched-chain amino acid transport system carrier protein BraB","BSU_29600"
"O34545",NA,"GO:0005886","Branched-chain amino acid transport system carrier protein BraB","BSU_29600"
"O34545",NA,"GO:0015190","Branched-chain amino acid transport system carrier protein BraB","BSU_29600"
"O34545",NA,"GO:0015188","Branched-chain amino acid transport system carrier protein BraB","BSU_29600"
"O34534",NA,"GO:0000156","Transcriptional regulatory protein CitT","BSU_07590"
"O34529",NA,"GO:0016208","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34529",NA,"GO:0048029","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34529",NA,"GO:0042802","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34529",NA,"GO:0006002","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34529",NA,"GO:0061621","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34529",NA,"GO:0030388","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34529",NA,"GO:0005945","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34529",NA,"GO:0005524","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34529",NA,"GO:0070095","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34529",NA,"GO:0003872","ATP-dependent 6-phosphofructokinase","BSU_29190"
"O34526",NA,"GO:0006419","Alanine--tRNA ligase","BSU_27410"
"O34526",NA,"GO:0002161","Alanine--tRNA ligase","BSU_27410"
"O34526",NA,"GO:0004813","Alanine--tRNA ligase","BSU_27410"
"O34526",NA,"GO:0005829","Alanine--tRNA ligase","BSU_27410"
"O34522",NA,"GO:0030488","tRNA (guanine-N(7)-)-methyltransferase","BSU_29900"
"O34522",NA,"GO:0043527","tRNA (guanine-N(7)-)-methyltransferase","BSU_29900"
"O34522",NA,"GO:0036265","tRNA (guanine-N(7)-)-methyltransferase","BSU_29900"
"O34522",NA,"GO:0008176","tRNA (guanine-N(7)-)-methyltransferase","BSU_29900"
"O35038",NA,"GO:0005829","HTH-type transcriptional regulator YtlI","BSU_29400"
"O35038",NA,"GO:0006355","HTH-type transcriptional regulator YtlI","BSU_29400"
"O35033",NA,"GO:0071513","Coenzyme A biosynthesis bifunctional protein CoaBC","BSU_15700"
"O35033",NA,"GO:0004633","Coenzyme A biosynthesis bifunctional protein CoaBC","BSU_15700"
"O35033",NA,"GO:0015937","Coenzyme A biosynthesis bifunctional protein CoaBC","BSU_15700"
"O35033",NA,"GO:0010181","Coenzyme A biosynthesis bifunctional protein CoaBC","BSU_15700"
"O35031",NA,"GO:0003998","Acylphosphatase","BSU_07640"
"O35024",NA,"GO:0010043","Manganese transport system membrane protein MntC","BSU_30750"
"O35024",NA,"GO:0005886","Manganese transport system membrane protein MntC","BSU_30750"
"O35020",NA,"GO:0002143","tRNA-specific 2-thiouridylase MnmA","BSU_27500"
"O35018",NA,"GO:0016020","Lincomycin resistance protein LmrB","BSU_02670"
"O35016",NA,"GO:0004725","Low molecular weight protein-tyrosine-phosphatase YfkJ","BSU_07880"
"O35013",NA,"GO:0016818","Putative 8-oxo-dGTP diphosphatase YtkD","BSU_30630"
"O35013",NA,"GO:0005737","Putative 8-oxo-dGTP diphosphatase YtkD","BSU_30630"
"O35006",NA,"GO:0005737","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","BSU_34880"
"O35006",NA,"GO:0000105","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","BSU_34880"
"O35006",NA,"GO:0003949","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","BSU_34880"
"O35006",NA,"GO:0000162","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","BSU_34880"
"O35005",NA,"GO:0022857","ABC transporter permease YtrF","BSU_30410"
"O35005",NA,"GO:0005886","ABC transporter permease YtrF","BSU_30410"
"O35002",NA,"GO:0007165","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0004175","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35002",NA,"GO:0030288","Carboxy-terminal processing protease CtpB","BSU_35240"
"O35000",NA,"GO:0019262","Glucosamine-6-phosphate deaminase 1","BSU_35020"
"O35000",NA,"GO:0006046","Glucosamine-6-phosphate deaminase 1","BSU_35020"
"O35000",NA,"GO:0042802","Glucosamine-6-phosphate deaminase 1","BSU_35020"
"O35000",NA,"GO:0004342","Glucosamine-6-phosphate deaminase 1","BSU_35020"
"O35000",NA,"GO:0006043","Glucosamine-6-phosphate deaminase 1","BSU_35020"
"O35000",NA,"GO:0005737","Glucosamine-6-phosphate deaminase 1","BSU_35020"
"O34996",NA,"GO:0006302","DNA polymerase I","BSU_29090"
"O34996",NA,"GO:0003887","DNA polymerase I","BSU_29090"
"O34991",NA,"GO:0055085","Putative transport protein YtvI","BSU_29160"
"O34989",NA,"GO:0046777","Sensor histidine kinase YvrG","BSU_33210"
"O34989",NA,"GO:0009927","Sensor histidine kinase YvrG","BSU_33210"
"O34989",NA,"GO:0000155","Sensor histidine kinase YvrG","BSU_33210"
"O34980",NA,"GO:0016787","Uncharacterized hydrolase YtnL","BSU_29290"
"O34979",NA,"GO:0005886","Uncharacterized ABC transporter ATP-binding protein YvrO","BSU_33270"
"O34979",NA,"GO:0022857","Uncharacterized ABC transporter ATP-binding protein YvrO","BSU_33270"
"O34979",NA,"GO:0055085","Uncharacterized ABC transporter ATP-binding protein YvrO","BSU_33270"
"O34970",NA,"GO:0000976","Probable HTH-type transcriptional regulator YttP","BSU_29630"
"O34970",NA,"GO:0006355","Probable HTH-type transcriptional regulator YttP","BSU_29630"
"O34970",NA,"GO:0003700","Probable HTH-type transcriptional regulator YttP","BSU_29630"
"O34969",NA,"GO:0016616","Uncharacterized oxidoreductase YfjR","BSU_07990"
"O34954",NA,"GO:0008168","Uncharacterized methyltransferase YodH","BSU_19600"
"O34951",NA,"GO:0005829","Sensory transduction protein BceR","BSU_30400"
"O34951",NA,"GO:0032993","Sensory transduction protein BceR","BSU_30400"
"O34951",NA,"GO:0006355","Sensory transduction protein BceR","BSU_30400"
"O34951",NA,"GO:0000156","Sensory transduction protein BceR","BSU_30400"
"O34951",NA,"GO:0000976","Sensory transduction protein BceR","BSU_30400"
"O34949",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YkoM","BSU_13340"
"O34949",NA,"GO:0006950","Uncharacterized HTH-type transcriptional regulator YkoM","BSU_13340"
"O34947",NA,"GO:0005737","Uncharacterized protease YoaZ","BSU_18790"
"O34946",NA,"GO:0042626","High-affinity zinc uptake system ATP-binding protein ZnuC","BSU_02860"
"O34946",NA,"GO:0043190","High-affinity zinc uptake system ATP-binding protein ZnuC","BSU_02860"
"O34934",NA,"GO:0003951","NAD kinase 2","BSU_29540"
"O34934",NA,"GO:0006741","NAD kinase 2","BSU_29540"
"O34933",NA,"GO:0033214","Fe(3+)-citrate import system permease protein YfmD","BSU_07510"
"O34933",NA,"GO:0022857","Fe(3+)-citrate import system permease protein YfmD","BSU_07510"
"O34925",NA,"GO:0005829","Purine nucleoside phosphorylase DeoD-type","BSU_19630"
"O34925",NA,"GO:0006152","Purine nucleoside phosphorylase DeoD-type","BSU_19630"
"O34925",NA,"GO:0004731","Purine nucleoside phosphorylase DeoD-type","BSU_19630"
"O34919",NA,"GO:0004170","SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS","BSU_20020"
"O34919",NA,"GO:0000287","SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS","BSU_20020"
"O34919",NA,"GO:0006226","SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS","BSU_20020"
"O34919",NA,"GO:0046081","SPbeta prophage-derived deoxyuridine 5'-triphosphate nucleotidohydrolase YosS","BSU_20020"
"O34916",NA,"GO:0050118","N-acetyldiaminopimelate deacetylase","BSU_14190"
"O34916",NA,"GO:0019877","N-acetyldiaminopimelate deacetylase","BSU_14190"
"O34908",NA,"GO:0005886","Uncharacterized membrane protein YkoX","BSU_13430"
"O30509",NA,"GO:0070681","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","BSU_06690"
"O30509",NA,"GO:0050567","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","BSU_06690"
"Q04789",NA,"GO:0009099","Acetolactate synthase","BSU_36010"
"Q04789",NA,"GO:0050660","Acetolactate synthase","BSU_36010"
"Q04789",NA,"GO:0005948","Acetolactate synthase","BSU_36010"
"Q04789",NA,"GO:0003984","Acetolactate synthase","BSU_36010"
"Q04789",NA,"GO:0009097","Acetolactate synthase","BSU_36010"
"Q04795",NA,"GO:0005829","Aspartokinase 1","BSU_16760"
"Q04795",NA,"GO:0009089","Aspartokinase 1","BSU_16760"
"Q04795",NA,"GO:0009090","Aspartokinase 1","BSU_16760"
"Q04795",NA,"GO:0004072","Aspartokinase 1","BSU_16760"
"Q796P5",NA,"GO:0016491","Uncharacterized FAD-linked oxidoreductase YitY","BSU_11170"
"P42982",NA,"GO:0016757","N-acetyl-alpha-D-glucosaminyl L-malate synthase","BSU_22460"
"P42981",NA,"GO:0016811","N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1","BSU_22470"
"P42980",NA,"GO:0005829","Methylglyoxal synthase","BSU_22480"
"P42980",NA,"GO:0019242","Methylglyoxal synthase","BSU_22480"
"P42980",NA,"GO:0008929","Methylglyoxal synthase","BSU_22480"
"P42977",NA,"GO:0008033","CCA-adding enzyme","BSU_22450"
"P42977",NA,"GO:0000049","CCA-adding enzyme","BSU_22450"
"P42976",NA,"GO:0019877","4-hydroxy-tetrahydrodipicolinate reductase","BSU_22490"
"P42976",NA,"GO:0008839","4-hydroxy-tetrahydrodipicolinate reductase","BSU_22490"
"P42976",NA,"GO:0005829","4-hydroxy-tetrahydrodipicolinate reductase","BSU_22490"
"P42974",NA,"GO:0005829","NADH dehydrogenase","BSU_40100"
"P42974",NA,"GO:0045454","NADH dehydrogenase","BSU_40100"
"P42974",NA,"GO:0004791","NADH dehydrogenase","BSU_40100"
"P42973",NA,"GO:0016052","Aryl-phospho-beta-D-glucosidase BglA","BSU_40110"
"P42973",NA,"GO:0008422","Aryl-phospho-beta-D-glucosidase BglA","BSU_40110"
"P42973",NA,"GO:0005829","Aryl-phospho-beta-D-glucosidase BglA","BSU_40110"
"P42972",NA,"GO:0005829","Uncharacterized oxidoreductase YcsN","BSU_04150"
"P42971",NA,"GO:0071555","Penicillin-binding protein 3","BSU_04140"
"P42971",NA,"GO:0008658","Penicillin-binding protein 3","BSU_04140"
"P42971",NA,"GO:0071972","Penicillin-binding protein 3","BSU_04140"
"P42969",NA,"GO:0004622","Spore germination lipase LipC","BSU_04110"
"P42968",NA,"GO:0003677","HTH-type transcriptional regulator KipR","BSU_04100"
"P42968",NA,"GO:0045892","HTH-type transcriptional regulator KipR","BSU_04100"
"P42968",NA,"GO:0003700","HTH-type transcriptional regulator KipR","BSU_04100"
"P42964",NA,"GO:0015086","Uncharacterized membrane protein YcsG","BSU_04060"
"P42964",NA,"GO:0005384","Uncharacterized membrane protein YcsG","BSU_04060"
"P42963",NA,"GO:0006807","5-oxoprolinase subunit A","BSU_04050"
"P42962",NA,"GO:0005829","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE","BSU_04040"
"P42962",NA,"GO:0000287","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE","BSU_04040"
"P42962",NA,"GO:0016791","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE","BSU_04040"
"P42959",NA,"GO:0004252","Signal peptidase I U","BSU_04010"
"P42959",NA,"GO:0006465","Signal peptidase I U","BSU_04010"
"P42957",NA,"GO:0019592","Mannitol-1-phosphate 5-dehydrogenase","BSU_03990"
"P42957",NA,"GO:0008926","Mannitol-1-phosphate 5-dehydrogenase","BSU_03990"
"P42957",NA,"GO:0005829","Mannitol-1-phosphate 5-dehydrogenase","BSU_03990"
"P42953",NA,"GO:0015920","Teichoic acid translocation permease protein TagG","BSU_35710"
"P42924",NA,"GO:0000027","50S ribosomal protein L23","BSU_01180"
"P42924",NA,"GO:0022625","50S ribosomal protein L23","BSU_01180"
"P42924",NA,"GO:0003735","50S ribosomal protein L23","BSU_01180"
"P42923",NA,"GO:0022625","50S ribosomal protein L10","BSU_01040"
"P42923",NA,"GO:0003735","50S ribosomal protein L10","BSU_01040"
"P42923",NA,"GO:0006412","50S ribosomal protein L10","BSU_01040"
"P42920",NA,"GO:0003735","50S ribosomal protein L3","BSU_01160"
