InteractionId	Interaction_type	Interaction_subtype	Citation	Interactor1	commonName1	Role1	Interactor2	commonName2	Role2	interactor1_uniprot_id	interactor1_name	interactor2_uniprot_id	interactor2_name	source
WBInteraction000527451	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00015497	nhr-76	Bait	WBGene00006546	tbx-9	Target	Q65CM0	nhr-76	Q22289	tbx-9	wormbase
WBInteraction000527453	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003846	odd-2	Bait	WBGene00006546	tbx-9	Target	Q9N5X6	odd-2	Q22289	tbx-9	wormbase
WBInteraction000527454	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003854	odr-7	Bait	WBGene00006546	tbx-9	Target	P41933	odr-7	Q22289	tbx-9	wormbase
WBInteraction000527455	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003938	pax-2	Bait	WBGene00006546	tbx-9	Target	Q21263	pax-2	Q22289	tbx-9	wormbase
WBInteraction000527456	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003939	pax-3	Bait	WBGene00006546	tbx-9	Target	G5ED66	pax-3	Q22289	tbx-9	wormbase
WBInteraction000527457	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003968	peb-1	Bait	WBGene00006546	tbx-9	Target	A0A5S9MMK5	peb-1	Q22289	tbx-9	wormbase
WBInteraction000527458	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003976	pes-1	Bait	WBGene00006546	tbx-9	Target	G5EGC9	pes-1	Q22289	tbx-9	wormbase
WBInteraction000527459	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004013	pha-4	Bait	WBGene00006546	tbx-9	Target	Q17381	pha-4	Q22289	tbx-9	wormbase
WBInteraction000527461	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00011505	pzf-1	Bait	WBGene00006546	tbx-9	Target	G5EGQ2	pzf-1	Q22289	tbx-9	wormbase
WBInteraction000527463	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004319	rbr-2	Bait	WBGene00006546	tbx-9	Target	Q23541	rbr-2	Q22289	tbx-9	wormbase
WBInteraction000527464	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004781	set-1	Bait	WBGene00006546	tbx-9	Target	Q22795	set-1	Q22289	tbx-9	wormbase
WBInteraction000527468	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004857	sma-3	Bait	WBGene00006546	tbx-9	Target	P45896	sma-3	Q22289	tbx-9	wormbase
WBInteraction000527469	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00044072	ham-3	Bait	WBGene00006546	tbx-9	Target	Q09646	ham-3	Q22289	tbx-9	wormbase
WBInteraction000527475	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00012101	zip-10	Bait	WBGene00006546	tbx-9	Target	Q22835	zip-10	Q22289	tbx-9	wormbase
WBInteraction000527477	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006396	taf-12	Bait	WBGene00006546	tbx-9	Target	Q9U226	taf-12	Q22289	tbx-9	wormbase
WBInteraction000527479	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006546	tbx-9	Bait	WBGene00006546	tbx-9	Target	Q22289	tbx-9	Q22289	tbx-9	wormbase
WBInteraction000527480	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006604	tra-1	Bait	WBGene00006546	tbx-9	Target	P34708	tra-1	Q22289	tbx-9	wormbase
WBInteraction000527481	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006853	unc-130	Bait	WBGene00006546	tbx-9	Target	Q18694	unc-130	Q22289	tbx-9	wormbase
WBInteraction000527482	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006773	unc-37	Bait	WBGene00006546	tbx-9	Target	O02482	unc-37	Q22289	tbx-9	wormbase
WBInteraction000527483	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006881	vab-15	Bait	WBGene00006546	tbx-9	Target	Q09604	vab-15	Q22289	tbx-9	wormbase
WBInteraction000527484	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006870	vab-3	Bait	WBGene00006546	tbx-9	Target	G5EDS1	vab-3	Q22289	tbx-9	wormbase
WBInteraction000527485	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006873	vab-7	Bait	WBGene00006546	tbx-9	Target	Q93899	vab-7	Q22289	tbx-9	wormbase
WBInteraction000527492	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00008762	ztf-2	Bait	WBGene00006546	tbx-9	Target	Q19418	ztf-2	Q22289	tbx-9	wormbase
WBInteraction000527493	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00008762	ztf-2	Bait	WBGene00006580	tlp-1	Target	Q19418	ztf-2	G5EGF8	tlp-1	wormbase
WBInteraction000527494	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00000438	ceh-14	Bait	WBGene00006604	tra-1	Target	P20271	ceh-14	P34708	tra-1	wormbase
WBInteraction000527496	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00013583	ceh-51	Bait	WBGene00006604	tra-1	Target	Q9U1R1	ceh-51	P34708	tra-1	wormbase
WBInteraction000527497	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001182	egl-13	Bait	WBGene00006604	tra-1	Target	Q23045	egl-13	P34708	tra-1	wormbase
WBInteraction000527498	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00015981	elt-7	Bait	WBGene00006604	tra-1	Target	O61924	elt-7	P34708	tra-1	wormbase
WBInteraction000527499	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001438	fkh-6	Bait	WBGene00006604	tra-1	Target	Q10924	fkh-6	P34708	tra-1	wormbase
WBInteraction000527502	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004013	pha-4	Bait	WBGene00006604	tra-1	Target	Q17381	pha-4	P34708	tra-1	wormbase
WBInteraction000527503	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004077	pop-1	Bait	WBGene00006604	tra-1	Target	Q10666	pop-1	P34708	tra-1	wormbase
WBInteraction000527504	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004950	sox-3	Bait	WBGene00006604	tra-1	Target	Q20201	sox-3	P34708	tra-1	wormbase
WBInteraction000527505	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006558	tbx-39	Bait	WBGene00006604	tra-1	Target	Q9NA56	tbx-39	P34708	tra-1	wormbase
WBInteraction000527506	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006604	tra-1	Bait	WBGene00006604	tra-1	Target	P34708	tra-1	P34708	tra-1	wormbase
WBInteraction000527507	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006773	unc-37	Bait	WBGene00006604	tra-1	Target	O02482	unc-37	P34708	tra-1	wormbase
WBInteraction000527508	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006778	unc-42	Bait	WBGene00006604	tra-1	Target	L8E946	unc-42	P34708	tra-1	wormbase
WBInteraction000527509	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006870	vab-3	Bait	WBGene00006604	tra-1	Target	G5EDS1	vab-3	P34708	tra-1	wormbase
WBInteraction000527512	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00008762	ztf-2	Bait	WBGene00006604	tra-1	Target	Q19418	ztf-2	P34708	tra-1	wormbase
WBInteraction000527514	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004319	rbr-2	Bait	WBGene00018740	tra-4	Target	Q23541	rbr-2	Q20709	tra-4	wormbase
WBInteraction000527515	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006773	unc-37	Bait	WBGene00006853	unc-130	Target	O02482	unc-37	Q18694	unc-130	wormbase
WBInteraction000527516	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001438	fkh-6	Bait	WBGene00006766	unc-30	Target	Q10924	fkh-6	P52906	unc-30	wormbase
WBInteraction000527517	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003378	mml-1	Bait	WBGene00006766	unc-30	Target	P41846	mml-1	P52906	unc-30	wormbase
WBInteraction000527518	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006870	vab-3	Bait	WBGene00006766	unc-30	Target	G5EDS1	vab-3	P52906	unc-30	wormbase
WBInteraction000527519	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001182	egl-13	Bait	WBGene00006775	unc-39	Target	Q23045	egl-13	O17894	unc-39	wormbase
WBInteraction000527521	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00009998	klf-2	Bait	WBGene00006775	unc-39	Target	O62259	klf-2	O17894	unc-39	wormbase
WBInteraction000527522	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006396	taf-12	Bait	WBGene00006775	unc-39	Target	Q9U226	taf-12	O17894	unc-39	wormbase
WBInteraction000527524	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00008762	ztf-2	Bait	WBGene00006775	unc-39	Target	Q19418	ztf-2	O17894	unc-39	wormbase
WBInteraction000527526	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003847	blmp-1	Bait	WBGene00006796	unc-62	Target	Q93560	blmp-1	Q9N5D6	unc-62	wormbase
WBInteraction000527530	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00017690	ceh-60	Bait	WBGene00006796	unc-62	Target	Q45EK2	ceh-60	Q9N5D6	unc-62	wormbase
WBInteraction000527532	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00000561	cnd-1	Bait	WBGene00006796	unc-62	Target	P46581	cnd-1	Q9N5D6	unc-62	wormbase
WBInteraction000527533	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00000938	dcp-66	Bait	WBGene00006796	unc-62	Target	G5ED89	dcp-66	Q9N5D6	unc-62	wormbase
WBInteraction000527535	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001182	egl-13	Bait	WBGene00006796	unc-62	Target	Q23045	egl-13	Q9N5D6	unc-62	wormbase
WBInteraction000527536	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001223	ehn-3	Bait	WBGene00006796	unc-62	Target	Q65XX7	ehn-3	Q9N5D6	unc-62	wormbase
WBInteraction000527542	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00010012	saeg-1	Bait	WBGene00006796	unc-62	Target	Q20733	saeg-1	Q9N5D6	unc-62	wormbase
WBInteraction000527543	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001438	fkh-6	Bait	WBGene00006796	unc-62	Target	Q10924	fkh-6	Q9N5D6	unc-62	wormbase
WBInteraction000527544	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00010453	fozi-1	Bait	WBGene00006796	unc-62	Target	P34489	fozi-1	Q9N5D6	unc-62	wormbase
WBInteraction000527545	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001574	gei-17	Bait	WBGene00006796	unc-62	Target	Q94361	gei-17	Q9N5D6	unc-62	wormbase
WBInteraction000527546	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001964	hlh-25	Bait	WBGene00006796	unc-62	Target	Q18054	hlh-25	Q9N5D6	unc-62	wormbase
WBInteraction000527547	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001950	hlh-3	Bait	WBGene00006796	unc-62	Target	Q22717	hlh-3	Q9N5D6	unc-62	wormbase
WBInteraction000527552	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00018990	klf-1	Bait	WBGene00006796	unc-62	Target	Q9TZ64	klf-1	Q9N5D6	unc-62	wormbase
WBInteraction000527553	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00009998	klf-2	Bait	WBGene00006796	unc-62	Target	O62259	klf-2	Q9N5D6	unc-62	wormbase
WBInteraction000527554	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00023498	lin-15A	Bait	WBGene00006796	unc-62	Target	Q27365	lin-15A	Q9N5D6	unc-62	wormbase
WBInteraction000527555	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003033	lin-48	Bait	WBGene00006796	unc-62	Target	G5EDU6	lin-48	Q9N5D6	unc-62	wormbase
WBInteraction000527557	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003087	lsy-2	Bait	WBGene00006796	unc-62	Target	Q9N5S3	lsy-2	Q9N5D6	unc-62	wormbase
WBInteraction000527558	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00007025	mdt-29	Bait	WBGene00006796	unc-62	Target	Q9XUS2	mdt-29	Q9N5D6	unc-62	wormbase
WBInteraction000527559	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00007013	mdt-8	Bait	WBGene00006796	unc-62	Target	Q9U1W2	mdt-8	Q9N5D6	unc-62	wormbase
WBInteraction000527561	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003388	moe-3	Bait	WBGene00006796	unc-62	Target	Q9XV46	moe-3	Q9N5D6	unc-62	wormbase
WBInteraction000527562	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00007029	mys-1	Bait	WBGene00006796	unc-62	Target	Q9TYU5	mys-1	Q9N5D6	unc-62	wormbase
WBInteraction000527563	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003701	nhr-111	Bait	WBGene00006796	unc-62	Target	O45521	nhr-111	Q9N5D6	unc-62	wormbase
WBInteraction000527564	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003704	nhr-114	Bait	WBGene00006796	unc-62	Target	G5EEM0	nhr-114	Q9N5D6	unc-62	wormbase
WBInteraction000527568	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003637	nhr-47	Bait	WBGene00006796	unc-62	Target	Q17370	nhr-47	Q9N5D6	unc-62	wormbase
WBInteraction000527569	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003657	nhr-67	Bait	WBGene00006796	unc-62	Target	Q9XVV3	nhr-67	Q9N5D6	unc-62	wormbase
WBInteraction000527570	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003846	odd-2	Bait	WBGene00006796	unc-62	Target	Q9N5X6	odd-2	Q9N5D6	unc-62	wormbase
WBInteraction000527571	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003865	oma-2	Bait	WBGene00006796	unc-62	Target	Q23359	oma-2	Q9N5D6	unc-62	wormbase
WBInteraction000527572	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003939	pax-3	Bait	WBGene00006796	unc-62	Target	G5ED66	pax-3	Q9N5D6	unc-62	wormbase
WBInteraction000527573	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004013	pha-4	Bait	WBGene00006796	unc-62	Target	Q17381	pha-4	Q9N5D6	unc-62	wormbase
WBInteraction000527574	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004077	pop-1	Bait	WBGene00006796	unc-62	Target	Q10666	pop-1	Q9N5D6	unc-62	wormbase
WBInteraction000527576	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004781	set-1	Bait	WBGene00006796	unc-62	Target	Q22795	set-1	Q9N5D6	unc-62	wormbase
WBInteraction000527578	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00004862	sma-9	Bait	WBGene00006796	unc-62	Target	Q7JM44	sma-9	Q9N5D6	unc-62	wormbase
WBInteraction000527580	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00012101	zip-10	Bait	WBGene00006796	unc-62	Target	Q22835	zip-10	Q9N5D6	unc-62	wormbase
WBInteraction000527581	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006396	taf-12	Bait	WBGene00006796	unc-62	Target	Q9U226	taf-12	Q9N5D6	unc-62	wormbase
WBInteraction000527582	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006604	tra-1	Bait	WBGene00006796	unc-62	Target	P34708	tra-1	Q9N5D6	unc-62	wormbase
WBInteraction000527583	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006853	unc-130	Bait	WBGene00006796	unc-62	Target	Q18694	unc-130	Q9N5D6	unc-62	wormbase
WBInteraction000527584	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006778	unc-42	Bait	WBGene00006796	unc-62	Target	L8E946	unc-42	Q9N5D6	unc-62	wormbase
WBInteraction000527585	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006796	unc-62	Bait	WBGene00006796	unc-62	Target	Q9N5D6	unc-62	Q9N5D6	unc-62	wormbase
WBInteraction000527586	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006870	vab-3	Bait	WBGene00006796	unc-62	Target	G5EDS1	vab-3	Q9N5D6	unc-62	wormbase
WBInteraction000527587	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006873	vab-7	Bait	WBGene00006796	unc-62	Target	Q93899	vab-7	Q9N5D6	unc-62	wormbase
WBInteraction000527590	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00006975	zfp-1	Bait	WBGene00006796	unc-62	Target	P34447	zfp-1	Q9N5D6	unc-62	wormbase
WBInteraction000527592	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00008762	ztf-2	Bait	WBGene00006796	unc-62	Target	Q19418	ztf-2	Q9N5D6	unc-62	wormbase
WBInteraction000527595	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003847	blmp-1	Bait	WBGene00006827	unc-98	Target	Q93560	blmp-1	Q19203	unc-98	wormbase
WBInteraction000527596	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00000438	ceh-14	Bait	WBGene00006827	unc-98	Target	P20271	ceh-14	Q19203	unc-98	wormbase
WBInteraction000527597	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00000433	ceh-8	Bait	WBGene00006827	unc-98	Target	Q94398	ceh-8	Q19203	unc-98	wormbase
WBInteraction000527599	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001252	elt-4	Bait	WBGene00006827	unc-98	Target	Q8MQA7	elt-4	Q19203	unc-98	wormbase
WBInteraction000527601	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00010012	saeg-1	Bait	WBGene00006827	unc-98	Target	Q20733	saeg-1	Q19203	unc-98	wormbase
WBInteraction000527602	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001438	fkh-6	Bait	WBGene00006827	unc-98	Target	Q10924	fkh-6	Q19203	unc-98	wormbase
WBInteraction000527604	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001955	hlh-11	Bait	WBGene00006827	unc-98	Target	P34474	hlh-11	Q19203	unc-98	wormbase
WBInteraction000527605	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001964	hlh-25	Bait	WBGene00006827	unc-98	Target	Q18054	hlh-25	Q19203	unc-98	wormbase
WBInteraction000527607	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00001981	hnd-1	Bait	WBGene00006827	unc-98	Target	Q18612	hnd-1	Q19203	unc-98	wormbase
WBInteraction000527609	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00009998	klf-2	Bait	WBGene00006827	unc-98	Target	O62259	klf-2	Q19203	unc-98	wormbase
WBInteraction000527610	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003480	klf-3	Bait	WBGene00006827	unc-98	Target	Q65ZG6	klf-3	Q19203	unc-98	wormbase
WBInteraction000527611	Physical	ProteinProtein	Reece-Hoyes JS et al. (2013) Mol Cell Extensive rewiring and complex evolutionary dynamics in a C. elegans ....	WBGene00003000	lin-11	Bait	WBGene00006827	unc-98	Target	P20154	lin-11	Q19203	unc-98	wormbase
