From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WBGene00006863	H2KYQ5	reviewed	GYG1_CAEEL	Glycogenin-1 (GN) (EC 2.4.1.186)	gyg-1 F56B6.4	Caenorhabditis elegans	429
WBGene00001251	B7WN96	reviewed	ELT3_CAEEL	Transcription factor elt-3	elt-3 K02B9.4	Caenorhabditis elegans	317
WBGene00020770	S6F527	reviewed	EAT17_CAEEL	Rab GTPase-activating protein eat-17 (RabGAP eat-17) (Abnormal pharyngeal pumping eat-17)	eat-17 tbc-4 T24D11.1	Caenorhabditis elegans	888
WBGene00010251	Q20977	reviewed	STATB_CAEEL	Signal transducer and activator of transcription b (Zinc finger protein STAT-B)	sta-2 stat-b F58E6.1	Caenorhabditis elegans	567
WBGene00003107	Q22002	reviewed	MAB10_CAEEL	NAB transcription cofactor mab-10 (Protein male abnormal 10)	mab-10 R166.1	Caenorhabditis elegans	582
WBGene00002999	O17583	reviewed	LIN10_CAEEL	Protein lin-10 (Abnormal cell lineage protein 10)	lin-10 C09H6.2	Caenorhabditis elegans	982
WBGene00011890	Q22638	reviewed	MICS1_CAEEL	Mitochondrial scaffolding protein 1	mics-1 T21C9.1	Caenorhabditis elegans	269
WBGene00002201	P46549	reviewed	SULU_CAEEL	Serine/threonine-protein kinase SULU (EC 2.7.11.1) (Protein kinase 18)	kin-18 sulu T17E9.1	Caenorhabditis elegans	982
WBGene00004801	Q20480	reviewed	SIR41_CAEEL	NAD-dependent protein deacylase sir-2.2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2)	sir-2.2 F46G10.7	Caenorhabditis elegans	287
WBGene00004804	P34707	reviewed	SKN1_CAEEL	Protein skinhead-1	skn-1 T19E7.2	Caenorhabditis elegans	623
WBGene00003650	O17898	reviewed	NHR60_CAEEL	Nuclear hormone receptor family member nhr-60	nhr-60 F57A10.5	Caenorhabditis elegans	443
WBGene00013260	Q9U213	reviewed	SRRMH_CAEEL	SRRM2 protein homolog rsr-2 (SR protein-related rsr-2)	rsr-2 Y57A10A.19	Caenorhabditis elegans	425
WBGene00001080	Q9GRZ3	reviewed	DPY21_CAEEL	Lysine-specific demethylase 9 (KDM9) (EC 1.14.11.-) (Dosage compensation protein dpy-21)	dpy-21 Y59A8B.1	Caenorhabditis elegans	1641
WBGene00000904	Q21733	reviewed	DAF8_CAEEL	Smad protein daf-8 (Abnormal dauer formation protein 8)	daf-8 R05D11.1	Caenorhabditis elegans	546
WBGene00006797	Q9N587	reviewed	ACH6_CAEEL	Acetylcholine receptor subunit alpha-type unc-63 (Levamisole-resistant protein 7) (Uncoordinated protein 63)	unc-63 lev-7 Y110A7A.3	Caenorhabditis elegans	502
WBGene00006815	Q23064	reviewed	UNC83_CAEEL	Nuclear migration protein unc-83 (Uncoordinated protein 83)	unc-83 W01A11.3	Caenorhabditis elegans	1041
WBGene00000417	P42573	reviewed	CED3_CAEEL	Cell death protein 3 (EC 3.4.22.60) (Caspase ced-3) [Cleaved into: Cell death protein 3 subunit p17; Cell death protein 3 subunit p15; Cell death protein 3 subunit p13]	ced-3 C48D1.2	Caenorhabditis elegans	503
WBGene00000424	Q03206	reviewed	RAC1_CAEEL	Ras-related protein ced-10 (CErac1) (Cell death protein 10) (Cell-corpse engulfment protein ced-10) (Ras-related protein rac-1)	ced-10 rac-1 C09G12.8	Caenorhabditis elegans	191
WBGene00002187	O44408	reviewed	KGB1_CAEEL	GLH-binding kinase 1 (EC 2.7.11.24)	kgb-1 T07A9.3	Caenorhabditis elegans	390
WBGene00000406	Q9XTR1	reviewed	CDK4_CAEEL	Cyclin-dependent kinase 4 homolog (CDK4/6) (EC 2.7.11.22) (Cell division protein kinase 4)	cdk-4 F18H3.5	Caenorhabditis elegans	406
WBGene00003966	Q18268	reviewed	PDL1_CAEEL	Phosphodiesterase delta-like protein	pdl-1 C27H5.1	Caenorhabditis elegans	159
WBGene00019130	Q9TZI4	reviewed	GBAS1_CAEEL	G-protein alpha subunit activating protein gbas-1	gbas-1 F59H5.1	Caenorhabditis elegans	758
WBGene00000794	Q9N3T2	reviewed	FEN1_CAEEL	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Cell death-related nuclease 1) (Flap structure-specific endonuclease 1)	crn-1 Y47G6A.8	Caenorhabditis elegans	382
WBGene00004381	Q09463	reviewed	RNF5_CAEEL	E3 ubiquitin ligase rnf-5 (EC 2.3.2.27) (RING finger protein 5)	rnf-5 C16C10.7	Caenorhabditis elegans	235
WBGene00001678	Q9N2V6	reviewed	GPA16_CAEEL	Guanine nucleotide-binding protein alpha-16 subunit	gpa-16 spn-1 Y95B8A.5	Caenorhabditis elegans	357
WBGene00002173	Q9Y0A1	reviewed	ITPR_CAEEL	Inositol 1,4,5-trisphosphate receptor itr-1 (IP3 receptor) (IP3R) (InsP3R) (LET-23 fertility effector 1)	itr-1 dec-4 lfe-1 F33D4.2	Caenorhabditis elegans	2892
WBGene00001085	G5EGE9	reviewed	DPY26_CAEEL	Condensin complex subunit dpy-26	dpy-26 C25G4.5	Caenorhabditis elegans	1263
WBGene00006495	H2KYS8	reviewed	CPNA1_CAEEL	Copine family protein 1 (Atypical copine family protein 1)	cpna-1 F31D5.3	Caenorhabditis elegans	1107
WBGene00003119	Q9NAG4	reviewed	MAC1_CAEEL	Protein mac-1 (Member of AAA family that binds ced-4)	mac-1 Y48C3A.7	Caenorhabditis elegans	813
WBGene00006365	B1Q236	reviewed	SYG1_CAEEL	Synaptogenesis protein syg-1 (Synaptogenesis abnormal protein 1)	syg-1 K02E10.8	Caenorhabditis elegans	730
WBGene00006527	Q0G819	reviewed	PP2B_CAEEL	Serine/threonine-protein phosphatase 2B catalytic subunit (EC 3.1.3.16) (Abnormal chemotaxis protein 6) (Calmodulin-dependent calcineurin subunit A)	tax-6 cna-1 C02F4.2	Caenorhabditis elegans	542
WBGene00010808	G5EC37	reviewed	SEPA1_CAEEL	Protein sepa-1 (Suppressor of ectopic P granules in autophagy)	sepa-1 M01E5.6	Caenorhabditis elegans	702
WBGene00004954	Q9TYY7	reviewed	SPD3_CAEEL	Spindle defective protein 3	spd-3 H34C03.1	Caenorhabditis elegans	478
WBGene00000386	O44552	reviewed	MPIP1_CAEEL	M-phase inducer phosphatase cdc-25.1 (EC 3.1.3.48) (Cell division cycle-related protein 25.1)	cdc-25.1 K06A5.7	Caenorhabditis elegans	604
WBGene00004363	Q22472	reviewed	RIC3_CAEEL	Resistance to inhibitors of cholinesterase protein 3	ric-3 des-5 T14A8.1	Caenorhabditis elegans	378
WBGene00013766	Q9U2X0	reviewed	ANM1_CAEEL	Protein arginine N-methyltransferase 1 (EC 2.1.1.319)	prmt-1 epg-11 Y113G7B.17	Caenorhabditis elegans	348
WBGene00000908	G5EFF5	reviewed	DAF12_CAEEL	Nuclear hormone receptor family member daf-12 (Abnormal dauer formation protein 12)	daf-12 daf-20 mig-7 XL285 F11A1.3	Caenorhabditis elegans	753
WBGene00000102	Q17941	reviewed	AKT1_CAEEL	Serine/threonine-protein kinase akt-1 (EC 2.7.11.1) (Protein kinase B akt-1) (PKB akt-1)	akt-1 C12D8.10	Caenorhabditis elegans	541
WBGene00001165	O44516	reviewed	EFN4_CAEEL	Ephrin-4 (Protein male abnormal 26)	efn-4 mab-26 F56A11.3	Caenorhabditis elegans	348
WBGene00004273	Q94148	reviewed	RAB10_CAEEL	Ras-related protein Rab-10 (Rab-10) (EC 3.6.5.2)	rab-10 T23H2.5	Caenorhabditis elegans	201
WBGene00004277	Q8MXS1	reviewed	RAB18_CAEEL	Ras-related protein Rab-18	rab-18 Y92C3B.3	Caenorhabditis elegans	203
WBGene00000420	O76337	reviewed	CED6_CAEEL	Cell death protein 6 (Candidate adapter protein ced-6)	ced-6 F56D2.7	Caenorhabditis elegans	492
WBGene00000086	O02626	reviewed	MADD_CAEEL	MAP kinase-activating death domain protein (Aboc, expulsion defective protein 3) (Regulator of presynaptic activity aex-3)	aex-3 C02H7.3	Caenorhabditis elegans	1409
WBGene00001595	Q17339	reviewed	GLD1_CAEEL	Female germline-specific tumor suppressor gld-1 (Defective in germ line development protein 1)	gld-1 T23G11.3	Caenorhabditis elegans	463
WBGene00001061	Q22703	reviewed	TFDP1_CAEEL	Transcription factor dpl-1	dpl-1 T23G7.1	Caenorhabditis elegans	598
WBGene00001579	O44518	reviewed	CYFIP_CAEEL	Cytoplasmic FMR1-interacting protein homolog (Gut on exterior protein 2)	gex-2 F56A11.1	Caenorhabditis elegans	1262
WBGene00000146	Q9XVN3	reviewed	IASPP_CAEEL	Apoptotic enhancer 1 protein (Ce-iASPP) (Inhibitor member of the ASPP family) (Protein iASPP)	ape-1 F46F3.4	Caenorhabditis elegans	769
WBGene00000507	P34425	reviewed	CCNT1_CAEEL	Cyclin-T1.1	cit-1.1 F44B9.4	Caenorhabditis elegans	468
WBGene00003828	Q17778	reviewed	NUC1_CAEEL	Deoxyribonuclease-2 (EC 3.1.22.1) (Deoxyribonuclease II) (DNase II)	nuc-1 C07B5.5	Caenorhabditis elegans	375
WBGene00000796	G5EBX6	reviewed	EXOSX_CAEEL	Exosome complex component 10 homolog (EXOS-10) (EC 3.1.13.-) (Cell death-related nuclease 3)	crn-3 C14A4.4	Caenorhabditis elegans	876
WBGene00000797	Q10905	reviewed	CRN4_CAEEL	3'-5' exonuclease crn-4 (EC 3.1.-.-) (Cell death-related nuclease 4)	crn-4 AH9.2	Caenorhabditis elegans	298
WBGene00000798	G5EG59	reviewed	EXOS5_CAEEL	Exosome complex component RRP46 homolog (Cell death-related nuclease 5)	crn-5 C14A4.5	Caenorhabditis elegans	214
WBGene00000799	P34508	reviewed	CRN6_CAEEL	Cell death-related nuclease 6 (EC 3.1.-.-)	crn-6 K04H4.6	Caenorhabditis elegans	378
WBGene00006749	O01393	reviewed	UNC9_CAEEL	Innexin unc-9 (Uncoordinated protein 9)	unc-9 R12H7.1	Caenorhabditis elegans	386
WBGene00006827	Q19203	reviewed	UNC98_CAEEL	Zinc finger protein unc-98 (Uncoordinated protein 98)	unc-98 F08C6.7	Caenorhabditis elegans	310
WBGene00004316	P41885	reviewed	RBF1_CAEEL	Rabphilin-1	rbf-1 F37A4.7	Caenorhabditis elegans	1106
WBGene00000839	Q17392	reviewed	CUL4_CAEEL	Cullin-4 (CUL-4)	cul-4 F45E12.3	Caenorhabditis elegans	840
WBGene00000552	O16305	reviewed	CALM_CAEEL	Calmodulin (CaM)	cmd-1 T21H3.3	Caenorhabditis elegans	149
WBGene00009701	Q20402	reviewed	EGG3_CAEEL	Protein tyrosine phosphatase-like protein egg-3 (Egg sterile protein 3)	egg-3 F44F4.2	Caenorhabditis elegans	555
WBGene00004921	P34693	reviewed	SYT1_CAEEL	Synaptotagmin-1 (Synaptotagmin I)	snt-1 F31E8.2	Caenorhabditis elegans	441
WBGene00003168	P24612	reviewed	MEC4_CAEEL	Degenerin mec-4 (Mechanosensory abnormality protein 4)	mec-4 mec-13 T01C8.7	Caenorhabditis elegans	768
WBGene00003178	O45100	reviewed	ATAT1_CAEEL	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT 1) (TAT 1) (EC 2.3.1.108) (Mechanosensory abnormality protein 17)	mec-17 F57H12.7	Caenorhabditis elegans	262
WBGene00003654	O44960	reviewed	NHR64_CAEEL	Nuclear hormone receptor family member nhr-64	nhr-64 C45E1.1	Caenorhabditis elegans	369
WBGene00003807	Q18534	reviewed	NPR1_CAEEL	Neuropeptide receptor npr-1 (Neuropeptide Y receptor homolog npr-1)	npr-1 AF9-R1 C39E6.6	Caenorhabditis elegans	457
WBGene00013848	Q03613	reviewed	NPR29_CAEEL	Probable G-protein coupled receptor npr-29	npr-29 ZC84.4	Caenorhabditis elegans	395
WBGene00021059	Q23192	reviewed	ATAT2_CAEEL	Alpha-tubulin N-acetyltransferase 2 (Alpha-TAT 2) (TAT 2) (EC 2.3.1.108) (Mec-17-like protein)	atat-2 W06B11.1	Caenorhabditis elegans	263
WBGene00001402	Q09312	reviewed	FBF2_CAEEL	Fem-3 mRNA-binding factor 2	fbf-2 F21H12.5	Caenorhabditis elegans	632
WBGene00019120	H2KYU6	reviewed	NPL41_CAEEL	Nuclear protein localization protein 4 homolog 1	npl-4.1 F59E12.4	Caenorhabditis elegans	529
WBGene00004132	Q20898	reviewed	IFET1_CAEEL	Translational repressor ifet-1 (Spindle orientation defective protein 2)	ifet-1 spn-2 F56F3.1	Caenorhabditis elegans	761
WBGene00006579	P34314	reviewed	TLK1_CAEEL	Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (Tousled-like kinase 1)	tlk-1 C07A9.3	Caenorhabditis elegans	965
WBGene00002059	O45551	reviewed	IF4E1_CAEEL	Eukaryotic translation initiation factor 4E-1 (eIF-4E-1) (eIF4E-1) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	ife-1 F53A2.6	Caenorhabditis elegans	212
WBGene00002060	Q21693	reviewed	IF4E2_CAEEL	Eukaryotic translation initiation factor 4E-2 (eIF-4E-2) (eIF4E-2) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	ife-2 R04A9.4	Caenorhabditis elegans	228
WBGene00002063	P56570	reviewed	IF4E5_CAEEL	Eukaryotic translation initiation factor 4E-5 (eIF-4E-5) (eIF4E-5) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	ife-5 Y57A10A.30	Caenorhabditis elegans	201
WBGene00007278	Q17604	reviewed	LAB1_CAEEL	Long arms of the bivalent protein 1	lab-1 C03D6.6	Caenorhabditis elegans	161
WBGene00007653	Q93244	reviewed	CYSK1_CAEEL	Cysteine synthase 1 (EC 2.5.1.47) (O-acetylserine (thiol)-lyase 1) (OAS-TL)	cysl-1 C17G1.7	Caenorhabditis elegans	341
WBGene00010759	O45679	reviewed	CYSK2_CAEEL	Bifunctional L-3-cyanoalanine synthase/cysteine synthase (CAS) (EC 2.5.1.47) (EC 4.4.1.9) (O-acetylserine (thiol)-lyase 2) (OAS-TL)	cysl-2 K10H10.2	Caenorhabditis elegans	337
WBGene00019962	O01592	reviewed	CYSK3_CAEEL	Cysteine synthase 3 (EC 2.5.1.47) (O-acetylserine (thiol)-lyase 3) (OAS-TL)	cysl-3 R08E5.2	Caenorhabditis elegans	337
WBGene00004860	Q09488	reviewed	SMA6_CAEEL	Serine/threonine-protein kinase receptor sma-6 (EC 2.7.11.30)	sma-6 C32D5.2	Caenorhabditis elegans	636
WBGene00004033	P90980	reviewed	KPC2_CAEEL	Protein kinase C-like 2 (PKC2) (EC 2.7.11.13)	pkc-2 kin-11 E01H11.1	Caenorhabditis elegans	682
WBGene00002191	P18334	reviewed	CSK2A_CAEEL	Casein kinase II subunit alpha (CK II subunit alpha) (EC 2.7.11.1)	kin-3 B0205.7	Caenorhabditis elegans	360
WBGene00006959	G5EE07	reviewed	XBP1_CAEEL	X-box-binding protein 1	xbp-1 R74.3	Caenorhabditis elegans	287
WBGene00016326	P91133	reviewed	UBR1_CAEEL	E3 ubiquitin-protein ligase ubr-1 (EC 2.3.2.27) (N-recognin-1) (RING-type E3 ubiquitin transferase ubr-1) (Ubiquitin-protein ligase E3-alpha)	ubr-1 C32E8.11	Caenorhabditis elegans	2058
WBGene00002980	Q09490	reviewed	LGG1_CAEEL	Protein lgg-1	lgg-1 atg-8.1 C32D5.9	Caenorhabditis elegans	123
WBGene00002981	Q23536	reviewed	LGG2_CAEEL	Protein lgg-2	lgg-2 ZK593.6	Caenorhabditis elegans	130
WBGene00002982	Q10931	reviewed	ATG12_CAEEL	Ubiquitin-like protein atg-12 (Autophagy-related protein 12)	lgg-3 atg-12 B0336.8	Caenorhabditis elegans	118
WBGene00022152	Q3V5I7	reviewed	ATG5_CAEEL	Autophagy-related protein 5	atg-5 atgr-5 Y71G12B.12	Caenorhabditis elegans	275
WBGene00017178	Q19124	reviewed	A16L1_CAEEL	Autophagic-related protein 16.1	atg-16.1 F02E8.5	Caenorhabditis elegans	527
WBGene00019427	Q09406	reviewed	A16L2_CAEEL	Autophagic-related protein 16.2	atg-16.2 K06A1.5	Caenorhabditis elegans	534
WBGene00006829	P35602	reviewed	AP1M_CAEEL	AP-1 complex subunit mu-1-I (Clathrin assembly protein complex 1 mu-1-I medium chain) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor AP-1 47 kDa protein) (HA1 47 kDa subunit) (Mu1-I-adaptin) (Uncoordinated protein 101)	unc-101 K11D2.3	Caenorhabditis elegans	422
WBGene00022769	Q23533	reviewed	SORF1_CAEEL	Suppressor of organelle fusion 1	sorf-1 ZK563.5	Caenorhabditis elegans	239
WBGene00017298	Q19253	reviewed	TOCA1_CAEEL	Transducer of Cdc42-dependent actin assembly protein 1 homolog	toca-1 F09E10.8	Caenorhabditis elegans	592
WBGene00010663	Q9XUS7	reviewed	TOCA2_CAEEL	Transducer of Cdc42-dependent actin assembly protein 2 homolog	toca-2 K08E3.3	Caenorhabditis elegans	610
WBGene00017144	Q95QN6	reviewed	BRAP2_CAEEL	BRCA1-associated protein homolog 2 (EC 2.3.2.27)	brap-2 EEED8.16	Caenorhabditis elegans	590
WBGene00006791	B1V8A0	reviewed	SH3GH_CAEEL	Endophilin-A homolog (Endophilin-1 homolog) (Uncoordinated protein 57)	unc-57 T04D1.3	Caenorhabditis elegans	381
WBGene00004421	Q09533	reviewed	RL10_CAEEL	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (QM protein homolog)	rpl-10 F10B5.1	Caenorhabditis elegans	214
WBGene00006454	G5EEN8	reviewed	AEX4_CAEEL	t-SNARE protein aex-4 (Aboc, expulsion defective protein 4)	aex-4 tag-81 T14G12.2	Caenorhabditis elegans	234
WBGene00001423	Q22053	reviewed	FBRL_CAEEL	rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (Histone-glutamine methyltransferase)	fib-1 T01C3.7	Caenorhabditis elegans	352
WBGene00002016	P06582	reviewed	HSP12_CAEEL	Heat shock protein hsp-16.2	hsp-16.2 hsp-16 hsp16-2 Y46H3A.3	Caenorhabditis elegans	145
WBGene00004356	Q20496	reviewed	GDIR_CAEEL	Probable rho GDP-dissociation inhibitor (Rho GDI)	rhi-1 F46H6.1	Caenorhabditis elegans	191
WBGene00000819	G5EBM1	reviewed	CSP1_CAEEL	Caspase A (EC 3.4.22.36) [Cleaved into: Caspase A subunit p16; Caspase A subunit p14]	csp-1 Y48E1B.13	Caenorhabditis elegans	536
WBGene00001591	G5EBR3	reviewed	GLUCL_CAEEL	Glutamate-gated chloride channel alpha (Avermectin-sensitive glutamate-gated chloride channel GluCl alpha) (GluCl alpha)	glc-1 F11A5.10	Caenorhabditis elegans	461
WBGene00015680	Q17902	reviewed	EGAL1_CAEEL	Egalitarian protein homolog	egal-1 C10G6.1	Caenorhabditis elegans	574
WBGene00002245	V6CLJ5	reviewed	LAG1_CAEEL	Suppressor of hairless protein homolog (CSL transcription factor lag-1) (Lin-12 and glp-1 phenotype protein)	lag-1 K08B4.1	Caenorhabditis elegans	790
WBGene00019983	O16259	reviewed	STIP1_CAEEL	Stress-induced-phosphoprotein 1 (CeSTI1) (STI1) (Hsc70/Hsp90-organizing protein) (CeHop) (Hop)	sti-1 R09E12.3	Caenorhabditis elegans	320
WBGene00001250	Q10655	reviewed	ELT2_CAEEL	Transcription factor elt-2 (GATA-type domain-containing protein elt-2)	elt-2 C33D3.1	Caenorhabditis elegans	433
WBGene00001332	O44406	reviewed	ERI1_CAEEL	3'-5' exonuclease eri-1 (EC 3.1.-.-) (Enhanced RNAi protein)	eri-1 T07A9.5	Caenorhabditis elegans	582
WBGene00002005	P09446	reviewed	HSP1_CAEEL	Heat shock protein hsp-1 (Heat shock 70 kDa protein A)	hsp-1 hsp70a F26D10.3	Caenorhabditis elegans	640
WBGene00006765	P48181	reviewed	ACH2_CAEEL	Acetylcholine receptor subunit beta-type unc-29 (Uncoordinated protein 29)	unc-29 T08G11.5	Caenorhabditis elegans	493
WBGene00002992	Q03345	reviewed	LIN3_CAEEL	Protein lin-3 (Abnormal cell lineage protein 3) (Lethal protein 94)	lin-3 let-94 F36H1.4	Caenorhabditis elegans	438
WBGene00000100	A0A1C3NSL9	reviewed	AJM1_CAEEL	Apical junction molecule	ajm-1 C25A11.4 CELE_C25A11.4	Caenorhabditis elegans	1644
WBGene00000478	G5ECQ2	reviewed	FRIZ2_CAEEL	Frizzled-2	cfz-2 F27E11.3	Caenorhabditis elegans	578
WBGene00001148	Q9NL29	reviewed	EAT20_CAEEL	Abnormal pharyngeal pumping eat-20	eat-20 H30A04.1	Caenorhabditis elegans	810
WBGene00001475	G5EDK5	reviewed	CELR_CAEEL	Cadherin EGF LAG seven-pass G-type receptor fmi-1 (Protein flamingo homolog)	fmi-1 F15B9.7	Caenorhabditis elegans	2596
WBGene00003219	G5EBL2	reviewed	MES1_CAEEL	Protein mes-1 (Maternal-effect sterile protein 1)	mes-1 F54F7.5	Caenorhabditis elegans	966
WBGene00003246	Q7YWX7	reviewed	WLS_CAEEL	Protein wntless homolog (Abnormal cell migration protein 14)	mig-14 let-553 mom-3 pvl-2 R06B9.6	Caenorhabditis elegans	549
WBGene00003394	Q22329	reviewed	PORCN_CAEEL	Protein-serine O-palmitoleoyltransferase porcupine (Porc) (EC 2.3.1.250) (More of ms protein 1)	mom-1 T07H6.2	Caenorhabditis elegans	442
WBGene00015418	P34288	reviewed	PAC1_CAEEL	GTPase-activating protein pac-1 (GTPase-activating protein GAP) (CeGAP) (Protein par-6-at-contacts)	pac-1 gap C04D8.1	Caenorhabditis elegans	1605
WBGene00004307	Q18246	reviewed	RAP1_CAEEL	Ras-related protein Rap-1 (EC 3.6.5.2)	rap-1 C27B7.8	Caenorhabditis elegans	188
WBGene00005077	G5EE56	reviewed	SRC1_CAEEL	Tyrosine protein-kinase src-1 (EC 2.7.10.2) (SRC oncogene related protein 1)	src-1 Y92H12A.1	Caenorhabditis elegans	533
WBGene00006438	G5EDM4	reviewed	NHRF1_CAEEL	Na(+)/H(+) exchange regulatory cofactor-like protein nrfl-1 (NHERF-1) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1)	nrfl-1 mpz-2 tag-60 C01F6.6	Caenorhabditis elegans	467
WBGene00016623	Q10920	reviewed	PSMD9_CAEEL	Probable 26S proteasome non-ATPase regulatory subunit 9	psmd-9 C44B7.1	Caenorhabditis elegans	197
WBGene00008257	Q09284	reviewed	YQJ3_CAEEL	PDZ domain-containing protein C52A11.3	C52A11.3	Caenorhabditis elegans	131
WBGene00009272	Q93654	reviewed	GRAS1_CAEEL	General receptor for phosphoinositides 1-associated scaffold protein 1 homolog	gras-1 F30F8.3	Caenorhabditis elegans	245
WBGene00018468	W6RTA4	reviewed	CLA1_CAEEL	Protein clarinet	cla-1 tag-80 F45E4.3	Caenorhabditis elegans	8922
WBGene00000564	G5EEW9	reviewed	CNKR_CAEEL	Connector enhancer of kinase suppressor of ras (CNK-1) (Connector enhancer of KSR)	cnk-1 R01H10.8	Caenorhabditis elegans	801
WBGene00011789	Q09354	reviewed	YRY4_CAEEL	Uncharacterized protein T15H9.4	T15H9.4	Caenorhabditis elegans	431
WBGene00006444	B7WN72	reviewed	SHANK_CAEEL	Protein shank	shn-1 C33B4.3	Caenorhabditis elegans	1140
WBGene00006363	Q86NH1	reviewed	SYD1_CAEEL	Rho GTPase-activating protein syd-1 (Axon identity specification protein syd-1) (Synapse defective protein 1)	syd-1 F35D2.5	Caenorhabditis elegans	987
WBGene00004254	G5EDB9	reviewed	RPGF_CAEEL	Rap guanine nucleotide exchange factor (RA-GEF) (PDZ-domain-containing exchange factor)	pxf-1 ra-gef T14G10.2	Caenorhabditis elegans	1470
WBGene00007486	Q17865	reviewed	YTE4_CAEEL	Uncharacterized protein C09G1.4	C09G1.4	Caenorhabditis elegans	545
WBGene00006750	Q22366	reviewed	RIM_CAEEL	Rab-3-interacting molecule unc-10 (Rim) (Uncoordinated protein 10)	unc-10 T10A3.1	Caenorhabditis elegans	1563
WBGene00000186	G5EBZ8	reviewed	ARK1_CAEEL	Ack-related non-receptor tyrosine kinase (EC 2.7.10.2) (EC 2.7.11.1) (Ras-regulating kinase ark-1)	ark-1 C01C7.1	Caenorhabditis elegans	1043
WBGene00015128	P34258	reviewed	YKA7_CAEEL	Uncharacterized protein B0303.7	B0303.7	Caenorhabditis elegans	493
WBGene00018367	P34416	reviewed	LASP1_CAEEL	LIM and SH3 domain protein F42H10.3	F42H10.3	Caenorhabditis elegans	335
WBGene00001508	G5EFE7	reviewed	FUT8_CAEEL	Alpha-(1,6)-fucosyltransferase (Alpha1-6FucT) (EC 2.4.1.68) (Fucosyltransferase 8) (GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase) (GDP-fucose--glycoprotein fucosyltransferase) (Glycoprotein 6-alpha-L-fucosyltransferase)	fut-8 C10F3.6	Caenorhabditis elegans	559
WBGene00003374	A0A0K3AV08	reviewed	MLK1_CAEEL	Mitogen-activated protein kinase kinase kinase mlk-1 (EC 2.7.11.25) (Mixed lineage kinase homolog 1)	mlk-1 K11D12.10	Caenorhabditis elegans	1059
WBGene00010898	O17972	reviewed	NPHP1_CAEEL	Nephrocystin-1-like protein (Nephronophthisis homolog)	nphp-1 M28.7	Caenorhabditis elegans	682
WBGene00004038	Q22070	reviewed	PLCG_CAEEL	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma plc-3 (EC 3.1.4.11) (Phosphoinositide phospholipase C-gamma plc-3) (Phospholipase C-gamma plc-3) (PLC-gamma plc-3)	plc-3 T01E8.3	Caenorhabditis elegans	1350
WBGene00004198	Q19951	reviewed	PEX13_CAEEL	Peroxisomal membrane protein PEX13 (Peroxin-13)	prx-13 F32A5.6	Caenorhabditis elegans	330
WBGene00004723	Q09442	reviewed	SF3B4_CAEEL	Splicing factor 3B subunit 4 (Spliceosome-associated protein 49)	sap-49 C08B11.5	Caenorhabditis elegans	388
WBGene00005078	O45539	reviewed	SRC2_CAEEL	Tyrosine protein-kinase src-2 (EC 2.7.10.2) (SRC oncogene related protein 2)	src-2 kin-22 F49B2.5	Caenorhabditis elegans	507
WBGene00007089	Q17413	reviewed	UCK_CAEEL	Probable uridine-cytidine kinase (UCK) (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	B0001.4	Caenorhabditis elegans	248
WBGene00007099	Q17424	reviewed	THIO2_CAEEL	Probable thioredoxin-2	trx-2 B0024.9	Caenorhabditis elegans	145
WBGene00007109	Q17436	reviewed	EDG1_CAEEL	Protein edg-1 (Enlarged deps-1 granule 1)	edg-1 B0035.6	Caenorhabditis elegans	727
WBGene00004466	O61742	reviewed	PSMD4_CAEEL	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit rpn-10)	rpn-10 B0205.3	Caenorhabditis elegans	346
WBGene00015059	Q09220	reviewed	YP71_CAEEL	Uncharacterized protein B0228.1	B0228.1	Caenorhabditis elegans	224
WBGene00006538	P41937	reviewed	TBB4_CAEEL	Tubulin beta-4 chain (Beta-4-tubulin)	tbb-4 B0272.1	Caenorhabditis elegans	444
WBGene00015101	P41994	reviewed	RPIA_CAEEL	Probable-ribose 5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)	rpia-1 B0280.3	Caenorhabditis elegans	251
WBGene00015142	Q10942	reviewed	YWS6_CAEEL	Uncharacterized protein B0310.6	B0310.6	Caenorhabditis elegans	95
WBGene00006479	Q11080	reviewed	TMBI4_CAEEL	Transmembrane BAX inhibitor motif-containing protein 4	tmbi-4 B0563.4/B0563.3	Caenorhabditis elegans	276
