From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WBGene00001518	Q09388	reviewed	ACM2_CAEEL	Muscarinic acetylcholine receptor gar-2 (G-protein-linked acetylcholine receptor 2)	gar-2 F47D12.1	Caenorhabditis elegans	627
WBGene00022861	Q86MI0	reviewed	DVE1_CAEEL	Homeobox protein dve-1 (Defective proventriculus homolog protein)	dve-1 ZK1193.5	Caenorhabditis elegans	468
WBGene00009736	O62252	reviewed	U195_CAEEL	MIP18 family protein F45G2.10	F45G2.10	Caenorhabditis elegans	160
WBGene00019955	Q9GQ60	reviewed	YNPI_CAEEL	Uncharacterized protein R08C7.12	R08C7.12	Caenorhabditis elegans	335
WBGene00000466	Q17607	reviewed	MCE1_CAEEL	mRNA-capping enzyme [Includes: mRNA 5'-triphosphate monophosphatase (EC 3.6.1.74) (mRNA 5'-phosphatase); mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)]	cel-1 C03D6.3	Caenorhabditis elegans	623
WBGene00007785	O17608	reviewed	SLFL1_CAEEL	Schlafen-like protein 1 (SLFL-1) (SLFN-like 1) (21U-RNA biogenesis fouled up protein 1) (PUCH complex member slfl-1) (Protein tofu-1)	tofu-1 C27H6.3	Caenorhabditis elegans	373
WBGene00011884	Q27527	reviewed	ENO_CAEEL	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	enol-1 T21B10.2	Caenorhabditis elegans	434
WBGene00004316	P41885	reviewed	RBF1_CAEEL	Rabphilin-1	rbf-1 F37A4.7	Caenorhabditis elegans	1106
WBGene00018226	Q09320	reviewed	YQZ2_CAEEL	Putative metallophosphoesterase F40B5.2 (EC 3.1.-.-)	F40B5.2	Caenorhabditis elegans	482
WBGene00015393	O01454	reviewed	U376A_CAEEL	UPF0376 protein C03G6.5	C03G6.5	Caenorhabditis elegans	203
WBGene00015487	Q11189	reviewed	RT17_CAEEL	Small ribosomal subunit protein uS17m (28S ribosomal protein S17, mitochondrial) (MRP-S17) (S17mt)	mrps-17 C05D11.10	Caenorhabditis elegans	160
WBGene00003834	Q9XVS7	reviewed	NXF1_CAEEL	Nuclear RNA export factor 1	nxf-1 C15H11.3	Caenorhabditis elegans	628
WBGene00021830	Q9N3F0	reviewed	RPF2_CAEEL	Ribosome production factor 2 homolog (Brix domain-containing protein 1 homolog) (Ribosome biogenesis protein RPF2 homolog)	Y54E10A.10	Caenorhabditis elegans	297
WBGene00004389	Q9N3S4	reviewed	PUF60_CAEEL	Poly(U)-binding-splicing factor rnp-6 (60 kDa poly(U)-binding-splicing factor rnp-6)	rnp-6 Y47G6A.20	Caenorhabditis elegans	749
WBGene00019327	Q21148	reviewed	ZIP2_CAEEL	Transcription factor zip-2	zip-2 K02F3.4	Caenorhabditis elegans	308
WBGene00004432	O44480	reviewed	RL18A_CAEEL	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	rpl-20 E04A4.8	Caenorhabditis elegans	180
WBGene00000931	Q9XVS4	reviewed	NOLC1_CAEEL	Nucleolar protein dao-5 (140 kDa nucleolar phosphoprotein) (Nopp140) (Dauer or aging adult overexpression protein 5)	dao-5 C25A1.10	Caenorhabditis elegans	971
WBGene00006448	Q09253	reviewed	GLOD4_CAEEL	Glyoxalase 1 (CeGly) (Glyoxalase domain-containing protein 4)	glod-4 tag-73 C16C10.10	Caenorhabditis elegans	281
WBGene00021629	Q9N4V4	reviewed	SCPL3_CAEEL	CTD small phosphatase-like protein 3 (CTDSP-like 3) (EC 3.1.3.-)	scpl-3 Y47D9A.2	Caenorhabditis elegans	287
WBGene00017981	O16299	reviewed	FIGL1_CAEEL	Fidgetin-like protein 1 (EC 3.6.4.-) (Fidgetin homolog)	figl-1 F32D1.1	Caenorhabditis elegans	594
WBGene00012479	Q9XW12	reviewed	CIAO1_CAEEL	Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog	Y18D10A.9	Caenorhabditis elegans	337
WBGene00010988	Q09582	reviewed	METH_CAEEL	Probable methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Vitamin-B12 dependent methionine synthase) (MS)	metr-1 R03D7.1	Caenorhabditis elegans	1249
WBGene00006951	Q9U7D3	reviewed	WRT5_CAEEL	Warthog protein 5	wrt-5 W03D2.5	Caenorhabditis elegans	176
WBGene00001008	O01700	reviewed	DLK1_CAEEL	Mitogen-activated protein kinase kinase kinase dlk-1 (EC 2.7.11.25) (DAP kinase-like kinase) (Death-associated protein kinase-like kinase)	dlk-1 F33E2.2	Caenorhabditis elegans	928
WBGene00003954	Q27873	reviewed	PIMT_CAEEL	Protein-L-isoaspartate O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)	pcm-1 C10F3.5	Caenorhabditis elegans	225
WBGene00003576	Q17635	reviewed	NDC80_CAEEL	Kinetochore protein ndc-80 (CeNDC-80) (Hec1 homolog)	ndc-80 W01B6.9	Caenorhabditis elegans	590
WBGene00018366	P34415	reviewed	YLZ2_CAEEL	Uncharacterized protein F42H10.2	F42H10.2	Caenorhabditis elegans	115
WBGene00004408	Q93572	reviewed	RLA0_CAEEL	Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0)	rla-0 rpa-0 F25H2.10	Caenorhabditis elegans	312
WBGene00002138	O61787	reviewed	INX16_CAEEL	Innexin-16 (Protein opu-16)	inx-16 opu-16 R12E2.5	Caenorhabditis elegans	372
WBGene00014083	O62518	reviewed	YHPK_CAEEL	Brix domain-containing protein ZK795.3	ZK795.3	Caenorhabditis elegans	292
WBGene00000565	Q9XXH8	reviewed	CNT1_CAEEL	Arf-GAP with ANK repeat and PH domain-containing protein cnt-1 (CED-3 protease suppressor) (Centaurin 1) [Cleaved into: Truncated ctn-1 (tCNT-1)]	cnt-1 cps-2 Y17G7B.15	Caenorhabditis elegans	826
WBGene00013650	Q9NAM7	reviewed	PHYD1_CAEEL	Phytanoyl-CoA dioxygenase domain-containing protein 1 homolog (EC 1.-.-.-)	Y105C5B.9	Caenorhabditis elegans	288
WBGene00009353	O62215	reviewed	DHSD_CAEEL	Putative succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone reductase membrane anchor subunit)	sdhd-1 F33A8.5	Caenorhabditis elegans	145
WBGene00019869	Q9GYL2	reviewed	CNNM2_CAEEL	Metal transporter cnnm-2 (CNNM family homolog 2)	cnnm-2 R04E5.2	Caenorhabditis elegans	760
WBGene00011281	Q22031	reviewed	TRM7_CAEEL	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog)	R74.7	Caenorhabditis elegans	337
WBGene00000915	Q18688	reviewed	HSP90_CAEEL	Heat shock protein 90 (Abnormal dauer formation protein 21)	daf-21 C47E8.5	Caenorhabditis elegans	702
WBGene00003923	Q27488	reviewed	PSA2_CAEEL	Proteasome subunit alpha type-2 (Proteasome subunit alpha 2)	pas-2 D1054.2	Caenorhabditis elegans	231
WBGene00003014	P92186	reviewed	LIN28_CAEEL	Protein lin-28 (Abnormal cell lineage protein 28)	lin-28 F02E9.2	Caenorhabditis elegans	227
WBGene00007703	G5EGS5	reviewed	GBF1_CAEEL	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 homolog (BFA-resistant GEF 1)	gbf-1 phi-34 C24H11.7	Caenorhabditis elegans	1975
WBGene00006889	O18054	reviewed	PFD3_CAEEL	Probable prefoldin subunit 3	pfd-3 vbp-1 T06G6.9	Caenorhabditis elegans	185
WBGene00007136	P46553	reviewed	YKG3_CAEEL	Uncharacterized protein B0285.3	B0285.3	Caenorhabditis elegans	166
WBGene00001564	Q10663	reviewed	GCP_CAEEL	Bifunctional glyoxylate cycle protein (Gex-3-interacting protein 7) [Includes: Isocitrate lyase (ICL) (Isocitrase) (Isocitratase) (EC 4.1.3.1); Malate synthase (EC 2.3.3.9)]	icl-1 gei-7 C05E4.9	Caenorhabditis elegans	968
WBGene00002045	Q18885	reviewed	BTF3_CAEEL	Transcription factor BTF3 homolog (Inhibitor of cell death 1) (Nascent polypeptide-associated complex subunit beta) (NAC-beta)	icd-1 C56C10.8	Caenorhabditis elegans	161
WBGene00002238	Q22099	reviewed	SYK_CAEEL	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	kars-1 krs-1 T02G5.9	Caenorhabditis elegans	572
WBGene00018725	Q20689	reviewed	KREG1_CAEEL	Protein kreg-1	kreg-1 F53A9.2	Caenorhabditis elegans	83
WBGene00018740	Q20709	reviewed	TRA4_CAEEL	Zinc finger protein tra-4 (PLZF-like protein tra-4)	tra-4 F53B3.1	Caenorhabditis elegans	543
WBGene00019679	P34525	reviewed	SPCS3_CAEEL	Signal peptidase complex subunit 3 (Microsomal signal peptidase 22 kDa subunit) (SPC22) (SPase 22 kDa subunit)	spcs-3 K12H4.4	Caenorhabditis elegans	180
WBGene00018064	Q9N5U5	reviewed	CDC73_CAEEL	Cell division cycle protein 73 (RNA polymerase-associated protein CDC73)	cdc-73 F35F11.1	Caenorhabditis elegans	517
WBGene00013269	Q9NA72	reviewed	SDHF2_CAEEL	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	Y57A10A.29	Caenorhabditis elegans	119
WBGene00004423	Q19162	reviewed	RL112_CAEEL	Large ribosomal subunit protein uL5B (60S ribosomal protein L11-2)	rpl-11.2 F07D10.1	Caenorhabditis elegans	196
WBGene00004430	O45946	reviewed	RL18_CAEEL	Large ribosomal subunit protein eL18 (60S ribosomal protein L18)	rpl-18 Y45F10D.12	Caenorhabditis elegans	188
WBGene00000914	Q09555	reviewed	DAF19_CAEEL	RFX-like transcription factor daf-19 (Abnormal dauer formation protein 19)	daf-19 F33H1.1	Caenorhabditis elegans	805
WBGene00013878	Q23272	reviewed	ATFS1_CAEEL	Stress activated transcription factor atfs-1	atfs-1 ZC376.7	Caenorhabditis elegans	488
WBGene00010309	P34481	reviewed	PS11B_CAEEL	Probable 26S proteasome regulatory subunit rpn-6.2	rpn-6.2 F59B2.5	Caenorhabditis elegans	416
WBGene00008729	Q19375	reviewed	IWS1_CAEEL	IWS1-like protein	F13B12.1	Caenorhabditis elegans	511
WBGene00003068	Q9TZM3	reviewed	LRK1_CAEEL	Leucine-rich repeat serine/threonine-protein kinase 1 (EC 2.7.11.1) (Leucine-rich repeats, ras-like domain, kinase protein 1) (PARK8-related kinase)	lrk-1 T27C10.6	Caenorhabditis elegans	2393
WBGene00003960	A5JYS0	reviewed	PCS1_CAEEL	Glutathione gamma-glutamylcysteinyltransferase (EC 2.3.2.15) (Phytochelatin synthase) (PC synthase)	pcs-1 F54D5.1	Caenorhabditis elegans	426
WBGene00007352	P54811	reviewed	TERA1_CAEEL	Transitional endoplasmic reticulum ATPase homolog 1 (EC 3.6.4.6) (Cell division cycle-related protein 48.1) (p97/CDC48 homolog 1)	cdc-48.1 C06A1.1	Caenorhabditis elegans	809
WBGene00023491	Q5WRN1	reviewed	TSP21_CAEEL	Tetraspanin-21	tsp-21 C17G1.8	Caenorhabditis elegans	301
WBGene00006706	Q95017	reviewed	UBC9_CAEEL	SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin-conjugating enzyme E2 9) (Ubiquitin-protein ligase 9)	ubc-9 F29B9.6	Caenorhabditis elegans	166
WBGene00006450	X5LX76	reviewed	FGDH_CAEEL	FYVE, RhoGEF and PH domain-containing protein tag-77	tag-77 C28C12.10	Caenorhabditis elegans	1029
WBGene00014098	Q23629	reviewed	DHTK1_CAEEL	Probable 2-oxoadipate dehydrogenase complex component E1 homolog (EC 1.2.4.-)	ogdh-2 ZK836.2	Caenorhabditis elegans	911
WBGene00004090	P80361	reviewed	EI2BG_CAEEL	Translation initiation factor eIF2B subunit gamma (Putative pyrophosphorylase ppp-1) (eIF2B GDP-GTP exchange factor subunit gamma)	eif-2Bgamma ppp-1 C15F1.4	Caenorhabditis elegans	404
WBGene00007630	Q09254	reviewed	HAR1_CAEEL	Hemiasterlin resistant protein 1	har-1 C16C10.11	Caenorhabditis elegans	154
WBGene00303021	P34385	reviewed	MCCB_CAEEL	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (MCCase subunit beta) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 2) (3-methylcrotonyl-CoA carboxylase non-biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit beta)	F02A9.10	Caenorhabditis elegans	608
WBGene00000063	P0DM41	reviewed	ACT1_CAEEL	Actin-1 (EC 3.6.4.-)	act-1 T04C12.6	Caenorhabditis elegans	376
WBGene00013552	G5EEM1	reviewed	GEMI_CAEEL	Geminin homolog	gmn-1 Y75B8A.17	Caenorhabditis elegans	180
WBGene00004187	P34369	reviewed	PRP8_CAEEL	Pre-mRNA-splicing factor 8 homolog	prp-8 C50C3.6	Caenorhabditis elegans	2329
WBGene00004435	P48158	reviewed	RL23_CAEEL	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)	rpl-23 B0336.10	Caenorhabditis elegans	140
WBGene00010842	P54813	reviewed	YME1_CAEEL	ATP-dependent zinc metalloprotease YME1 homolog (EC 3.4.24.-)	ymel-1 M03C11.5	Caenorhabditis elegans	723
WBGene00006936	Q9U1Q4	reviewed	SYV_CAEEL	Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS)	glp-4 vars-2 vrs-2 Y87G2A.5	Caenorhabditis elegans	1050
WBGene00001827	G5EC23	reviewed	HCF1_CAEEL	Host cell factor homolog hcf-1 (HCF homolog)	hcf-1 C46A5.9	Caenorhabditis elegans	782
WBGene00018420	P34437	reviewed	YL57_CAEEL	Putative zinc finger protein F44E2.7	F44E2.7	Caenorhabditis elegans	471
WBGene00007984	Q93348	reviewed	IRX_CAEEL	Putative iroquois-class homeodomain protein irx-1	irx-1 C36F7.1	Caenorhabditis elegans	377
WBGene00011734	Q9XVI9	reviewed	MLC5_CAEEL	Myosin-2 essential light chain	mlc-5 T12D8.6	Caenorhabditis elegans	142
WBGene00004419	Q966C6	reviewed	RL7A_CAEEL	Large ribosomal subunit protein eL8 (60S ribosomal protein L7a)	rpl-7A Y24D9A.4	Caenorhabditis elegans	265
WBGene00004502	O16368	reviewed	PRS4_CAEEL	Probable 26S proteasome regulatory subunit 4	rpt-2 F29G9.5	Caenorhabditis elegans	443
WBGene00015168	Q11067	reviewed	PDIA6_CAEEL	Protein disulfide-isomerase A6 homolog (EC 5.3.4.1)	pdi-6 tag-320 B0403.4	Caenorhabditis elegans	440
WBGene00011867	P34574	reviewed	CLH_CAEEL	Probable clathrin heavy chain 1	chc-1 T20G5.1	Caenorhabditis elegans	1681
WBGene00001948	P22980	reviewed	MYOD1_CAEEL	Myoblast determination protein 1 homolog (MyoD protein 1) (Helix-loop-helix protein 1)	hlh-1 B0304.1	Caenorhabditis elegans	324
WBGene00017121	P19974	reviewed	CYC21_CAEEL	Cytochrome c 2.1	cyc-2.1 E04A4.7	Caenorhabditis elegans	111
WBGene00000788	G5EGP8	reviewed	CATZ1_CAEEL	Cathepsin Z-1 (EC 3.4.18.1)	cpz-1 F32B5.8	Caenorhabditis elegans	306
WBGene00004086	Q9XTT8	reviewed	PP4C2_CAEEL	Serine/threonine-protein phosphatase 4 catalytic subunit 2 (PP4C-2) (EC 3.1.3.16)	pph-4.2 Y49E10.3	Caenorhabditis elegans	321
WBGene00016202	P34341	reviewed	KLE2_CAEEL	Condensin-2 complex subunit kle-2 (Kleisin, abnormal closure, protein 2)	kle-2 C29E4.2	Caenorhabditis elegans	821
WBGene00006817	Q19326	reviewed	ASF1_CAEEL	Probable histone chaperone asf-1 (Anti-silencing function protein 1)	unc-85 asf-1 F10G7.3	Caenorhabditis elegans	275
WBGene00010942	Q21551	reviewed	CHCH3_CAEEL	MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3)	chch-3 M176.3	Caenorhabditis elegans	169
WBGene00000236	O44739	reviewed	BAG1_CAEEL	BAG family molecular chaperone regulator 1	bag-1 F57B10.11	Caenorhabditis elegans	210
WBGene00004445	Q9U332	reviewed	RL31_CAEEL	Large ribosomal subunit protein eL31 (60S ribosomal protein L31)	rpl-31 W09C5.6	Caenorhabditis elegans	122
WBGene00001232	Q965S8	reviewed	EIF3I_CAEEL	Eukaryotic translation initiation factor 3 subunit I (eIF3i)	eif-3.I Y74C10AR.1	Caenorhabditis elegans	327
WBGene00006377	O62238	reviewed	SYP3_CAEEL	Synaptonemal complex protein 3	syp-3 F39H2.4	Caenorhabditis elegans	224
WBGene00006623	O01887	reviewed	TRYL5_CAEEL	Trypsin-like protease try-5 (EC 3.4.21.-) (Trypsin-like serine protease try-5)	try-5 K07B1.1	Caenorhabditis elegans	327
WBGene00020016	O16956	reviewed	LIPL3_CAEEL	Lipase lipl-3 (EC 3.1.1.-) (Lipase-like 3)	lipl-3 R11G11.14	Caenorhabditis elegans	404
WBGene00013025	Q9XW92	reviewed	VATA_CAEEL	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar H ATPase protein 13) (Vacuolar proton pump subunit alpha)	vha-13 Y49A3A.2	Caenorhabditis elegans	606
WBGene00001630	Q95ZJ1	reviewed	GALT5_CAEEL	Polypeptide N-acetylgalactosaminyltransferase 5 (pp-GaNTase 5) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5)	gly-5 Y39E4B.12	Caenorhabditis elegans	626
WBGene00000380	P47209	reviewed	TCPE_CAEEL	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)	cct-5 C07G2.3	Caenorhabditis elegans	542
WBGene00015219	Q22885	reviewed	BROX_CAEEL	BRO1 domain-containing protein BROX homolog	B0507.2	Caenorhabditis elegans	427
WBGene00003371	P53014	reviewed	MLE_CAEEL	Myosin, essential light chain (Myosin light chain alkali)	mlc-3 F09F7.2	Caenorhabditis elegans	153
WBGene00007626	Q09251	reviewed	RN121_CAEEL	E3 ubiquitin ligase rnf-121 (EC 2.3.2.27) (RING finger protein 121)	rnf-121 C16C10.5	Caenorhabditis elegans	335
WBGene00004032	P34885	reviewed	KPC1B_CAEEL	Protein kinase C-like 1B (PKC1B) (EC 2.7.11.13)	pkc-1 kin-13 ttx-4 F57F5.5	Caenorhabditis elegans	707
WBGene00004259	Q18990	reviewed	PYR1_CAEEL	Multifunctional protein pyr-1 [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	pyr-1 D2085.1	Caenorhabditis elegans	2198
WBGene00003132	Q9N593	reviewed	CDC27_CAEEL	Cell division cycle protein 27 homolog (Anaphase-promoting complex subunit 3) (Metaphase-to-anaphase transition defect protein 1)	mat-1 apc-3 cdc-27 pod-5 Y110A7A.17	Caenorhabditis elegans	788
WBGene00008117	Q93379	reviewed	GSHR_CAEEL	Glutathione reductase, mitochondrial (GR) (EC 1.8.1.7) (Glutathione disulfide reductase)	gsr-1 C46F11.2	Caenorhabditis elegans	473
WBGene00015129	P34259	reviewed	SDZ1_CAEEL	Skn-1 dependent zygotic transcript 1 protein	sdz-1 B0303.8	Caenorhabditis elegans	239
WBGene00011275	Q22019	reviewed	PSF1_CAEEL	Probable DNA replication complex GINS protein PSF1 (GINS complex subunit 1)	psf-1 R53.6	Caenorhabditis elegans	201
WBGene00020930	H2KZZ2	reviewed	HLH30_CAEEL	Helix-loop-helix protein 30	hlh-30 W02C12.3	Caenorhabditis elegans	524
WBGene00018156	O01763	reviewed	NCBP1_CAEEL	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	ncbp-1 cbp-80 F37E3.1	Caenorhabditis elegans	798
WBGene00014075	Q8I0G4	reviewed	ZDHC4_CAEEL	Zinc finger DHHC domain-containing protein 4	dhhc-4 ZK757.4	Caenorhabditis elegans	403
WBGene00002855	Q11190	reviewed	ETFD_CAEEL	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (ETF-QO) (ETF-ubiquinone oxidoreductase) (EC 1.5.5.1) (Electron-transferring-flavoprotein dehydrogenase) (ETF dehydrogenase) (Lethal protein 721)	let-721 C05D11.12	Caenorhabditis elegans	597
WBGene00016997	Q18909	reviewed	CEBP1_CAEEL	CCAAT/enhancer-binding protein homolog 1	cebp-1 D1005.3	Caenorhabditis elegans	319
WBGene00003602	Q9XTJ4	reviewed	NHR3_CAEEL	Nuclear hormone receptor family member nhr-3	nhr-3 H01A20.1	Caenorhabditis elegans	463
WBGene00010560	Q21230	reviewed	IF2B_CAEEL	Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF2-beta)	eif-2beta iftb-1 K04G2.1	Caenorhabditis elegans	250
WBGene00000444	Q22811	reviewed	HM21_CAEEL	Homeobox protein ceh-21	ceh-21 T26C11.6	Caenorhabditis elegans	495
WBGene00001955	P34474	reviewed	HLH11_CAEEL	Helix-loop-helix protein 11	hlh-11 F58A4.7	Caenorhabditis elegans	431
WBGene00011674	Q27516	reviewed	C13A8_CAEEL	Putative cytochrome P450 CYP13A8 (EC 1.14.-.-)	cyp-13A8 cyp13a8 T10B9.4	Caenorhabditis elegans	509
WBGene00006572	Q17754	reviewed	TIM9_CAEEL	Mitochondrial import inner membrane translocase subunit Tim9	tin-9.1 tim9a tin-9 C06G3.11	Caenorhabditis elegans	90
WBGene00003063	Q95Y89	reviewed	PESC_CAEEL	Pescadillo homolog (Lipid depleted protein 7)	lpd-7 R13A5.12	Caenorhabditis elegans	531
WBGene00013569	Q9XWB9	reviewed	BAT36_CAEEL	BTB and MATH domain-containing protein 36	bath-36 Y75B12B.4	Caenorhabditis elegans	320
WBGene00015156	Q10946	reviewed	C19L2_CAEEL	CWF19-like protein 2 homolog	B0361.2/B0361.1	Caenorhabditis elegans	460
WBGene00001509	Q23424	reviewed	FZO1_CAEEL	Transmembrane GTPase fzo-1 (EC 3.6.5.-)	fzo-1 ZK1248.14	Caenorhabditis elegans	774
WBGene00000480	Q18905	reviewed	CGP1_CAEEL	GTP-binding protein cgp-1	cgp-1 Y38C9A.2	Caenorhabditis elegans	613
WBGene00010012	Q20733	reviewed	SAEG1_CAEEL	Suppressor of activated egl-4 protein 1	saeg-1 F53H10.2	Caenorhabditis elegans	900
WBGene00002276	G5EGA3	reviewed	ANKL1_CAEEL	Ankyrin repeat and LEM domain-containing protein 1 homolog (EC 3.1.-.-) (LEM-domain containing protein 3)	lem-3 rad-1 F42H11.2	Caenorhabditis elegans	704
WBGene00001994	Q8MQ70	reviewed	HIPK_CAEEL	Homeodomain-interacting protein kinase 1 (EC 2.7.11.1)	hpk-1 F20B6.8	Caenorhabditis elegans	846
WBGene00006726	P91302	reviewed	UBL5_CAEEL	Ubiquitin-like protein 5	ubl-5 F46F11.4	Caenorhabditis elegans	73
WBGene00012015	Q17761	reviewed	6PGD_CAEEL	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	T25B9.9	Caenorhabditis elegans	484
WBGene00003968	A0A5S9MMK5	reviewed	FPEB1_CAEEL	FLYWCH-type zinc finger-containing protein peb-1 (Pharyngeal enhancer binding protein peb-1)	peb-1 T14F9.4	Caenorhabditis elegans	443
WBGene00015492	Q17667	reviewed	LNP1_CAEEL	Endoplasmic reticulum junction formation protein lunapark-1 (ER junction formation factor lunapark)	lnp-1 C05E11.1	Caenorhabditis elegans	342
WBGene00006324	G5EFD9	reviewed	ADA10_CAEEL	Disintegrin and metalloproteinase domain-containing protein 10 homolog (ADAM 10 homolog) (EC 3.4.24.81)	sup-17 DY3.7	Caenorhabditis elegans	922
WBGene00006890	Q7YZW5	reviewed	VEM1_CAEEL	Protein vem-1	vem-1 K07E3.8	Caenorhabditis elegans	183
WBGene00000545	Q8IAA9	reviewed	CAN4_CAEEL	Calpain clp-4 (EC 3.4.22.-) (Calpain catalytic domain-containing protein)	clp-4 Y39A3CL.5	Caenorhabditis elegans	716
WBGene00015558	P34310	reviewed	YKR4_CAEEL	Uncharacterized protein C06G4.4	C06G4.4	Caenorhabditis elegans	129
WBGene00004429	Q9BL19	reviewed	RL17_CAEEL	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)	rpl-17 Y48G8AL.8	Caenorhabditis elegans	187
WBGene00020511	Q22505	reviewed	IMMT1_CAEEL	MICOS complex subunit MIC60-1 (Inner mitochondrial membrane protein 1) (Mitofilin homolog 1)	immt-1 T14G11.3	Caenorhabditis elegans	679
WBGene00008682	P54816	reviewed	TBP7_CAEEL	Tat-binding homolog 7 (Lin-48 expression abnormal protein 1)	lex-1 F11A10.1	Caenorhabditis elegans	1291
WBGene00023497	Q27395	reviewed	LI15B_CAEEL	Protein lin-15B (Abnormal cell lineage protein 15B)	lin-15B ZK662.4	Caenorhabditis elegans	1440
WBGene00006923	Q10038	reviewed	VHP1_CAEEL	Tyrosine-protein phosphatase vhp-1 (EC 3.1.3.48) (Vh1 dual specificity phosphatase family protein 1)	vhp-1 F08B1.1	Caenorhabditis elegans	657
WBGene00007625	Q09250	reviewed	SAP18_CAEEL	Probable histone deacetylase complex subunit SAP18 (18 kDa Sin3-associated polypeptide)	C16C10.4	Caenorhabditis elegans	166
WBGene00015099	P41992	reviewed	GGTB2_CAEEL	Probable geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Rab geranyl-geranyltransferase subunit beta) (Rab GG transferase beta) (Rab GGTase beta) (Rab geranylgeranyltransferase subunit beta) (Type II protein geranyl-geranyltransferase subunit beta)	ggtb-1 B0280.1	Caenorhabditis elegans	335
WBGene00002994	P45970	reviewed	LIN5_CAEEL	Spindle apparatus protein lin-5 (Abnormal cell lineage protein 5)	lin-5 T09A5.10	Caenorhabditis elegans	821
WBGene00008775	Q19426	reviewed	MOGS1_CAEEL	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I)	mogs-1 agl-1 F13H10.4	Caenorhabditis elegans	796
WBGene00016682	Q09282	reviewed	YQIB_CAEEL	Uncharacterized protein C45G9.11	C45G9.11	Caenorhabditis elegans	354
WBGene00000229	P46561	reviewed	ATPB_CAEEL	ATP synthase subunit beta, mitochondrial (EC 7.1.2.2)	atp-2 C34E10.6	Caenorhabditis elegans	538
WBGene00014054	Q23571	reviewed	ODB2_CAEEL	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (Dihydrolipoamide branched-chain transacylase E2)	dbt-1 ZK669.4	Caenorhabditis elegans	448
WBGene00004422	Q94300	reviewed	RL111_CAEEL	Large ribosomal subunit protein uL5A (60S ribosomal protein L11-1)	rpl-11.1 T22F3.4	Caenorhabditis elegans	196
WBGene00014219	P34601	reviewed	YO62_CAEEL	Uncharacterized protein ZK1098.2	ZK1098.2	Caenorhabditis elegans	650
