From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q21578	Q21578	reviewed	HHEXH_CAEEL	Homeobox protein HEX homolog pha-2 (Defective pharyngeal development protein 2)	pha-2 M6.3	Caenorhabditis elegans	214
Q09314	Q09314	reviewed	NOP1_CAEEL	Pseudocleavage protein nop-1	nop-1 F25B5.2	Caenorhabditis elegans	759
P34496	P34496	reviewed	MTSS1_CAEEL	Single-stranded DNA-binding protein, mitochondrial	mtss-1 PAR2.1	Caenorhabditis elegans	170
O18141	O18141	reviewed	NHR79_CAEEL	Nuclear hormone receptor family member nhr-79	nhr-79 T26H2.9	Caenorhabditis elegans	463
O61789	O61789	reviewed	EGG5_CAEEL	Inactive protein-tyrosine phosphatase egg-5 (Egg sterile protein 5) (Protein-tyrosine phosphatase-like protein egg-5)	egg-5 R12E2.10	Caenorhabditis elegans	753
K8ERR8	K8ERR8	reviewed	LSY12_CAEEL	Histone acetyltransferase lsy-12 (EC 2.3.1.48)	lsy-12 mys-3 R07B5.9	Caenorhabditis elegans	1585
P91856	P91856	reviewed	SERC_CAEEL	Probable phosphoserine aminotransferase (PSAT) (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase)	F26H9.5	Caenorhabditis elegans	370
Q19642	Q19642	reviewed	ZW10_CAEEL	Centromere/kinetochore protein zw10 homolog	czw-1 F20D12.4	Caenorhabditis elegans	778
Q02332	Q02332	reviewed	PDHK2_CAEEL	Probable [pyruvate dehydrogenase (acetyl-transferring)] kinase, mitochondrial (Pyruvate dehydrogenase kinase) (EC 2.7.11.2)	pdhk-2 ZK370.5	Caenorhabditis elegans	401
O76616	O76616	reviewed	PID3_CAEEL	Protein pid-3 (piRNA biogenesis and chromosome segregation protein 1) (piRNA-induced silencing defective protein 3)	pid-3 pics-1 Y23H5A.3	Caenorhabditis elegans	307
Q966M5	Q966M5	reviewed	MED18_CAEEL	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18)	mdt-18 C55B7.9	Caenorhabditis elegans	232
Q9N2Z7	Q9N2Z7	reviewed	WWP1_CAEEL	E3 ubiquitin-protein ligase wwp-1 (EC 2.3.2.26)	wwp-1 Y65B4BR.4	Caenorhabditis elegans	794
Q21939	Q21939	reviewed	RM49_CAEEL	Large ribosomal subunit protein mL49 (39S ribosomal protein L49, mitochondrial) (L49mt) (MRP-L49)	mrpl-49 R11D1.9	Caenorhabditis elegans	187
Q9N408	Q9N408	reviewed	TIM8_CAEEL	Mitochondrial import inner membrane translocase subunit Tim8	ddp-1 tim-8 Y39A3CR.4	Caenorhabditis elegans	83
P54871	P54871	reviewed	HMCS_CAEEL	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	hmgs-1 F25B4.6	Caenorhabditis elegans	462
Q965G5	Q965G5	reviewed	MAK2_CAEEL	MAP kinase-activated protein kinase mak-2 (MAPK-activated protein kinase mak-2) (EC 2.7.11.1)	mak-2 C44C8.6	Caenorhabditis elegans	366
P34714	P34714	reviewed	SPRC_CAEEL	SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine)	ost-1 sparc C44B12.2	Caenorhabditis elegans	264
Q17569	Q17569	reviewed	DDI1_CAEEL	Protein DDI1 homolog 1 (EC 3.4.23.-)	ddi-1 C01G5.6	Caenorhabditis elegans	389
P52017	P52017	reviewed	CYP10_CAEEL	Peptidyl-prolyl cis-trans isomerase 10 (PPIase 10) (EC 5.2.1.8) (Cyclophilin-10) (Rotamase 10)	cyn-10 cyp-10 B0252.4	Caenorhabditis elegans	161
G5EGU9	G5EGU9	reviewed	SZY20_CAEEL	Suppressor of zyg-1 protein 20	szy-20 pqn-14 C18E9.3	Caenorhabditis elegans	558
Q9N599	Q9N599	reviewed	PSA4_CAEEL	Proteasome subunit alpha type-4 (Proteasome subunit alpha 3)	pas-3 Y110A7A.14	Caenorhabditis elegans	250
Q18212	Q18212	reviewed	DX39B_CAEEL	Spliceosome RNA helicase DDX39B homolog (EC 3.6.4.13) (DEAD box protein UAP56)	hel-1 C26D10.2	Caenorhabditis elegans	425
O45100	O45100	reviewed	ATAT1_CAEEL	Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT 1) (TAT 1) (EC 2.3.1.108) (Mechanosensory abnormality protein 17)	mec-17 F57H12.7	Caenorhabditis elegans	262
Q09601	Q09601	reviewed	NUP35_CAEEL	Nucleoporin NUP35 (35 kDa nucleoporin) (Nuclear pore complex protein Nup53) (Nucleoporin NUP53) (Nucleoporin npp-19)	npp-19 R06F6.5	Caenorhabditis elegans	381
Q9U226	Q9U226	reviewed	TAF12_CAEEL	Transcription initiation factor TFIID subunit 12	taf-12 Y56A3A.4	Caenorhabditis elegans	342
Q9N4Y9	Q9N4Y9	reviewed	ZFPL1_CAEEL	Zinc finger protein-like 1 homolog	Y45G12B.2	Caenorhabditis elegans	309
Q07750	Q07750	reviewed	ADF1_CAEEL	Actin-depolymerizing factor 1, isoforms a/b (Uncoordinated protein 60)	unc-60 C38C3.5	Caenorhabditis elegans	212
Q9XVR6	Q9XVR6	reviewed	OTUBL_CAEEL	Ubiquitin thioesterase otubain-like (EC 3.4.19.12) (Deubiquitinating enzyme otubain-like) (Ubiquitin-specific-processing protease otubain-like)	otub-1 C25D7.8	Caenorhabditis elegans	284
P90916	P90916	reviewed	LIN53_CAEEL	Probable histone-binding protein lin-53 (Abnormal cell lineage protein 53) (Synthetic multivulva protein p48)	lin-53 rba-2 K07A1.12	Caenorhabditis elegans	417
O02115	O02115	reviewed	PCNA_CAEEL	Proliferating cell nuclear antigen (PCNA)	pcn-1 W03D2.4	Caenorhabditis elegans	263
P55954	P55954	reviewed	COX5A_CAEEL	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	cox-5A cco-2 Y37D8A.14	Caenorhabditis elegans	174
Q23270	Q23270	reviewed	TRM1_CAEEL	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216) (tRNA 2,2-dimethylguanosine-26 methyltransferase) (tRNA(guanine-26,N(2)-N(2)) methyltransferase) (tRNA(m(2,2)G26)dimethyltransferase)	trm-1 trm1 ZC376.5	Caenorhabditis elegans	526
G5EFZ1	G5EFZ1	reviewed	GPMI_CAEEL	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (iPGM) (EC 5.4.2.12) (Cofactor-independent phosphoglycerate mutase homolog)	ipgm-1 F57B10.3	Caenorhabditis elegans	539
P49595	P49595	reviewed	PPM1G_CAEEL	Protein phosphatase ppm-1.G (EC 3.1.3.16) (Protein phosphatase 2C isoform gamma homolog) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma homolog)	ppm-1.G F42G9.1	Caenorhabditis elegans	491
Q21568	Q21568	reviewed	NH2L1_CAEEL	NHP2-like protein 1 homolog	M28.5	Caenorhabditis elegans	128
Q18040	Q18040	reviewed	OAT_CAEEL	Probable ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine--oxo-acid aminotransferase)	oatr-1 C16A3.10	Caenorhabditis elegans	422
Q95PJ8	Q95PJ8	reviewed	TM2D3_CAEEL	TM2 domain-containing protein Y66D12A.21	Y66D12A.21	Caenorhabditis elegans	179
P90835	P90835	reviewed	MIF3_CAEEL	MIF-like protein mif-3	mif-3 F13G3.9	Caenorhabditis elegans	146
H2KYE0	H2KYE0	reviewed	NRA4_CAEEL	Nicotinic receptor-associated protein 4	nra-4 C02E11.1	Caenorhabditis elegans	1123
P30648	P30648	reviewed	DCTD_CAEEL	Probable deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase)	ZK643.2	Caenorhabditis elegans	197
Q03609	Q03609	reviewed	CLAP3_CAEEL	Protein CLASP-3	cls-3 ZC84.3	Caenorhabditis elegans	983
P34343	P34343	reviewed	NU133_CAEEL	Nuclear pore complex protein 15 (Nucleoporin npp-15)	npp-15 nup133 C29E4.4	Caenorhabditis elegans	1129
O02100	O02100	reviewed	HOP1_CAEEL	Presenilin hop-1	hop-1 C18E3.8	Caenorhabditis elegans	358
P91253	P91253	reviewed	GST7_CAEEL	Probable glutathione S-transferase 7 (EC 2.5.1.18) (GST class-sigma)	gst-7 F11G11.2	Caenorhabditis elegans	206
P91390	P91390	reviewed	RPN2_CAEEL	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Oligosaccharyl transferase delta subunit) (Ribophorin II) (RPN-II) (Ribophorin-2)	ostd-1 M01A10.3	Caenorhabditis elegans	280
Q95XZ0	Q95XZ0	reviewed	COG4_CAEEL	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)	cogc-4 Y51H7C.6	Caenorhabditis elegans	801
Q20157	Q20157	reviewed	MPU1_CAEEL	Mannose-P-dolichol utilization defect 1 protein homolog	mpdu-1 F38E1.9	Caenorhabditis elegans	242
Q19418	Q19418	reviewed	ZTF2_CAEEL	Zinc finger protein ztf-2	ztf-2 F13G3.1	Caenorhabditis elegans	360
G5EDG2	G5EDG2	reviewed	SMRCD_CAEEL	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog (EC 3.6.4.12)	M03C11.8	Caenorhabditis elegans	989
Q09530	Q09530	reviewed	MOG5_CAEEL	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase mog-5 (EC 3.6.4.13) (Masculinization of germline protein 5) (Sex determination protein mog-5)	mog-5 EEED8.5	Caenorhabditis elegans	1200
Q93561	Q93561	reviewed	DERL1_CAEEL	Derlin-1 (Coelomocyte uptake defective protein 2) (DER1-like protein 1) (cDerlin-1)	cup-2 der-1 F25D7.1	Caenorhabditis elegans	245
Q9U3G6	Q9U3G6	reviewed	YPL1_CAEEL	Protein yippee-like F37A8.5	F37A8.5	Caenorhabditis elegans	137
Q18221	Q18221	reviewed	SET1_CAEEL	Histone-lysine N-methyltransferase set-2 (EC 2.1.1.354) (SET domain-containing protein 2)	set-2 C26E6.9	Caenorhabditis elegans	1507
Q04908	Q04908	reviewed	PSMD3_CAEEL	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit rpn-3)	rpn-3 C30C11.2	Caenorhabditis elegans	504
Q95R14	Q95R14	reviewed	ZHP1_CAEEL	Zip homologous protein 1	zhp-1 F55A12.10	Caenorhabditis elegans	220
Q9BKS0	Q9BKS0	reviewed	AT5G_CAEEL	ATP synthase c subunit (ATP synthase lipid-binding protein, mitochondrial) (ATPase protein 9) (ATPase subunit c)	Y82E9BR.3	Caenorhabditis elegans	116
Q23280	Q23280	reviewed	DAF41_CAEEL	Co-chaperone protein daf-41 (Abnormal dauer formation protein daf-41) (p23/cytosolic prostaglandin E synthase 3 homolog)	daf-41 p23 ZC395.10	Caenorhabditis elegans	175
O45766	O45766	reviewed	CWC15_CAEEL	Spliceosome-associated protein CWC15 homolog	cwc-15 T10C6.5	Caenorhabditis elegans	230
Q17802	Q17802	reviewed	CPG1_CAEEL	Chondroitin proteoglycan 1 (Cell junction protein 1) (Cytokinesis protein cej-1)	cpg-1 cej-1 C07G2.1	Caenorhabditis elegans	584
P34318	P34318	reviewed	SET3_CAEEL	SET domain-containing protein 3 (EC 2.1.1.-)	set-3 C07A9.7	Caenorhabditis elegans	465
Q9NDC9	Q9NDC9	reviewed	LIS1_CAEEL	Lissencephaly-1 homolog (Pronuclear migration abnormal protein 1)	lis-1 pnm-1 T03F6.5	Caenorhabditis elegans	404
Q21121	Q21121	reviewed	MCU_CAEEL	Calcium uniporter protein, mitochondrial (cMCU)	mcu-1 K02B2.3	Caenorhabditis elegans	333
Q9TXP3	Q9TXP3	reviewed	MTMR5_CAEEL	Myotubularin-related protein 5 (Inactive phosphatidylinositol 3-phosphatase 5)	mtm-5 H28G03.6	Caenorhabditis elegans	1744
P52012	P52012	reviewed	PPIL2_CAEEL	Peptidyl-prolyl cis-trans isomerase 4 (PPIase 4) (EC 2.3.2.27) (EC 5.2.1.8) (Cyclophilin mog-6) (Cyclophilin-4) (Masculinization of germline protein 6) (RING-type E3 ubiquitin transferase isomerase 4) (Rotamase 4)	cyn-4 cyp-4 mog-6 F59E10.2	Caenorhabditis elegans	523
Q9BKR0	Q9BKR0	reviewed	NAT9_CAEEL	N-acetyltransferase 9-like protein (EC 2.3.1.-)	Y67D2.5	Caenorhabditis elegans	202
Q9U3H8	Q9U3H8	reviewed	TAPT1_CAEEL	Protein TAPT1 homolog	F26F2.7	Caenorhabditis elegans	712
O02655	O02655	reviewed	DCAM_CAEEL	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]	smd-1 samdc F47G4.7	Caenorhabditis elegans	368
O61397	O61397	reviewed	GALT7_CAEEL	Probable N-acetylgalactosaminyltransferase 7 (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase 7) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 7) (pp-GaNTase 7)	gly-7 Y46H3A.6	Caenorhabditis elegans	601
Q23680	Q23680	reviewed	VATF_CAEEL	Probable V-type proton ATPase subunit F (V-ATPase subunit F) (Vacuolar proton pump subunit F)	vha-9 ZK970.4	Caenorhabditis elegans	121
P34384	P34384	reviewed	RM44_CAEEL	Large ribosomal subunit protein mL44 (Mitochondrial large ribosomal subunit protein mrpl-44) (Ribosomal protein L44, mitochondrial)	mrpl-44 F02A9.4	Caenorhabditis elegans	394
Q19857	Q19857	reviewed	PPR37_CAEEL	Protein phosphatase 1 regulatory subunit 37 homolog	F28C1.3	Caenorhabditis elegans	944
G5EGK6	G5EGK6	reviewed	DIN1_CAEEL	Daf-12-interacting protein 1	din-1 F07A11.6	Caenorhabditis elegans	2407
Q22002	Q22002	reviewed	MAB10_CAEEL	NAB transcription cofactor mab-10 (Protein male abnormal 10)	mab-10 R166.1	Caenorhabditis elegans	582
C6KRN1	C6KRN1	reviewed	SAO1_CAEEL	Suppressor of aph-1	sao-1 R10D12.14	Caenorhabditis elegans	245
P91318	P91318	reviewed	RRP15_CAEEL	RRP15-like protein	F53E10.6	Caenorhabditis elegans	191
Q22557	Q22557	reviewed	SPRTN_CAEEL	DNA-dependent metalloprotease dvc-1 (EC 3.4.24.-) (DNA damage protein targeting VCP) (DVC1) (Protein with SprT-like domain at the N terminus) (Spartan)	dvc-1 T19B10.6	Caenorhabditis elegans	368
P45896	P45896	reviewed	SMA3_CAEEL	Dwarfin sma-3 (MAD protein homolog 2)	sma-3 cem-2 R13F6.9	Caenorhabditis elegans	393
P53596	P53596	reviewed	SUCA_CAEEL	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucl-1 C05G5.4	Caenorhabditis elegans	322
P34398	P34398	reviewed	YLU4_CAEEL	Uncharacterized protein F10E9.4	F10E9.4	Caenorhabditis elegans	262
O44410	O44410	reviewed	RRP8_CAEEL	Ribosomal RNA-processing protein 8 (EC 2.1.1.-)	T07A9.8	Caenorhabditis elegans	343
Q09458	Q09458	reviewed	YQ37_CAEEL	Uncharacterized protein C09F5.7	C09G5.7	Caenorhabditis elegans	395
Q94071	Q94071	reviewed	LIPB_CAEEL	Liprin-beta homolog (LAR-interacting protein beta)	hlb-1 T21H8.1	Caenorhabditis elegans	1004
Q9N5R9	Q9N5R9	reviewed	SPT16_CAEEL	FACT complex subunit spt-16 (Facilitates chromatin transcription complex subunit spt-16)	spt-16 F55A3.3	Caenorhabditis elegans	1030
Q9N5X6	Q9N5X6	reviewed	ODD2_CAEEL	Protein odd-skipped-related 2	odd-2 C34H3.2	Caenorhabditis elegans	254
A8WFJ9	A8WFJ9	reviewed	ETS4_CAEEL	Transcription factor ets-4	ets-4 F22A3.1	Caenorhabditis elegans	437
K8FE10	K8FE10	reviewed	SYT2_CAEEL	Synaptotagmin 2	snt-2 F42G9.7	Caenorhabditis elegans	369
H2KZK4	H2KZK4	reviewed	DESI1_CAEEL	Desumoylating isopeptidase 1 homolog (DeSI-1) (EC 3.4.-.-) (Polyubiquitinated substrate transporter) (POST)	F36D4.5	Caenorhabditis elegans	334
Q95Q62	Q95Q62	reviewed	IP3KH_CAEEL	Inositol-trisphosphate 3-kinase homolog (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase homolog) (IP3 3-kinase) (IP3K) (InsP 3-kinase) (let-23 fertility effector 2)	lfe-2 C46H11.4	Caenorhabditis elegans	494
Q9XVP0	Q9XVP0	reviewed	RS15_CAEEL	Small ribosomal subunit protein uS19 (40S ribosomal protein S15)	rps-15 F36A2.6	Caenorhabditis elegans	151
P34549	P34549	reviewed	YNJ5_CAEEL	Uncharacterized protein R10E11.5	R10E11.5	Caenorhabditis elegans	444
Q20497	Q20497	reviewed	MED12_CAEEL	Mediator of RNA polymerase II transcription subunit 12 (CeTRAP230) (Mediator complex subunit 12) (Protein dumpy-22)	dpy-22 mdt-12 psa-6 sop-1 F47A4.2	Caenorhabditis elegans	3498
O02101	O02101	reviewed	SWIC2_CAEEL	SWI/SNF chromatin-remodeling accessory subunit 2	swsn-2.2 C18E3.2	Caenorhabditis elegans	449
G5EGI7	G5EGI7	reviewed	ZIG1_CAEEL	Zwei Ig domain protein zig-1 (2 Ig domain protein zig-1)	zig-1 K10C3.3	Caenorhabditis elegans	265
G5ECD6	G5ECD6	reviewed	CHS1_CAEEL	Chitin synthase chs-1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-1)	chs-1 T25G3.2	Caenorhabditis elegans	1322
Q5CZ37	Q5CZ37	reviewed	FITM2_CAEEL	Acyl-coenzyme A diphosphatase FITM2 (EC 3.6.1.-) (FIT family protein fitm-2) (Fat storage-inducing transmembrane homolog 2) (Fat storage-inducing transmembrane protein 2) (Fat-inducing protein 2)	fitm-2 fit2 fitm2 ZK265.9	Caenorhabditis elegans	283
O44757	O44757	reviewed	LIN59_CAEEL	Probable histone-lysine N-methyltransferase lin-59 (EC 2.1.1.-) (Abnormal cell lineage protein 59)	lin-59 T12F5.4	Caenorhabditis elegans	1312
G5ECC7	G5ECC7	reviewed	UBP48_CAEEL	Ubiquitin carboxyl-terminal hydrolase usp-48 (EC 3.4.19.12) (Ubiquitin-specific protease 48)	usp-48 F30A10.10	Caenorhabditis elegans	1264
P34613	P34613	reviewed	YOG4_CAEEL	Uncharacterized protein ZK112.4	ZK112.4	Caenorhabditis elegans	100
A0FLQ6	A0FLQ6	reviewed	DPOLQ_CAEEL	DNA polymerase theta (EC 2.7.7.7)	polq-1 W03A3.2	Caenorhabditis elegans	1603
Q18726	Q18726	reviewed	CIA30_CAEEL	Probable complex I intermediate-associated protein 30, mitochondrial (NADH ubiquinone oxidoreductase assembly factor 1)	nuaf-1 C50B8.3	Caenorhabditis elegans	340
O17071	O17071	reviewed	PRS10_CAEEL	Probable 26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit rpt-4) (Proteasome regulatory particle ATPase-like protein 4)	rpt-4 F23F1.8	Caenorhabditis elegans	406
Q21454	Q21454	reviewed	RM35_CAEEL	Large ribosomal subunit protein bL35m (39S ribosomal protein L35, mitochondrial) (L35mt) (MRP-L35)	mrpl-35 M01F1.6	Caenorhabditis elegans	158
P91863	P91863	reviewed	AEX5_CAEEL	Endoprotease aex-5 (EC 3.4.21.-) (Subtilisin-like protease)	aex-5 kpc-3 F32A7.6	Caenorhabditis elegans	537
Q10022	Q10022	reviewed	PLP12_CAEEL	Phospholipid phosphatase homolog 1.2 homolog (EC 3.1.3.-)	plpp-1.2 T28D9.3	Caenorhabditis elegans	341
P52009	P52009	reviewed	CYP1_CAEEL	Peptidyl-prolyl cis-trans isomerase 1 (PPIase 1) (EC 5.2.1.8) (Cyclophilin-1) (Rotamase 1)	cyn-1 cyp-1 Y49A3A.5	Caenorhabditis elegans	192
P34808	P34808	reviewed	KTNA1_CAEEL	Meiotic spindle formation protein mei-1 (EC 5.6.1.1) (Katanin p60 ATPase-containing subunit A1) (Katanin p60 subunit A1) (p60 katanin)	mei-1 T01G9.5	Caenorhabditis elegans	472
G5EBX3	G5EBX3	reviewed	CYL1_CAEEL	Cyclin L homolog cyl-1	cyl-1 C52E4.6	Caenorhabditis elegans	480
P30643	P30643	reviewed	YNE4_CAEEL	Uncharacterized protein R08D7.4	R08D7.4	Caenorhabditis elegans	371
G5EED4	G5EED4	reviewed	NIPI3_CAEEL	Protein nipi-3 (No induction of peptide after drechmeria infection protein 3) (Tribbles homolog nipi-3)	nipi-3 K09A9.1	Caenorhabditis elegans	655
Q9XTB5	Q9XTB5	reviewed	LEM2_CAEEL	LEM protein 2 (Ce-MAN1) (MAN1 homolog)	lem-2 W01G7.5	Caenorhabditis elegans	500
Q09285	Q09285	reviewed	AKAP1_CAEEL	KH domain-containing protein akap-1	akap-1 C56G2.1	Caenorhabditis elegans	867
Q09581	Q09581	reviewed	LEC3_CAEEL	32 kDa beta-galactoside-binding lectin lec-3 (32 kDa GBP)	lec-3 ZK892.1	Caenorhabditis elegans	297
Q20619	Q20619	reviewed	EFL3_CAEEL	Transcription factor efl-3 (E2F-like family member 3)	efl-3 F49E12.6	Caenorhabditis elegans	600
G5EBR3	G5EBR3	reviewed	GLUCL_CAEEL	Glutamate-gated chloride channel alpha (Avermectin-sensitive glutamate-gated chloride channel GluCl alpha) (GluCl alpha)	glc-1 F11A5.10	Caenorhabditis elegans	461
Q9XXM8	Q9XXM8	reviewed	NHR68_CAEEL	Nuclear hormone receptor family member nhr-68	nhr-68 H12C20.3	Caenorhabditis elegans	385
Q95Q11	Q95Q11	reviewed	RT07_CAEEL	Small ribosomal subunit protein uS7m (28S ribosomal protein S7, mitochondrial) (MRP-S7) (S7mt)	mrps-7 Y57G11C.34	Caenorhabditis elegans	222
G5EDQ9	G5EDQ9	reviewed	ZIG2_CAEEL	Zwei Ig domain protein zig-2 (2 Ig domain protein zig-2)	zig-2 F42F12.2	Caenorhabditis elegans	238
Q09522	Q09522	reviewed	DIM1_CAEEL	Probable dimethyladenosine transferase (EC 2.1.1.183) (Probable 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase) (Probable 18S rRNA dimethylase) (Probable S-adenosylmethionine-6-N',N'-adenosyl(rRNA) dimethyltransferase)	E02H1.1	Caenorhabditis elegans	308
Q9Y0V2	Q9Y0V2	reviewed	T10B_CAEEL	Mitochondrial import inner membrane translocase subunit Tim10B (Mitochondrial import inner membrane translocase subunit Tim9B) (Tim-10b) (Tim10b)	tin-9.2 tim-9b B0564.1	Caenorhabditis elegans	111
Q9XVK5	Q9XVK5	reviewed	UBC12_CAEEL	NEDD8-conjugating enzyme ubc-12 (EC 2.3.2.34) (NEDD8 carrier protein) (Ubiquitin-conjugating enzyme E2 12)	ubc-12 R09B3.4	Caenorhabditis elegans	180
P32743	P32743	reviewed	YNH5_CAEEL	Uncharacterized protein R107.5	R107.5	Caenorhabditis elegans	274
P34537	P34537	reviewed	BRE1_CAEEL	E3 ubiquitin-protein ligase bre-1 (EC 2.3.2.27) (RING finger protein rfp-1) (RING-type E3 ubiquitin transferase bre-1)	rfp-1 bre-1 R05D3.4	Caenorhabditis elegans	837
P34305	P34305	reviewed	RHA2_CAEEL	Putative ATP-dependent RNA helicase rha-2 (EC 3.6.4.13)	rha-2 C06E1.10	Caenorhabditis elegans	1148
G5EEI8	G5EEI8	reviewed	CHRD1_CAEEL	Cysteine and histidine-rich domain-containing protein 1 (CHORD domain-containing protein 1) (CHORD-containing protein 1) (Protein CHORD)	chp-1 chp Y110A7A.13	Caenorhabditis elegans	321
G5EBI4	G5EBI4	reviewed	CEEH1_CAEEL	Epoxide hydrolase 1 (EC 3.3.2.10) (CEEH1)	ceeh-1 K02F3.6	Caenorhabditis elegans	404
P91349	P91349	reviewed	SPD5_CAEEL	Spindle-defective protein 5	spd-5 F56A3.4	Caenorhabditis elegans	1198
P34313	P34313	reviewed	BUD31_CAEEL	Protein BUD31 homolog (Protein G10 homolog)	bud-31 C07A9.2	Caenorhabditis elegans	147
Q20296	Q20296	reviewed	HDA6_CAEEL	Histone deacetylase 6 (EC 3.5.1.98)	hda-6 F41H10.6	Caenorhabditis elegans	955
Q965I4	H2L0N3	reviewed	ZIP4_CAEEL	Transcription factor zip-4	zip-4 Y44E3B.1	Caenorhabditis elegans	318
Q9XTT9	Q9XTT9	reviewed	PRS8_CAEEL	26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit rpt-6) (Proteasome regulatory particle ATPase-like protein 6)	rpt-6 Y49E10.1	Caenorhabditis elegans	416
O17581	O17581	reviewed	SCC4_CAEEL	Maternal uncoordinated protein 2 (Cohesin loading complex subunit SCC4 homolog)	mau-2 C09H6.3	Caenorhabditis elegans	593
Q95QQ2	Q95QQ2	reviewed	TPC13_CAEEL	Probable trafficking protein particle complex subunit 13 homolog	C56C10.7	Caenorhabditis elegans	401
O45499	O45499	reviewed	RS26_CAEEL	Small ribosomal subunit protein eS26 (40S ribosomal protein S26)	rps-26 F39B2.6	Caenorhabditis elegans	117
Q20924	Q20924	reviewed	SUN1_CAEEL	Sun domain-containing protein 1	sun-1 mtf-1 F57B1.2	Caenorhabditis elegans	473
Q22712	Q22712	reviewed	MTMR3_CAEEL	Myotubularin-related protein 3 (ceMTM3) (EC 3.1.3.48) (Myotubularin homologous protein 1) (ceMTMH1) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	mtm-3 T24A11.1	Caenorhabditis elegans	1006
P46562	P46562	reviewed	AL7A1_CAEEL	Putative aldehyde dehydrogenase family 7 member A1 homolog (EC 1.2.1.3) (ALH-9)	alh-9 F01F1.6	Caenorhabditis elegans	531
O18178	O18178	reviewed	2A51_CAEEL	Serine/threonine-protein phosphatase 2A regulatory subunit pptr-1 (Serine/threonine-protein phosphatase 2A 56kDa regulatory subunit pptr-1) (Serine/threonine-protein phosphatase 2A regulatory subunit B' pptr-1)	pptr-1 W08G11.4	Caenorhabditis elegans	542
Q27520	Q27520	reviewed	C13A1_CAEEL	Putative cytochrome P450 CYP13A1 (EC 1.14.-.-)	cyp-13A1 cyp13a1 T10B9.8	Caenorhabditis elegans	519
Q95XQ8	Q95XQ8	reviewed	MCM4_CAEEL	DNA replication licensing factor mcm-4 (EC 3.6.4.12)	mcm-4 let-358 lin-6 Y39G10AR.14	Caenorhabditis elegans	823
Q22472	Q22472	reviewed	RIC3_CAEEL	Resistance to inhibitors of cholinesterase protein 3	ric-3 des-5 T14A8.1	Caenorhabditis elegans	378
Q9BKU4	Q9BKU4	reviewed	PHB1_CAEEL	Mitochondrial prohibitin complex protein 1 (Prohibitin-1)	phb-1 Y37E3.9	Caenorhabditis elegans	275
O45319	O45319	reviewed	TIM13_CAEEL	Mitochondrial import inner membrane translocase subunit tim-13	tin-13 tim-13 DY3.1	Caenorhabditis elegans	108
Q9U2R0	Q9U2R0	reviewed	BIN3D_CAEEL	Probable RNA methyltransferase Y17G7B.18 (EC 2.1.1.-)	Y17G7B.18	Caenorhabditis elegans	378
O44169	O44169	reviewed	PUF7_CAEEL	Pumilio domain-containing protein 7	puf-7 B0273.2	Caenorhabditis elegans	485
Q9U2A8	Q9U2A8	reviewed	RL37A_CAEEL	Large ribosomal subunit protein eL43 (60S ribosomal protein L37a)	rpl-43 rpl-37a Y48B6A.2	Caenorhabditis elegans	91
