id	locus	title	strain	description	mw	pI	proteinLength	geneLength	function	product	essential	ec	synonyms	outlinks->bsu	outlinks->bsupath	outlinks->uniprot	outlinks->subtilist	Gene->Coordinates	cog
43CAF09C837C662E02FBD632D420C7A1109F29F3	BSU_23030	ypbB	168	unknown	40.5515	9.15	352	1059	unknown	unknown	no	null	ypbB	BSU_23030	ypbB_2408405_2409463_-1	P50728	gene_detail+BG11429	2,408,405  2,409,463	COG4955
43CD2581DA421CABC66E30389640CC86E6B2D800	BSU_23850	zwf	168	glucose 6-phosphate dehydrogenase, pentose-phosphate pathway	55.492	5.28	489	1470	initiation of the pentose phosphate pathway	glucose 6-phosphate dehydrogenase	no	1.1.1.49	zwf, yqjJ	BSU_23850	zwf_2479156_2480625_1	P54547	gene_detail+BG11739	2,479,156  2,480,625	COG0364
43CD556065D2EF14365C78E014B7B2051CA0C78F	BSU_19560	mhqD	168	may be involved in protection against methyl-hydroquinone	22.2868	5.62	200	603	may be involved in protection against methyl-hydroquinone	unknown	no		mhqD, yodD	BSU_19560	yodD_2128464_2129066_-1	O34842	gene_detail+BG13533	2,128,464  2,129,066	COG0400
43CFA3477B4EEB4CE0B2DF63ED2B5EDB171E79C7	BSU_01010	nusG	168	transcription termination and pausing factor, stabilizes a sequence-dependent pause at the point of termination, which extends the time frame for RNA hairpins with weak terminal base pairs to form	19.9815	5.25	177	534	transcription	sequence-specific RNA polymerase termination factor	no		nusG	BSU_01010	nusG_117890_118423_1	Q06795	gene_detail BG10162	117,890  118,423	COG0250
43DF8BE58FC4C62D3DBC071BCC84EC6EE91CCA69	new_1640646_1640719	S571	168	new RNA feature, 5'UTR of yloC	0	0		74		5'UTR of yloC		null	S571	new_1640646_1640719	S571_1640646_1640719_1			1,640,646 → 1,640,719	
43E088B93BBAA9FC58F4FF3CA00C0DDA82D23224	BSU_05510	ydfQ	168	similar to thioredoxin	12.8552	7.22	112	339	unknown	unknown	no		ydfQ	BSU_05510	ydfQ_598729_599067_1	P96695	gene_detail+BG12164	598,729  599,067	COG3118
44014896157718D3A6190DFDBD663C5CB9DA63FC	BSU_05820	gmuA	168	glucomannan-specific permease of the [wiki|phosphotransferase systems|phosphotransferase system], EIIA of the [[category|SW.1.2.2|PTS]]	12.2103	5.63	110	333	glucomannan uptake and phosphorylation	glucomannan-specific lichenan-specific [[category|SW.1.2.2|PTS]], EIIA component	no		gmuA, ydhN	BSU_05820	gmuA_626933_627265_1	O05506	gene_detail+BG12191	626,933  627,265	COG1447
4404C53AD3EDD5CAB4FBD0F65D4715580F280B7C	new_4068171_4068967	S1523	168	new RNA feature, 3'UTR of yxeB	0	0		797		3'UTR of yxeB		null	S1523	new_4068171_4068967	S1523_4068171_4068967_1			4,068,171 → 4,068,967	
440E24C24D7B12175A839D7DC310339DF75BCB09	BSU_14460	ykpC	168	unknown	4.3732	12.19	44	135	unknown	unknown	no		ykpC	BSU_14460	ykpC_1516339_1516473_-1	Q45492	gene_detail+BG11812	1,516,339  1,516,473	
441DCE4251C83FCBB01BC58720900365BFE7BB3D	BSU_23750	yqjT	168	unknown	15.0549	7.79	128	387	unknown	unknown	no		yqjT	BSU_23750	yqjT_2468159_2468545_-1	P54557	gene_detail+BG11749	2,468,159  2,468,545	COG0346
4423383A3F6DAFDFA210F4BEEF7D8CBEC674DCEA	BSU_39630	yxdM	168	[wiki|ABC transporter] (permease)	70.3513	9.27	622	1869	export of toxic peptides	[wiki|ABC transporter] (permease)	no		yxdM	BSU_39630	yxdM_4068550_4070418_-1	P42424	gene_detail+BG11129	4,068,550  4,070,418	COG0577
44257D0FE03E3BC5B160BE70810EADFE3DA2C4F7	BSU_29980	ytjP	168	similar to metallopeptidase	50.8869	4.66	463	1392	unknown	unknown	no		ytjP	BSU_29980	ytjP_3067420_3068811_-1	O34944	gene_detail+BG13867	3,067,420  3,068,811	COG0624
442B65B46DBF5070F4DCD6DA9014C8A8927EF726	BSU_18690	yoaP	168	unknown	28.7045	7.81	251	756	unknown	unknown	no		yoaP	BSU_18690	yoaP_2039610_2040365_-1	O34983	gene_detail+BG13486	2,039,610  2,040,365	COG1246
44311838634FB408FD924B043421970D27CEA4DE	new_495406_495699_c	S148	168	new RNA feature, 3'UTR of ydbD	0	0		294		3'UTR of ydbD		null	S148	new_495406_495699_c	S148_495406_495699_-1			495,406 → 495,699	
443952100E401948E7E2FAC91D03590763752074	new_2882791_2882902_c	S1066	168	new RNA feature, 5'UTR of lonA	0	0		112		5'UTR of lonA		null	S1066	new_2882791_2882902_c				2,882,791 → 2,882,902	
44410294CBCE1538713D73DD14B207E0016A9A0F	new_2349590_2349664	S849	168	new RNA feature, independent transcript	0	0		75		independent transcript		null	S849	new_2349590_2349664	S849_2349590_2349664_1			2,349,590 → 2,349,664	
4442AB5BE9FA66708C73CC14D17AF3BB2E62C40A	new_671929_671993	S221	168	new RNA feature, intergenic region	0	0		65		intergenic region		null	S221	new_671929_671993	S221_671929_671993_1			671,929 → 671,993	
446163C3E25FD5E864D543BAA21E659739A8A18D	new_1439340_1439447	S494	168	new RNA feature, intergenic region	0	0		108		intergenic region		null	S494	new_1439340_1439447	S494_1439340_1439447_1			1,439,340 → 1,439,447	
446A0321C0FA7E1CDEAA5A4495046A8C75634E77	BSU_tRNA_40	trnD-Gln	168	null	0	0		72	translation	transfer RNA-Gln	no	null	trnD-Gln, trnR	BSU_tRNA_40			gene_detail+BG00059		
447D12E940C7F45B6C5015844F9DED9D513CD6E5	BSU_06450	purC	168	phosphoribosylaminoimidazole succinocarboxamide synthase	27.311	4.88	241	726	purine biosynthesis	phosphoribosylaminoimidazole succinocarboxamide synthase	no	6.3.2.6	purC	BSU_06450	purC_701601_702326_1	P12046	gene_detail BG10703	701,601 702,326	COG0152
44825AD8B5F44A2E5F58233D28A56785BC7D8F31	new_3420519_3421486	S1279	168	new RNA feature, independent transcript	0	0		968		independent transcript		null	S1279	new_3420519_3421486	S1279_3420519_3421486_1			3,420,519 → 3,421,486	
448375DF74EB0482A6CD1ACFE04D117C1319E2B2	BSU_22850	seaA	168	involved in spore envelope assembly	32.7786	6.24	297	894	involved in spore envelope assembly	unknown	no	null	seaA, yphB	BSU_22850	seaA_2391861_2392754_-1	P50742	gene_detail+BG11442	2,391,861  2,392,754	
449EEBF33F52B461F244331ACD140E68CF64EE7C	BSU_24480	yqhR	168	unknown	20.0154	5.88	178	537	unknown	unknown	no	null	yqhR	BSU_24480	yqhR_2540288_2540824_-1	P54516	gene_detail+BG11706	2,540,288  2,540,824	
44A3E2C7F03295D52FA99F6119A7103174DEEBDE	BSU_06038	ydzT/5	168	putative integrase (fragment), N-terminal part of YdzT	0	0	101	306	unknown	unknown	-	null	ydzT/5	BSU_06038				652,713  653,018	
44AF5D90DD090ABCFE003F9A85AB0FD3F60CF051	new_600907_601740_c	S195	168	new RNA feature, intergenic region	0	0		834		intergenic region		null	S195	new_600907_601740_c	S195_600907_601740_-1			600,907 → 601,740	
44B3FCDBCF76EE0AD2E3D7FA38C899A4799D0F4D	BSU_12815	spoIISC	168	anti-toxin to [[protein|CD14C88E9976964A0D25BAA22C395A5A6951654D]]	0	0	45	138		antitoxin			spoIISC, S458	new_1348200_1348403_c				1,348,219 1,348,356	
44B6766C6C2FB4BFA4B9B1F147D2A5044317EA74	new_3979408_3979516_c	S1487	168	new RNA feature, 5'UTR of cydA	0	0		109		5'UTR of cydA		null	S1487	new_3979408_3979516_c				3,979,408 → 3,979,516	
44D4CE353E1E532664A508CBE8B49AC8BB861B53	BSU_01030	rplA	168	ribosomal protein uL1	24.7749	9.73	232	699	translation	ribosomal protein L1 (uL1)	no		rplA	BSU_01030	rplA_119111_119809_1	Q06797	gene_detail BG10164	119,111  119,809	COG0081
44DF1B7E476AD58B3CCC39300FFE0132D0D32AD0	BSU_18450	gltA	168	large subunit of glutamate synthase, controls [[protein|C36C8C9EEDCAD392D9BEC9728A1E0CBFF2F4E790]] activity	168.613	5.47	1520	4563	glutamate biosynthesis and control of glutamate degradation	glutamate synthase (large subunit)	no	1.4.1.13	gltA	BSU_18450	gltA_2010070_2014632_-1	P39812	gene_detail BG10811	2,010,070  2,014,632	COG0070
44F35D8FCD5F13735783FCE17C2E3B3313BA8BD6	new_2798090_2798150_c	S1039	168	new RNA feature, 5'UTR of yrzL	0	0		61		5'UTR of yrzL		null	S1039	new_2798090_2798150_c				2,798,090 → 2,798,150	
44F3EC89F49384E0FC79BDE56FD267831188967B	new_2826743_2826818_c	S1046	168	new RNA feature, 5'UTR of yrvC	0	0		76		5'UTR of yrvC		null	S1046	new_2826743_2826818_c				2,826,743 → 2,826,818	
450DFD2A013EC8E0DE907B96D3E60B173D494BA3	new_3733968_3734142_c	S1397	168	new RNA feature, 5'UTR of ywzD	0	0		175		5'UTR of ywzD		null	S1397	new_3733968_3734142_c				3,733,968 → 3,734,142	
450E788FE3CFE321D170C2BC84A81449EFAC2A82	new_4215437_4215505_c	S1582	168	new RNA feature, 5'UTR of rpmH	0	0		69		5'UTR of rpmH		null	S1582	new_4215437_4215505_c				4,215,437 → 4,215,505	
451F980456F486004CBF63887257BADE6968376E	new_2715533_2715718_c	S996	168	new RNA feature, intergenic region	0	0		186		intergenic region		null	S996	new_2715533_2715718_c				2,715,533 → 2,715,718	
45229A538D5124B60CE05DDC8699B9BC3D5AD9FF	BSU_29220	ytsJ	168	bifunctional malic/malolactic enzyme	43.5057	5.05	410	1233	malate utilization, balancing of the NADPH pool	bifunctional malic/malolactic enzyme	no	1.1.1.38	ytsJ	BSU_29220	ytsJ_2989900_2991132_-1	O34962	gene_detail BG13922	2,989,900 2,991,132	COG0281
453C8678A79F511CDF87F8CD64C90A5EF8E2DF54	BSU_tRNA_6	trnO-Ala	168	tRNA-Ala	0	0		76	translation	transfer RNA-Ala	no	null	trnO-Ala	BSU_tRNA_6			gene_detail+BG00007		
45438A54D3B3D6F1781CB86BB6E78FB088DBAF97	BSU_05220	ydeJ	168	unknown	24.2067	4.58	219	660	unknown	unknown	no	null	ydeJ	BSU_05220	ydeJ_569290_569949_-1	P96667	gene_detail+BG12137	569,290  569,949	
456AF184261976FAA73359E81443F7035F457D07	BSU_03350	yciB	168	putative L,D-transpeptidase	21.9363	6.18	194	585	unknown	putative L,D-transpeptidase	no		yciB	BSU_03350	yciB_365170_365754_1	C0SP99	gene_detail+BG12020	365,170  365,754	COG1376
4583EA9A4DF9F9EC054437CFB1C3849EA7BD49FA	BSU_38230	ywcB	168	unknown	11.5762	9.94	102	309	unknown	unknown	no	null	ywcB, ipa-32r	BSU_38230	ywcB_3923920_3924228_1	P39600	gene_detail+BG10578	3,923,920  3,924,228	COG3162
458406A4E6824C24493CFC19718F10720AA3B453	BSU_12560	xpf	168	PBSX phage RNA polymerase sigma factor	19.9465	8.08	169	510	transcription of PBSX prophage genes	PBSX prophage RNA polymerase sigma factor	no	null	xpf, pcf, ykxE	BSU_12560	xpf_1324471_1324980_1	P39784	gene_detail+BG10998	1,324,471  1,324,980	COG1595
458E967052D1093A0F48AE0E6B6CCA0F52EAC44D	BSU_14590	pdhB	168	pyruvate dehydrogenase (E1 beta subunit)	35.3197	4.55	325	978	links glycolysis and TCA cycle	pyruvate dehydrogenase (E1 beta subunit)	no	1.2.4.1	pdhB	BSU_14590	pdhB_1529445_1530422_1	P21882	gene_detail BG10208	1,529,445 1,530,422	COG0022
4591A235A80605E546EBC187038A6B88C129ADC9	BSU_10900	yisY	168	spore coat protein, similar to chloride peroxidase	30.408	6.89	268	807	protection of the spore	spore coat protein	no		yisY	BSU_10900	yisY_1169043_1169849_1	O06734	gene_detail+BG13104	1,169,043  1,169,849	COG0596
459BF8238A1429DCBF87A2ED27D49098315D22E1	BSU_26400	yrkS	168	unknown	6.267	9.57	54	165	unknown	unknown	no	null	yrkS	BSU_26400	yrkS_2701979_2702143_-1	P54446	gene_detail+BG11785	2,701,979  2,702,143	
459ED28A98F4EC7E8A9016C742DC8EB5C26B5E65	BSU_38499	ywzH	168	unknown	5.9	7.899	49	150	unknown	unknown	-		ywzH	BSU_38499	ywzH_3952108_3952257_1	C0H3T3		3,952,108  3,952,257	
45AFD434F5262BFBE4ED6DF3D18DAED61FF317D1	BSU_36230	ugd	168	UDP-glucose dehydrogenase	47.62	5.03	440	1323	unknown	UDP-glucose dehydrogenase	no	1.1.1.22	ugd, ywqF	BSU_36230	ywqF_3729488_3730810_-1	P96718	gene_detail+BG12510	3,729,488  3,730,810	COG1004
45C61C1584A851676F15A2249F3F1092863C5AA5	BSU_32880	mdtP	168	multidrug-efflux transporter	57.7752	9.84	541	1626	multidrug resistance	multidrug-efflux transporter	no		mdtP, yusP	BSU_32880	yusP_3374956_3376581_1	O32182	gene_detail+BG14028	3,374,956  3,376,581	COG2814
45E3AAC008A361BAC25A08808B5FBF835DF03F09	BSU_06077	ydzW/4	168	putative phosphomannomutase, internal part of YdzW	0	0	47	144	unknown	unknown	-	null	ydzW/4	BSU_06077				658,615  658,758	
45EBFA1603B34160F75744661A65A3D50D28DD11	BSU_26399	BSU_26399	168																
45ECDC92989453F01CD1A4D12DCFAB9807454338	BSU_32719	yuzK	168	unknown	5.4	9.155	45	138	unknown	unknown	-		yuzK, bsrI	BSU_32719	yuzK_3360974_3361111_-1	C0H3Q9		3,360,974  3,361,111	
45F03AB13292BBF0554785C7C02FE29033EDD742	BSU_26610	yrkA	168	similar to magnesium exporter	48.8218	4.92	434	1305	unknown	unknown	no		yrkA	BSU_26610	yrkA_2718959_2720263_-1	P54428	gene_detail BG11767	2,718,959  2,720,263	COG1253
45F27C0789199626BA90D2C69E8F13525C911478	BSU_35470	comFA	168	membrane-associated DNA-dependent ATPase, may provide energy for DNA transport	52.3998	9.82	463	1392	genetic competence	ATP-binding protein	no		comFA	BSU_35470	comFA_3642167_3643558_-1	P39145	gene_detail+BG10395	3,642,167  3,643,558	COG4098
460A5DAAA8480FE0FF8DBA52F333AE2ECB62E5CA	BSU_39180	yxiH	168	unknown	12.3005	6.92	109	330	unknown	unknown	no	null	yxiH	BSU_39180	yxiH_4020977_4021306_-1	P42300	gene_detail+BG11137	4,020,977  4,021,306	
4623F9A92841E92623389AFF7FB302F785BFB415	BSU_06079	ydzW/6	168	putative phosphomannomutase, internal part of YdzW	0	0	39	120	unknown	unknown	-	null	ydzW/6	BSU_06079				659,010  659,129	
4626C659D6F1A81CCC94030F1CBAF7FEC3DE19CA	BSU_27940	rpmA	168	ribosomal protein bL27	10.2341	10.76	94	285	translation	ribosomal protein L27 (bL27)	yes		rpmA	BSU_27940	rpmA_2854880_2855164_-1	P05657	gene_detail BG10335	2,854,880  2,855,164	COG0211
4627C41672F30614B7247EAA3B5F4E4DE27F31BD	new_2576155_2576328	S935	168	new RNA feature, 5'UTR of yqzD	0	0		174		5'UTR of yqzD		null	S935	new_2576155_2576328	S935_2576155_2576328_1			2,576,155 → 2,576,328	
46432ACF16C2383A0607D49C8F3D66734E75C641	new_514779_515106	S160	168	new RNA feature, intergenic region	0	0		328		intergenic region		null	S160	new_514779_515106	S160_514779_515106_1			514,779 → 515,106	
46462342BEC17A5FB3E482B81E969DB898826179	new_1747032_1747122	S600	168	new RNA feature, intergenic region	0	0		91		intergenic region		null	S600	new_1747032_1747122	S600_1747032_1747122_1			1,747,032 → 1,747,122	
464DD1855E6B3195EE242637612A16C73FF32FC0	BSU_34700	psdA	168	[wiki|ABC transporter] (ATP-binding protein) for the export of lipid II-binding lantibiotics, such as nisin and gallidermin	28.8877	6.34	259	780	export of toxic peptides	[wiki|ABC transporter] (ATP-binding protein)	no		psdA, yvcR	BSU_34700	yvcR_3565496_3566275_-1	O06980	gene_detail BG12407	3,565,496  3,566,275	COG1136
4654294F23CBF2D66C72B05ADA9CDC002A30926A	BSU_30640	ytkC	168	similar to autolytic amidase	15.0105	9.89	134	405	unknown	unknown	no		ytkC	BSU_30640	ytkC_3135668_3136072_-1	O34883	gene_detail BG13868	3,135,668  3,136,072	COG4824
465E805622F554150075D13BF864AD3980DA2A08	new_2078548_2079183_c	S726	168	new RNA feature, 3'UTR of csaA	0	0		636		3'UTR of csaA		null	S726	new_2078548_2079183_c				2,078,548 → 2,079,183	
4670F7C4CB9084A5BA478CAE238FA0F8C39F3A7E	BSU_36380	rapD	168	response regulator aspartate phosphatase, controls [[protein|ComA ]]activity	41.9766	7.69	354	1065	control of [[protein|7832489F11F606BCF637EC23BAAB41AD10237EBB]]-dependent gene expression	response regulator aspartate phosphatase	no		rapD, ywpA	BSU_36380	rapD_3744349_3745413_1	P94583	gene_detail+BG11967	3,744,349  3,745,413	
46747F2F505AEB05F42E6F8E907599B01FEBD1B3	BSU_06319	ydzX	168	unknown	11	9.666	95	288	unknown	unknown	-	null	ydzX	BSU_06319	ydzX_686602_686889_-1	C0H3X2		686,602  686,889	
467E9CF20B545A976614968E7DD5497F9390D344	BSU_04240	ydzA	168	unknown	10.6001	10.37	96	291	unknown	unknown	no		ydzA	BSU_04240	ydzA_475584_475874_-1	O31485	gene_detail+BG12807	475,584  475,874	
46826326719EB32B5733953EC090FD91CB59C5B6	BSU_19820	sprB	168	recombination directionality factor, excision of [wiki|SP-beta prophage]	6.9354	5.16	58	177	excision of [wiki|SP-beta prophage]	recombination directionality factor for the excision of the [wiki|SP-beta prophage]	no		yotN	BSU_19820	yotN_2152086_2152262_-1	O34850	gene_detail+BG13747	2,152,086  2,152,262	
468BEA9EAEA589D683DB79B2C689A5C6A22AB67F	BSU_27430	glnQ	168	glutamine [wiki|ABC transporter ](ATP-binding protein)	27.0196	6.43	242	729	glutamine uptake	glutamine [wiki|ABC transporter ](ATP-binding protein)	no		glnQ	BSU_27430	glnQ_2802358_2803086_1	O34677	gene_detail BG11485	2,802,358  2,803,086	COG1126
468D9141EAC78556C9F6C564875F70EC43E60C1C	BSU_33150	yvqK	168	ATP:cob(I)alamin adenosyltransferase	21.3444	5.21	193	582	unknown	ATP:cob(I)alamin adenosyltransferase	no	2.5.1.17	yvqK	BSU_33150	yvqK_3400537_3401118_-1	O34899	gene_detail BG14140	3,400,537  3,401,118	COG2096
46A663FC865C748C67984080518558482B854F16	new_1442102_1442346_c	S496	168	new RNA feature, 3'UTR of ykvN	0	0		245		3'UTR of ykvN		null	S496	new_1442102_1442346_c				1,442,102 → 1,442,346	
46B344B65917D0111AC46A3C9122F52F4C0B74DA	new_3614978_3615063_c	S1342	168	new RNA feature, intergenic region	0	0		86		intergenic region		null	S1342	new_3614978_3615063_c				3,614,978 → 3,615,063	
46ECEC864229529BE5F7EC705154509D4E0C093B	new_935578_935655	S297	168	new RNA feature, 5'UTR of mutY	0	0		78		5'UTR of mutY		null	S297	new_935578_935655	S297_935578_935655_1			935,578 → 935,655	
46F85A9B38A218F4BB661BB1E780EC9CD8F49F11	new_598659_598728	S191	168	new RNA feature, 5'UTR of ydfQ	0	0		70		5'UTR of ydfQ		null	S191	new_598659_598728	S191_598659_598728_1			598,659 → 598,728	
46FCB8FC703E61ED6578DFE4D3FC01B9421F8247	BSU_18660	yoaM	168	unknown	26.0844	5.95	227	684	unknown	unknown	no		yoaM	BSU_18660	yoaM_2036039_2036722_1	O34906	gene_detail+BG13483	2,036,039  2,036,722	COG2135
470037C34BD5D3EB5BDAD85BD4178ABDB6330A62	BSU_19920	yotD	168	similar to acyl-CoA synthetase	4.8787	3.82	43	132	unknown	unknown	no	null	yotD	BSU_19920	yotD_2154887_2155018_-1	O34407	gene_detail+BG13737	2,154,887  2,155,018	COG1592
470824F73C8C9CF0519C1E536DBF19D8A93723CE	BSU_11900	yjcL	168	unknown	43.1619	9.38	396	1191	unknown	unknown	no	null	yjcL	BSU_11900	yjcL_1261426_1262616_-1	O31634	gene_detail+BG13165	1,261,426  1,262,616	COG5505
47098DA18DBD3FEF9E33D21677B6D94D5B0ACB2B	BSU_20070	yosM	168	putative SPbeta phage subunit of nucleoside diphosphate reductase	14.5143	7.26	129	390	unknown	putative SPbeta phage subunit of nucleoside diphosphate reductase	no		yosM	BSU_20070	nrdIB_2165577_2165966_-1	P68524	gene_detail+BG13722	2,165,577  2,165,966	COG1780
4711AB9D3E09E251B6FB3AC0BB67F218E3B5CDE5	new_3307598_3308367	S1243	168	new RNA feature, independent transcript	0	0		770		independent transcript		null	S1243	new_3307598_3308367	S1243_3307598_3308367_1			3,307,598 → 3,308,367	
4722C78DB10289939145BDD079661021160C688C	BSU_21740	ypmR	168	unknown	28.7719	6.78	255	768	unknown	unknown	no		ypmR, yzjA	BSU_21740	ypmR_2290858_2291625_-1	P40766	gene_detail+BG11022	2,290,858  2,291,625	COG2755
472E3A2407C83EEE26DB00079D185C4EA2988611	BSU_13300	mgtE	168	primary magnesium transporter	50.6792	4.61	451	1356	magnesium uptake	primary magnesium transporter	yes		mgtE, ykoK	BSU_13300	mgtE_1396013_1397368_1	O34442	gene_detail BG13256	1,396,013  1,397,368	COG2239
473628F86C18FE9957841F3C8B45242C90CB341D	BSU_03820	fpbP	168	petrobactin (3.4-catecholate siderophore) [wiki|ABC transporter] (ATP-binding protein)	28.325	5.09	252	759	acquisition of iron	petrobactin [wiki|ABC transporter] (ATP-binding protein)	no		fpbP, yclP	BSU_03820	yclP_434256_435014_1	P94420	gene_detail+BG12036	434,256  435,014	COG4604
47387014B5E89BF218BA94D8C2A570479B1EFD4E	BSU_39990	qdoR	168	transcriptional regulator ([wiki|TetR family]), control of [[gene|6A68EF7BF16FC2F2C7E068F52901EF2BFD6EBF8A]]-[[gene|142444E1167BA7428EB95E4418C839ADF3E728B0]] and [[gene|52D560AA02F0849CB24460A496021560063B2E12]]-[[gene|23483430AE0381406EF2349A18CFAE1F14F9B180]]	20.8738	6.11	191	576	control of quercetin utilization	transcriptional regulator	no		qdoR, yxaF	BSU_39990	yxaF_4107352_4107927_-1	P42105	gene_detail+BG11108	4,107,352  4,107,927	COG1309
473F93EA5ADB78CD23C9C054B5D6B739078DDEEB	BSU_00670	tilS	168	trigger enzyme, tRNA<sup>Ile</sup>-lysidine synthetase (modifies C34 at the wobble position of tRNA2<sup>Ile</sup> to lysidine) and part of a transcription activator	53.298	8.32	472	1419	tRNA modification, control of [[gene|4E7B9426CED372AA8A321A147116A3A589FBF20C]] expression	tRNA<sup>Ile</sup>-lysidine synthetase	yes	6.3.4.19	tilS, yacA	BSU_00670	tilS_74929_76347_1	P37563	gene_detail BG10130	74,929  76,347	COG0037
474045C9D65C4BAD530C2E61B5356EF7DB7D77D8	new_2972164_2972328_c	S1096	168	new RNA feature, intergenic region	0	0		165		intergenic region		null	S1096	new_2972164_2972328_c				2,972,164 → 2,972,328	
47438C9E88CE6B73BB860377702ADFD24F1A9AF5	new_3021090_3021169_c	S1121	168	new RNA feature, 5'UTR of sppA	0	0		80		5'UTR of sppA		null	S1121	new_3021090_3021169_c				3,021,090 → 3,021,169	
4765B305F31765445D9F5EB0D6EDED5B38DED084	BSU_03400	yckD	168	unknown	12.6508	10.09	110	333	unknown	unknown	no	null	yckD	BSU_03400	yckD_369773_370105_1	P42402	gene_detail+BG11180	369,773  370,105	
47669BC8073FB0F9799E06BB9FC39700F960910E	BSU_11770	cotW	168	spore crust protein (insoluble fraction), formation of the spore crust	12.1968	9.95	105	318	resistance of the spore	spore crust protein (insoluble fraction)	no		cotW	BSU_11770	cotW_1251273_1251590_-1	Q08310	gene_detail BG10497	1,251,273  1,251,590	COG5887
47859E62AABA5A57AC6F5F80CDE4ED52FC7F879F	BSU_00350	yazA	168	similar to endonuclease	11.7386	9.97	99	300	unknown	unknown	no		yazA	BSU_00350	yazA_43647_43946_1	O31414	gene_detail+BG12700	43,647  43,946	COG2827
4787161A022E938A6D58A505D92369F889C7DE04	BSU_32840	fadN	168	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	89.9556	6.53	815	2448	fatty acid degradation	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	no	1.1.1.35	fadN, yusL	BSU_32840	fadN_3370025_3372472_-1	O32178	gene_detail BG14024	3,370,025  3,372,472	COG1250
478FC18D9E3B3FDBD236556C8FB1C2F233B265DC	new_3528204_3528263_c	S1312	168	new RNA feature, 5'UTR of epsC	0	0		60		5'UTR of epsC		null	S1312	new_3528204_3528263_c				3,528,204 → 3,528,263	
47988681DBE5706917266E71D716A91AD121D4E5	new_159149_159778_c	S62	168	new RNA feature, 3'UTR of pdaB	0	0		630		3'UTR of pdaB		null	S62	new_159149_159778_c	S62_159149_159778_-1			159,149 → 159,778	
47AE982C5E71F31B5AF04C4F50593C2629F8EDAF	BSU_04800	int	168	integrase	43.3214	9.76	368	1107	excision of the conjugative transposon ICEBs1 from the trnS-leu2 locus	integrase	no		int, ydcL	BSU_04800	ydcL_529505_530611_-1	P96629	gene_detail+BG12099	529,505  530,611	COG4974
47AF61251948D4E1EEA279CA5B4CDD8CA3FF481C	new_1933162_1933476	S672	168	new RNA feature, 5'UTR of [[gene|1901C52DCB24B3D53150F6926C14907AC1B75293]]	0	0		315		5'UTR of [[gene|1901C52DCB24B3D53150F6926C14907AC1B75293]]			S672	new_1933162_1933476	S672_1933162_1933476_1			1,933,162 → 1,933,476	
47B04BD23C7C8A0169B2F301E625C9299D9C0BF3	BSU_21598	yoyK/1	168	part of the yoyK pseudogene	0	0	79	240	unknown	unknown	-	null	yoyK/1	BSU_21598	yoyK_2278108_2278347_1			2,278,108  2,278,347	
47B069FDB3405835D1F2B2F474D0E32C2363FF71	BSU_06790	yeeD	168	unknown	11.7864	9.18	101	306	unknown	unknown	no	null	yeeD	BSU_06790	yeeD_746261_746566_-1	O34950	gene_detail+BG12821	746,261  746,566	
47B644F334A0BD501E77A198A61CE0F22BAB3E5E	BSU_07420	yfmM	168	similar to [wiki|ABC transporter] (ATP-binding protein)	59.0237	5.11	518	1557	unknown	[wiki|ABC transporter] (ATP-binding protein)	no		yfmM	BSU_07420	yfmM_814384_815940_-1	O34512	gene_detail+BG12964	814,384  815,940	COG0488
47BCCC51F520E21A62C0A53CE7C705F8288C4CFB	new_1211286_1211370	S402	168	new RNA feature, intergenic region	0	0		85		intergenic region		null	S402	new_1211286_1211370	S402_1211286_1211370_1			1,211,286 → 1,211,370	
47C1A154AF6F67CA507A9F4FEA9576E7131EFB6D	BSU_30010	ythP	168	similar to [wiki|ABC transporter] (ATP-binding protein)	26.3577	5.26	236	711	unknown	[wiki|ABC transporter] (ATP-binding protein)	no		ythP	BSU_30010	ythP_3071400_3072110_-1	O34977	gene_detail+BG13860	3,071,400  3,072,110	COG1131
47CB61D4B6543C9756855113E83DF176818FA09F	new_3034935_3035530	S1133	168	new RNA feature, 5'UTR of rpsD	0	0		596		5'UTR of rpsD		null	S1133	new_3034935_3035530	S1133_3034935_3035530_1			3,034,935 → 3,035,530	
47E3AEE400EC9505C7C7DB07BF172E4FA957F708	BSU_01900	ybcM	168	similar to glucosamine-fructose-6-phosphate aminotransferase	11.4164	4.79	104	315	unknown	unknown	no	null	ybcM	BSU_01900	ybcM_213155_213469_1	O31421	gene_detail+BG12712	213,155  213,469	
47E47FB7D9C079DF603906694C4649A049814346	BSU_11650	tenA	168	thiaminase II	27.267	4.99	236	711	thiamine salvage	thiaminase II	no	3.5.99.2	tenA	BSU_11650	tenA_1242449_1243159_1	P25052	gene_detail BG10791	1,242,449 1,243,159	COG0819
481AF959FDED9055F33524483101DA9AF2013151	BSU_38090	vpr	168	minor extracellular serine protease	85.4178	5.77	806	2421	protein degradation	minor extracellular serine protease	no		vpr, ipa-45r	BSU_38090	vpr_3907844_3910264_1	P29141	gene_detail BG10591	3,907,844  3,910,264	COG1404
