"protein","relType","goTerm","goName","namespace","neverAnnotate"
"O13166","enables","GO:0003714","transcription corepressor activity","molecular_function","false"
"O13166","involved_in","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
"O13166","part_of","GO:0005667","transcription regulator complex","cellular_component","false"
"O13166","acts_upstream_of_or_within","GO:1900052","regulation of retinoic acid biosynthetic process","biological_process","false"
"O13166","involved_in","GO:0045892","negative regulation of DNA-templated transcription","biological_process","false"
"B3DJT0","acts_upstream_of_or_within","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","biological_process","false"
"B3DJT0","involved_in","GO:0008380","RNA splicing","biological_process","false"
"B3DJT0","part_of","GO:0061574","ASAP complex","cellular_component","false"
"B3DJT0","located_in","GO:0005737","cytoplasm","cellular_component","false"
"B3DJT0","involved_in","GO:0140673","transcription elongation-coupled chromatin remodeling","biological_process","false"
"B3DJT0","acts_upstream_of_or_within","GO:0030098","lymphocyte differentiation","biological_process","false"
"B3DJT0","located_in","GO:0016607","nuclear speck","cellular_component","false"
"B3DJT0","acts_upstream_of_or_within","GO:0000245","spliceosomal complex assembly","biological_process","false"
"B3DJT0","enables","GO:0017070","U6 snRNA binding","molecular_function","false"
"B3DJT0","involved_in","GO:0006397","mRNA processing","biological_process","false"
"B3DJT0","involved_in","GO:0000387","spliceosomal snRNP assembly","biological_process","false"
"B3DJT0","acts_upstream_of_or_within","GO:0048538","thymus development","biological_process","false"
"B3DJT0","colocalizes_with","GO:0071001","U4/U6 snRNP","cellular_component","false"
"B3DJT0","acts_upstream_of_or_within","GO:0031017","exocrine pancreas development","biological_process","false"
"B3DJT0","involved_in","GO:0006396","RNA processing","biological_process","false"
"B3DJT0","enables","GO:0042393","histone binding","molecular_function","false"
"B3DJT0","located_in","GO:0015030","Cajal body","cellular_component","false"
"B3DJT0","involved_in","GO:0000398","mRNA splicing, via spliceosome","biological_process","false"
"B3DJT0","enables","GO:0003723","RNA binding","molecular_function","false"
"B3DJT0","acts_upstream_of_or_within","GO:1902033","regulation of hematopoietic stem cell proliferation","biological_process","false"
"B3DJT0","colocalizes_with","GO:0005691","U6atac snRNP","cellular_component","false"
"B3DJT0","located_in","GO:0005654","nucleoplasm","cellular_component","false"
"B3DJT0","enables","GO:0003676","nucleic acid binding","molecular_function","false"
"B3DJT0","involved_in","GO:0006334","nucleosome assembly","biological_process","false"
"B3DJT0","acts_upstream_of_or_within","GO:0061484","hematopoietic stem cell homeostasis","biological_process","false"
"B3DJT0","located_in","GO:0005634","nucleus","cellular_component","false"
"Q6VEU3","located_in","GO:0005730","nucleolus","cellular_component","false"
"Q6VEU3","enables","GO:0003676","nucleic acid binding","molecular_function","false"
"Q6VEU3","involved_in","GO:0042274","ribosomal small subunit biogenesis","biological_process","false"
"Q6VEU3","enables","GO:0003674","molecular_function","molecular_function","false"
"Q6VEU3","involved_in","GO:0008150","biological_process","biological_process","false"
"Q6VEU3","part_of","GO:0032040","small-subunit processome","cellular_component","false"
"Q6VEU3","enables","GO:0003723","RNA binding","molecular_function","false"
"Q6VEU3","located_in","GO:0005634","nucleus","cellular_component","false"
"Q6P0G6","part_of","GO:0016460","myosin II complex","cellular_component","false"
"Q6P0G6","located_in","GO:0043292","contractile muscle fiber","cellular_component","false"
"Q6P0G6","acts_upstream_of_or_within","GO:0007519","skeletal muscle tissue development","biological_process","false"
"Q6P0G6","enables","GO:0005509","calcium ion binding","molecular_function","false"
"Q91981","enables","GO:0003677","DNA binding","molecular_function","false"
"Q91981","involved_in","GO:0006357","regulation of transcription by RNA polymerase II","biological_process","false"
"Q91981","enables","GO:0003700","DNA-binding transcription factor activity","molecular_function","false"
"Q91981","involved_in","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
"Q91981","enables","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","molecular_function","false"
"Q91981","acts_upstream_of_or_within","GO:0030901","midbrain development","biological_process","false"
"Q91981","acts_upstream_of_or_within","GO:0021549","cerebellum development","biological_process","false"
"Q91981","located_in","GO:0005634","nucleus","cellular_component","false"
"Q91981","acts_upstream_of_or_within","GO:0097306","cellular response to alcohol","biological_process","false"
"Q91981","acts_upstream_of_or_within","GO:0003406","retinal pigment epithelium development","biological_process","false"
"Q91981","acts_upstream_of_or_within","GO:0030902","hindbrain development","biological_process","false"
"Q91981","enables","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","molecular_function","false"
"Q91981","acts_upstream_of_or_within","GO:0030917","midbrain-hindbrain boundary development","biological_process","false"
"Q8UVX0","involved_in","GO:0007276","gamete generation","biological_process","false"
"Q8UVX0","located_in","GO:0043186","P granule","cellular_component","false"
"Q8UVX0","enables","GO:0005515","protein binding","molecular_function","false"
"Q8UVX0","involved_in","GO:0035092","sperm DNA condensation","biological_process","false"
"Q8UVX0","involved_in","GO:0007286","spermatid development","biological_process","false"
"Q8UVX0","enables","GO:0004519","endonuclease activity","molecular_function","false"
"Q8UVX0","involved_in","GO:0006417","regulation of translation","biological_process","false"
"Q8UVX0","involved_in","GO:0051321","meiotic cell cycle","biological_process","false"
"Q8UVX0","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q8UVX0","enables","GO:0034584","piRNA binding","molecular_function","false"
"Q8UVX0","is_active_in","GO:0005634","nucleus","cellular_component","false"
"Q8UVX0","involved_in","GO:0007281","germ cell development","biological_process","false"
"Q8UVX0","enables","GO:0004521","RNA endonuclease activity","molecular_function","false"
"Q8UVX0","enables","GO:0004518","nuclease activity","molecular_function","false"
"Q8UVX0","involved_in","GO:0007283","spermatogenesis","biological_process","false"
"Q8UVX0","involved_in","GO:0030154","cell differentiation","biological_process","false"
"Q8UVX0","involved_in","GO:2000765","regulation of cytoplasmic translation","biological_process","false"
"Q8UVX0","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q8UVX0","enables","GO:0016787","hydrolase activity","molecular_function","false"
"Q8UVX0","involved_in","GO:0009653","anatomical structure morphogenesis","biological_process","false"
"Q8UVX0","involved_in","GO:0141006","piRNA-mediated retrotransposon silencing by heterochromatin formation","biological_process","false"
"Q8UVX0","involved_in","GO:0031047","regulatory ncRNA-mediated gene silencing","biological_process","false"
"Q8UVX0","enables","GO:0003723","RNA binding","molecular_function","false"
"Q8UVX0","enables","GO:0003676","nucleic acid binding","molecular_function","false"
"Q8UVX0","involved_in","GO:0034587","piRNA processing","biological_process","false"
"A2CEI6","part_of","GO:1990923","PET complex","cellular_component","false"
"A2CEI6","enables","GO:0005515","protein binding","molecular_function","false"
"A2CEI6","located_in","GO:0071546","pi-body","cellular_component","false"
"A2CEI6","acts_upstream_of_positive_effect","GO:0141005","retrotransposon silencing by heterochromatin formation","biological_process","false"
"A2CEI6","involved_in","GO:0006417","regulation of translation","biological_process","false"
"A2CEI6","involved_in","GO:0030718","germ-line stem cell population maintenance","biological_process","false"
"A2CEI6","involved_in","GO:0140965","secondary piRNA processing","biological_process","false"
"A2CEI6","involved_in","GO:0007283","spermatogenesis","biological_process","false"
"A2CEI6","located_in","GO:0005634","nucleus","cellular_component","false"
"A2CEI6","enables","GO:0046872","metal ion binding","molecular_function","false"
"A2CEI6","involved_in","GO:0007276","gamete generation","biological_process","false"
"A2CEI6","involved_in","GO:0034587","piRNA processing","biological_process","false"
"A2CEI6","involved_in","GO:0030154","cell differentiation","biological_process","false"
"A2CEI6","enables","GO:0004519","endonuclease activity","molecular_function","false"
"A2CEI6","enables","GO:0004518","nuclease activity","molecular_function","false"
"A2CEI6","enables","GO:0016787","hydrolase activity","molecular_function","false"
"A2CEI6","involved_in","GO:0048511","rhythmic process","biological_process","false"
"A2CEI6","enables","GO:0003723","RNA binding","molecular_function","false"
"A2CEI6","located_in","GO:0005737","cytoplasm","cellular_component","false"
"A2CEI6","involved_in","GO:0141007","siRNA-mediated retrotransposon silencing by heterochromatin formation","biological_process","false"
"A2CEI6","involved_in","GO:0031047","regulatory ncRNA-mediated gene silencing","biological_process","false"
"A2CEI6","acts_upstream_of_or_within","GO:0010628","positive regulation of gene expression","biological_process","false"
"A2CEI6","involved_in","GO:0051321","meiotic cell cycle","biological_process","false"
"A2CEI6","enables","GO:0003676","nucleic acid binding","molecular_function","false"
"A2CEI6","enables","GO:0004521","RNA endonuclease activity","molecular_function","false"
"A2CEI6","enables","GO:0034584","piRNA binding","molecular_function","false"
"A2CEI6","acts_upstream_of_or_within","GO:0060392","negative regulation of SMAD protein signal transduction","biological_process","false"
"A2CEI6","involved_in","GO:0048477","oogenesis","biological_process","false"
"A2CEI6","located_in","GO:0043186","P granule","cellular_component","false"
"Q9DDU1","involved_in","GO:0006357","regulation of transcription by RNA polymerase II","biological_process","false"
"Q9DDU1","enables","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","molecular_function","false"
"Q9DDU1","enables","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","molecular_function","false"
"Q9DDU1","involved_in","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
"Q9DDU1","enables","GO:0003677","DNA binding","molecular_function","false"
"Q9DDU1","located_in","GO:0005634","nucleus","cellular_component","false"
"Q90268","acts_upstream_of_or_within","GO:0072114","pronephros morphogenesis","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0048793","pronephros development","biological_process","false"
"Q90268","enables","GO:0003700","DNA-binding transcription factor activity","molecular_function","false"
"Q90268","acts_upstream_of_or_within","GO:0034672","anterior/posterior pattern specification involved in pronephros development","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0009880","embryonic pattern specification","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0060271","cilium assembly","biological_process","false"
"Q90268","involved_in","GO:0030154","cell differentiation","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0030917","midbrain-hindbrain boundary development","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0009952","anterior/posterior pattern specification","biological_process","false"
"Q90268","involved_in","GO:0007399","nervous system development","biological_process","false"
"Q90268","enables","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","molecular_function","false"
"Q90268","acts_upstream_of_or_within","GO:0021703","locus ceruleus development","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0048596","embryonic camera-type eye morphogenesis","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0061386","closure of optic fissure","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0030901","midbrain development","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0060118","vestibular receptor cell development","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0030902","hindbrain development","biological_process","false"
"Q90268","enables","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","molecular_function","false"
"Q90268","acts_upstream_of_or_within","GO:0021588","cerebellum formation","biological_process","false"
"Q90268","enables","GO:0003677","DNA binding","molecular_function","false"
"Q90268","acts_upstream_of_or_within","GO:0060113","inner ear receptor cell differentiation","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0021549","cerebellum development","biological_process","false"
"Q90268","enables","GO:0043565","sequence-specific DNA binding","molecular_function","false"
"Q90268","acts_upstream_of_or_within","GO:0035775","pronephric glomerulus morphogenesis","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0001708","cell fate specification","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0007422","peripheral nervous system development","biological_process","false"
"Q90268","involved_in","GO:0006357","regulation of transcription by RNA polymerase II","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0030878","thyroid gland development","biological_process","false"
"Q90268","involved_in","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
"Q90268","located_in","GO:0005634","nucleus","cellular_component","false"
"Q90268","acts_upstream_of_or_within","GO:0043049","otic placode formation","biological_process","false"
"Q90268","acts_upstream_of_or_within","GO:0001822","kidney development","biological_process","false"
"Q5XJQ5","located_in","GO:0005654","nucleoplasm","cellular_component","false"
"Q5XJQ5","involved_in","GO:0034475","U4 snRNA 3'-end processing","biological_process","false"
"Q5XJQ5","part_of","GO:0000176","nuclear exosome (RNase complex)","cellular_component","false"
"Q5XJQ5","located_in","GO:0005730","nucleolus","cellular_component","false"
"Q5XJQ5","involved_in","GO:0071038","TRAMP-dependent tRNA surveillance pathway","biological_process","false"
"Q5XJQ5","part_of","GO:0000177","cytoplasmic exosome (RNase complex)","cellular_component","false"
"Q5XJQ5","involved_in","GO:0071028","nuclear mRNA surveillance","biological_process","false"
"Q5XJQ5","located_in","GO:0005634","nucleus","cellular_component","false"
"Q5XJQ5","involved_in","GO:0034476","U5 snRNA 3'-end processing","biological_process","false"
"Q5XJQ5","enables","GO:0003723","RNA binding","molecular_function","false"
"Q5XJQ5","involved_in","GO:0071035","nuclear polyadenylation-dependent rRNA catabolic process","biological_process","false"
"Q5XJQ5","involved_in","GO:0006364","rRNA processing","biological_process","false"
"Q5XJQ5","involved_in","GO:0000467","exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process","false"
"Q5XJQ5","part_of","GO:0000178","exosome (RNase complex)","cellular_component","false"
"Q5XJQ5","involved_in","GO:0034473","U1 snRNA 3'-end processing","biological_process","false"
"Q5XJQ5","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q5XJQ5","involved_in","GO:0006396","RNA processing","biological_process","false"
"Q5XJQ5","involved_in","GO:0071042","nuclear polyadenylation-dependent mRNA catabolic process","biological_process","false"
"A2RV18","enables","GO:0016787","hydrolase activity","molecular_function","false"
"A2RV18","part_of","GO:0000178","exosome (RNase complex)","cellular_component","false"
"A2RV18","enables","GO:0004527","exonuclease activity","molecular_function","false"
"A2RV18","enables","GO:0004518","nuclease activity","molecular_function","false"
"A2RV18","enables","GO:0008408","3'-5' exonuclease activity","molecular_function","false"
"A2RV18","enables","GO:0008859","exoribonuclease II activity","molecular_function","false"
"A2RV18","enables","GO:0016896","RNA exonuclease activity, producing 5'-phosphomonoesters","molecular_function","false"
"A2RV18","part_of","GO:0000177","cytoplasmic exosome (RNase complex)","cellular_component","false"
"A2RV18","involved_in","GO:0016075","rRNA catabolic process","biological_process","false"
"A2RV18","enables","GO:0003723","RNA binding","molecular_function","false"
"A2RV18","enables","GO:0000175","3'-5'-RNA exonuclease activity","molecular_function","false"
"A2RV18","located_in","GO:0005737","cytoplasm","cellular_component","false"
"A2RV18","enables","GO:0004540","RNA nuclease activity","molecular_function","false"
"Q5XJ97","part_of","GO:0000178","exosome (RNase complex)","cellular_component","false"
"Q5XJ97","enables","GO:0003723","RNA binding","molecular_function","false"
"Q5XJ97","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q5XJ97","located_in","GO:0005634","nucleus","cellular_component","false"
"Q5XJ97","involved_in","GO:0000460","maturation of 5.8S rRNA","biological_process","false"
"Q5XJ97","involved_in","GO:0006364","rRNA processing","biological_process","false"
"Q5XJ97","enables","GO:0003677","DNA binding","molecular_function","false"
"Q5XJ97","located_in","GO:0005730","nucleolus","cellular_component","false"
"Q5XJ97","involved_in","GO:0010468","regulation of gene expression","biological_process","false"
"A4IG62","involved_in","GO:0035946","mitochondrial mRNA surveillance","biological_process","false"
"A4IG62","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"A4IG62","located_in","GO:0005739","mitochondrion","cellular_component","false"
"A4IG62","enables","GO:0004386","helicase activity","molecular_function","false"
"A4IG62","involved_in","GO:0000962","positive regulation of mitochondrial RNA catabolic process","biological_process","false"
"A4IG62","acts_upstream_of_or_within","GO:0001889","liver development","biological_process","false"
"A4IG62","enables","GO:0003725","double-stranded RNA binding","molecular_function","false"
"A4IG62","involved_in","GO:0000958","mitochondrial mRNA catabolic process","biological_process","false"
"A4IG62","enables","GO:0034458","3'-5' RNA helicase activity","molecular_function","false"
"A4IG62","enables","GO:0003677","DNA binding","molecular_function","false"
"A4IG62","involved_in","GO:0006310","DNA recombination","biological_process","false"
"A4IG62","involved_in","GO:0043066","negative regulation of apoptotic process","biological_process","false"
"A4IG62","involved_in","GO:2000827","mitochondrial RNA surveillance","biological_process","false"
"A4IG62","enables","GO:0003724","RNA helicase activity","molecular_function","false"
"A4IG62","involved_in","GO:0000965","mitochondrial RNA 3'-end processing","biological_process","false"
"A4IG62","located_in","GO:0005634","nucleus","cellular_component","false"
"A4IG62","part_of","GO:0045025","mitochondrial degradosome","cellular_component","false"
"A4IG62","involved_in","GO:0030307","positive regulation of cell growth","biological_process","false"
"A4IG62","enables","GO:0005524","ATP binding","molecular_function","false"
"A4IG62","involved_in","GO:0035945","mitochondrial ncRNA surveillance","biological_process","false"
"A4IG62","enables","GO:0016817","hydrolase activity, acting on acid anhydrides","molecular_function","false"
"A4IG62","enables","GO:0016787","hydrolase activity","molecular_function","false"
"A4IG62","located_in","GO:0042645","mitochondrial nucleoid","cellular_component","false"
"A4IG62","involved_in","GO:0032508","DNA duplex unwinding","biological_process","false"
"A4IG62","involved_in","GO:0006401","RNA catabolic process","biological_process","false"
"A4IG62","enables","GO:0000166","nucleotide binding","molecular_function","false"
"A4IG62","involved_in","GO:0007005","mitochondrion organization","biological_process","false"
"A4IG62","enables","GO:0003678","DNA helicase activity","molecular_function","false"
"A4IG62","located_in","GO:0005759","mitochondrial matrix","cellular_component","false"
"Q7ZU92","enables","GO:0043169","cation binding","molecular_function","false"
"Q7ZU92","enables","GO:0004518","nuclease activity","molecular_function","false"
"Q7ZU92","enables","GO:0004535","poly(A)-specific ribonuclease activity","molecular_function","false"
"Q7ZU92","enables","GO:0004527","exonuclease activity","molecular_function","false"
"Q7ZU92","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q7ZU92","enables","GO:0016787","hydrolase activity","molecular_function","false"
"Q7ZU92","enables","GO:0003723","RNA binding","molecular_function","false"
"Q7ZU92","acts_upstream_of_or_within","GO:0030097","hemopoiesis","biological_process","false"
"Q7ZU92","involved_in","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","biological_process","false"
"Q7ZU92","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q7ZU92","involved_in","GO:0006402","mRNA catabolic process","biological_process","false"
"Q7ZU92","enables","GO:0003676","nucleic acid binding","molecular_function","false"
"Q7ZU92","located_in","GO:0005634","nucleus","cellular_component","false"
"Q6P5M2","enables","GO:0003674","molecular_function","molecular_function","false"
"Q6P5M2","located_in","GO:0005634","nucleus","cellular_component","false"
"Q6P5M2","part_of","GO:0000791","euchromatin","cellular_component","false"
"Q6P5M2","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q6P5M2","involved_in","GO:0072344","rescue of stalled ribosome","biological_process","false"
"Q6P5M2","involved_in","GO:0006368","transcription elongation by RNA polymerase II","biological_process","false"
"Q6P5M2","part_of","GO:0055087","Ski complex","cellular_component","false"
"Q6P5M2","involved_in","GO:0070478","nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay","biological_process","false"
"Q6P5M2","part_of","GO:0016593","Cdc73/Paf1 complex","cellular_component","false"
"Q6P0I8","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q6P0I8","located_in","GO:0005730","nucleolus","cellular_component","false"
"Q6P0I8","part_of","GO:0000176","nuclear exosome (RNase complex)","cellular_component","false"
"Q6P0I8","involved_in","GO:0006364","rRNA processing","biological_process","false"
"Q6P0I8","part_of","GO:0000178","exosome (RNase complex)","cellular_component","false"
"Q6P0I8","enables","GO:0003723","RNA binding","molecular_function","false"
"Q6P0I8","located_in","GO:0005634","nucleus","cellular_component","false"
"Q6P0I8","involved_in","GO:0034475","U4 snRNA 3'-end processing","biological_process","false"
"Q6P0I8","involved_in","GO:0071028","nuclear mRNA surveillance","biological_process","false"
"Q6P0I8","involved_in","GO:0016075","rRNA catabolic process","biological_process","false"
"Q6P0I8","involved_in","GO:0071051","poly(A)-dependent snoRNA 3'-end processing","biological_process","false"
"Q6P0I8","part_of","GO:0000177","cytoplasmic exosome (RNase complex)","cellular_component","false"
"Q6DG22","located_in","GO:0005764","lysosome","cellular_component","false"
"Q6DG22","located_in","GO:0009897","external side of plasma membrane","cellular_component","false"
"Q6DG22","enables","GO:0016787","hydrolase activity","molecular_function","false"
"Q6DG22","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q6DG22","enables","GO:0019239","deaminase activity","molecular_function","false"
"Q6DG22","involved_in","GO:0009117","nucleotide metabolic process","biological_process","false"
"Q6DG22","located_in","GO:0005886","plasma membrane","cellular_component","false"
"Q6DG22","located_in","GO:0070161","anchoring junction","cellular_component","false"
"Q6DG22","enables","GO:0046936","2'-deoxyadenosine deaminase activity","molecular_function","false"
"Q6DG22","located_in","GO:0005829","cytosol","cellular_component","false"
"Q6DG22","involved_in","GO:0043103","hypoxanthine salvage","biological_process","false"
"Q6DG22","involved_in","GO:0042110","T cell activation","biological_process","false"
"Q6DG22","involved_in","GO:0046103","inosine biosynthetic process","biological_process","false"
"Q6DG22","involved_in","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","biological_process","false"
"Q6DG22","located_in","GO:0031410","cytoplasmic vesicle","cellular_component","false"
"Q6DG22","enables","GO:0008270","zinc ion binding","molecular_function","false"
"Q6DG22","involved_in","GO:0006154","adenosine catabolic process","biological_process","false"
"Q6DG22","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q6DG22","enables","GO:0004000","adenosine deaminase activity","molecular_function","false"
"Q6DG22","located_in","GO:0016020","membrane","cellular_component","false"
"Q6DG22","involved_in","GO:0060169","negative regulation of adenosine receptor signaling pathway","biological_process","false"
"Q6DG22","located_in","GO:0060205","cytoplasmic vesicle lumen","cellular_component","false"
"P58781","located_in","GO:0005615","extracellular space","cellular_component","false"
"P58781","involved_in","GO:0006154","adenosine catabolic process","biological_process","false"
"P58781","involved_in","GO:0046103","inosine biosynthetic process","biological_process","false"
"P58781","enables","GO:0046872","metal ion binding","molecular_function","false"
"P58781","enables","GO:0046936","2'-deoxyadenosine deaminase activity","molecular_function","false"
"P58781","enables","GO:0004000","adenosine deaminase activity","molecular_function","false"
"P58781","enables","GO:0043394","proteoglycan binding","molecular_function","false"
"P58781","enables","GO:0019239","deaminase activity","molecular_function","false"
"P58781","enables","GO:0031685","adenosine receptor binding","molecular_function","false"
"P58781","enables","GO:0016787","hydrolase activity","molecular_function","false"
"P58781","enables","GO:0008270","zinc ion binding","molecular_function","false"
"P58781","located_in","GO:0005576","extracellular region","cellular_component","false"
"Q90XF2","acts_upstream_of_or_within","GO:0048699","generation of neurons","biological_process","false"
"Q90XF2","enables","GO:0005524","ATP binding","molecular_function","false"
"Q90XF2","involved_in","GO:0048468","cell development","biological_process","false"
"Q90XF2","involved_in","GO:0035556","intracellular signal transduction","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0035845","photoreceptor cell outer segment organization","biological_process","false"
"Q90XF2","located_in","GO:0005634","nucleus","cellular_component","false"
"Q90XF2","acts_upstream_of_or_within","GO:0045217","cell-cell junction maintenance","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0021744","dorsal motor nucleus of vagus nerve development","biological_process","false"
"Q90XF2","involved_in","GO:0045216","cell-cell junction organization","biological_process","false"
"Q90XF2","enables","GO:0005543","phospholipid binding","molecular_function","false"
"Q90XF2","acts_upstream_of_or_within","GO:0007097","nuclear migration","biological_process","false"
"Q90XF2","enables","GO:0106310","protein serine kinase activity","molecular_function","false"
"Q90XF2","acts_upstream_of_or_within","GO:0034332","adherens junction organization","biological_process","false"
"Q90XF2","located_in","GO:0005829","cytosol","cellular_component","false"
"Q90XF2","acts_upstream_of_or_within","GO:0008078","mesodermal cell migration","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0042476","odontogenesis","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0045199","maintenance of epithelial cell apical/basal polarity","biological_process","false"
"Q90XF2","involved_in","GO:0048513","animal organ development","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0007405","neuroblast proliferation","biological_process","false"
"Q90XF2","located_in","GO:0005886","plasma membrane","cellular_component","false"
"Q90XF2","enables","GO:0004697","diacylglycerol-dependent serine/threonine kinase activity","molecular_function","false"
"Q90XF2","acts_upstream_of_or_within","GO:0030031","cell projection assembly","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0021591","ventricular system development","biological_process","false"
"Q90XF2","enables","GO:0016301","kinase activity","molecular_function","false"
"Q90XF2","acts_upstream_of_or_within","GO:0048546","digestive tract morphogenesis","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0060041","retina development in camera-type eye","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0007420","brain development","biological_process","false"
"Q90XF2","enables","GO:0046872","metal ion binding","molecular_function","false"
"Q90XF2","located_in","GO:0005915","zonula adherens","cellular_component","false"
"Q90XF2","enables","GO:0004674","protein serine/threonine kinase activity","molecular_function","false"
"Q90XF2","acts_upstream_of_or_within","GO:0000132","establishment of mitotic spindle orientation","biological_process","false"
"Q90XF2","enables","GO:0000166","nucleotide binding","molecular_function","false"
"Q90XF2","acts_upstream_of_or_within","GO:0034334","adherens junction maintenance","biological_process","false"
"Q90XF2","involved_in","GO:0016310","phosphorylation","biological_process","true"
"Q90XF2","enables","GO:0004672","protein kinase activity","molecular_function","false"
"Q90XF2","acts_upstream_of_or_within","GO:0035778","pronephric nephron tubule epithelial cell differentiation","biological_process","false"
"Q90XF2","enables","GO:0016740","transferase activity","molecular_function","false"
"Q90XF2","acts_upstream_of_negative_effect","GO:0045176","apical protein localization","biological_process","false"
"Q90XF2","located_in","GO:0005737","cytoplasm","cellular_component","false"
"Q90XF2","acts_upstream_of_or_within","GO:0001738","morphogenesis of a polarized epithelium","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0060042","retina morphogenesis in camera-type eye","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0001841","neural tube formation","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0035050","embryonic heart tube development","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0016332","establishment or maintenance of polarity of embryonic epithelium","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0007507","heart development","biological_process","false"
"Q90XF2","acts_upstream_of_or_within","GO:0007502","digestive tract mesoderm development","biological_process","false"
"A1YB07","enables","GO:0005515","protein binding","molecular_function","false"
"A1YB07","acts_upstream_of_or_within","GO:0046847","filopodium assembly","biological_process","false"
"A1YB07","located_in","GO:0005886","plasma membrane","cellular_component","false"
"A1YB07","acts_upstream_of_or_within","GO:0001935","endothelial cell proliferation","biological_process","false"
"A1YB07","acts_upstream_of_or_within","GO:0030866","cortical actin cytoskeleton organization","biological_process","false"
"A1YB07","involved_in","GO:0035329","hippo signaling","biological_process","false"
"A1YB07","located_in","GO:0030054","cell junction","cellular_component","false"
"A1YB07","involved_in","GO:0003365","establishment of cell polarity involved in ameboidal cell migration","biological_process","false"
"A1YB07","involved_in","GO:0030334","regulation of cell migration","biological_process","false"
"A1YB07","acts_upstream_of_or_within","GO:0009880","embryonic pattern specification","biological_process","false"
"A1YB07","involved_in","GO:0016055","Wnt signaling pathway","biological_process","false"
"A1YB07","acts_upstream_of_or_within","GO:0035907","dorsal aorta development","biological_process","false"
"A1YB07","acts_upstream_of_or_within","GO:0008360","regulation of cell shape","biological_process","false"
"A1YB07","located_in","GO:0005768","endosome","cellular_component","false"
"A1YB07","located_in","GO:0031410","cytoplasmic vesicle","cellular_component","false"
"A1YB07","acts_upstream_of_or_within","GO:0016477","cell migration","biological_process","false"
"A1YB07","located_in","GO:0005737","cytoplasm","cellular_component","false"
"A1YB07","located_in","GO:0055037","recycling endosome","cellular_component","false"
"A1YB07","located_in","GO:0005911","cell-cell junction","cellular_component","false"
